track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
N/A,N/A,13:25,Soft,2m,Path D'oroux (FR),Keith Donoghue,0,Gavin Patrick Cromwell,PU,N/A,5,11-12,-,True,33,49
N/A,N/A,13:25,Soft,2m,Prairie Dancer (IRE),J. J. Slevin,0,Joseph Patrick O'Brien,5th,85 l,4,11-12b,-,True,33,49
N/A,N/A,13:25,Soft,2m,Champ Kiely (IRE),P. Townend,0,W. P. Mullins,4th,Neck,6,11-12,-,True,33,49
N/A,N/A,13:25,Soft,2m,Ashroe Diamond (IRE),Mr P. W. Mullins,0,W. P. Mullins,3rd,4 l,5,11-5,-,True,33,49
N/A,N/A,13:25,Soft,2m,Irish Point (FR),J. W. Kennedy,0,Gordon Elliott,2nd,Head,4,11-12,-,True,33,49
N/A,N/A,13:25,Soft,2m,Marine Nationale (IRE),M. J. M. O'Sullivan,0,Barry Connell,1st,N/A,5,11-12,-,True,33,49
N/A,N/A,13:25,Soft,2m,Polo Lounge (IRE),D. E. Mullins,0,W. P. Mullins,PU,N/A,5,11-12t,-,True,33,49
N/A,N/A,13:25,Soft,2m,Hercule Du Seuil (FR),L. P. Dempsey,0,W. P. Mullins,PU,N/A,5,11-12ht,-,True,33,49
N/A,N/A,13:25,Soft,2m,Path D'oroux (FR),Keith Donoghue,0,Gavin Patrick Cromwell,PU,N/A,5,11-12,-,True,33,49
N/A,N/A,13:25,Soft,2m,Prairie Dancer (IRE),J. J. Slevin,0,Joseph Patrick O'Brien,5th,85 l,4,11-12b,-,True,33,49
N/A,N/A,13:25,Soft,2m,Champ Kiely (IRE),P. Townend,0,W. P. Mullins,4th,Neck,6,11-12,-,True,33,49
N/A,N/A,13:25,Soft,2m,Ashroe Diamond (IRE),Mr P. W. Mullins,0,W. P. Mullins,3rd,4 l,5,11-5,-,True,33,49
N/A,N/A,13:25,Soft,2m,Irish Point (FR),J. W. Kennedy,0,Gordon Elliott,2nd,Head,4,11-12,-,True,33,49
N/A,N/A,13:25,Soft,2m,Marine Nationale (IRE),M. J. M. O'Sullivan,0,Barry Connell,1st,N/A,5,11-12,-,True,33,49
N/A,N/A,13:55,Soft,2m 3f 165y,Three Stripe Life (IRE),Davy Russell,0,Gordon Elliott,PU,N/A,6,11-12,-,True,33,50
N/A,N/A,13:55,Soft,2m 3f 165y,Enniskerry (IRE),M. J. M. O'Sullivan,0,Barry Connell,PU,N/A,8,11-12t,-,True,33,50
N/A,N/A,13:55,Soft,2m 3f 165y,Shadow Rider (FR),L. P. Dempsey,0,W. P. Mullins,PU,N/A,8,11-12,-,True,33,50
N/A,N/A,13:55,Soft,2m 3f 165y,Thedevilscoachman (IRE),S. D. Torrens,0,Noel Meade,F,N/A,6,11-12,-,True,33,50
N/A,N/A,13:55,Soft,2m 3f 165y,El Barra (FR),Jack Foley,0,W. P. Mullins,6th,1 3/4 l,8,11-12,-,True,33,50
N/A,N/A,13:55,Soft,2m 3f 165y,Adamantly Chosen (IRE),B. Hayes,0,W. P. Mullins,5th,3 l,5,11-12,-,True,33,50
N/A,N/A,13:55,Soft,2m 3f 165y,Authorized Art (FR),D. E. Mullins,0,W. P. Mullins,4th,6 1/2 l,7,11-12,-,True,33,50
N/A,N/A,13:55,Soft,2m 3f 165y,Banbridge (IRE),J. J. Slevin,0,Joseph Patrick O'Brien,3rd,14 l,6,11-12,-,True,33,50
N/A,N/A,13:55,Soft,2m 3f 165y,Gaillard Du Mesnil (FR),P. Townend,0,W. P. Mullins,2nd,4 1/2 l,6,11-12,-,True,33,50
N/A,N/A,13:55,Soft,2m 3f 165y,Mighty Potter (FR),J. W. Kennedy,0,Gordon Elliott,1st,N/A,5,11-12,-,True,33,50
N/A,N/A,13:55,Soft,2m 3f 165y,Three Stripe Life (IRE),Davy Russell,0,Gordon Elliott,PU,N/A,6,11-12,-,True,33,50
