track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Cork Racing Results | 11th May 2024 17:05,N/A,17:05,Good,3m 120y,Yulong Voice,S Fitzgerald,0,S Nolan,2nd,1/2 l,7,11-13t,94,True,113,18
Cork Racing Results | 11th May 2024 17:05,N/A,17:05,Good,3m 120y,Glencourt Valley (IRE),J B Foley,0,L P Cusack,1st,N/A,7,11-3,84,True,113,18
Cork Racing Results | 11th May 2024 17:05,N/A,17:05,Good,3m 120y,Walk In Time (IRE),R A Doyle,0,D H Kelly,NR,N/A,7,11-11,92,True,113,18
Cork Racing Results | 11th May 2024 17:05,N/A,17:05,Good,3m 120y,Ella Rose (IRE),N T Prendergast,7,D E Prendergast,PU,N/A,7,11-5,86,True,113,18
Cork Racing Results | 11th May 2024 17:05,N/A,17:05,Good,3m 120y,Red Coral House (IRE),C P McNamara,0,L P Cusack,PU,N/A,6,11-6tp1,87,True,113,18
Cork Racing Results | 11th May 2024 17:05,N/A,17:05,Good,3m 120y,Ma Hoey (IRE),G B Noonan,5,E McCarthy,16th,55 l,8,11-11tp,92,True,113,18
Cork Racing Results | 11th May 2024 17:05,N/A,17:05,Good,3m 120y,Ladyeze Man (IRE),D J O'Keeffe,0,J P Flavin,15th,19 l,6,11-11,92,True,113,18
Cork Racing Results | 11th May 2024 17:05,N/A,17:05,Good,3m 120y,Aghmorough Bridge (IRE),Miss M M McElligott,7,William P Murphy,14th,1/2 l,8,11-12,93,True,113,18
Cork Racing Results | 11th May 2024 17:05,N/A,17:05,Good,3m 120y,Khewilltu (IRE),R Deegan,0,John F O'Neill,13th,1 1/4 l,5,11-5,86,True,113,18
Cork Racing Results | 11th May 2024 17:05,N/A,17:05,Good,3m 120y,Araglen Star (IRE),J P Shinnick,7,S M O'Donoghue,12th,11 l,7,10-13,80,True,113,18
Cork Racing Results | 11th May 2024 17:05,N/A,17:05,Good,3m 120y,Toor Moon (IRE),L Quinlan,5,Ms M Flynn,11th,8 1/2 l,7,11-13h,94,True,113,18
Cork Racing Results | 11th May 2024 17:05,N/A,17:05,Good,3m 120y,Ask And Answer (IRE),Mr S Tobin,7,S Aherne,10th,3 1/4 l,11,10-13,80,True,113,18
Cork Racing Results | 11th May 2024 17:05,N/A,17:05,Good,3m 120y,Tramps Like Us (IRE),A P Kelly,5,D H Kelly,9th,2 l,5,12-0tb,95,True,113,18
Cork Racing Results | 11th May 2024 17:05,N/A,17:05,Good,3m 120y,Rewrite The Script (IRE),P Byrnes,3,M A Daly,8th,4 1/2 l,7,11-2,83,True,113,18
Cork Racing Results | 11th May 2024 17:05,N/A,17:05,Good,3m 120y,Miss D Hunter (IRE),Rachael Blackmore,0,L Fowler,7th,4 3/4 l,6,11-11,92,True,113,18
Cork Racing Results | 11th May 2024 17:05,N/A,17:05,Good,3m 120y,Forgetthesurprise (IRE),Mr Shane O'Callaghan,5,N Madden,6th,Neck,10,11-12t,93,True,113,18
Cork Racing Results | 11th May 2024 17:05,N/A,17:05,Good,3m 120y,Cloughroe (IRE),D J Gilligan,3,P J Gilligan,5th,1 l,6,12-0t,95,True,113,18
Cork Racing Results | 11th May 2024 17:05,N/A,17:05,Good,3m 120y,Steps Match (IRE),K E Buckley,0,M Butler,4th,1/2 l,9,11-12,93,True,113,18
Cork Racing Results | 11th May 2024 17:05,N/A,17:05,Good,3m 120y,Twoplustwo Equals (IRE),S W Flanagan,0,Paul Tobin,3rd,7 l,7,11-11h1,92,True,113,18
Cork Racing Results | 11th May 2024 17:05,N/A,17:05,Good,3m 120y,Yulong Voice,S Fitzgerald,0,S Nolan,2nd,1/2 l,7,11-13t,94,True,113,18
Cork Racing Results | 11th May 2024 17:05,N/A,17:05,Good,3m 120y,Glencourt Valley (IRE),J B Foley,0,L P Cusack,1st,N/A,7,11-3,84,True,113,18
Cork Racing Results | 11th May 2024 17:40,N/A,17:40,Good,2m 60y,Absolute Bliss,Mr S Tobin,7,Paul Tobin,NR,N/A,4,11-5,-,True,113,19
Cork Racing Results | 11th May 2024 17:40,N/A,17:40,Good,2m 60y,Chapter Thirty (IRE),Mr R Sugrue,7,E McCarthy,17th,1/2 l,4,11-5,-,True,113,19
Cork Racing Results | 11th May 2024 17:40,N/A,17:40,Good,2m 60y,She'll Be Kept (IRE),Mr E P O'Brien,5,D Kenneally,16th,23 l,4,11-5,-,True,113,19
Cork Racing Results | 11th May 2024 17:40,N/A,17:40,Good,2m 60y,Coldcave (IRE),Miss P Elvin,7,P J Rothwell,15th,1 l,4,11-5,-,True,113,19
Cork Racing Results | 11th May 2024 17:40,N/A,17:40,Good,2m 60y,Cash Chase (IRE),Mr D J Walsh,7,Brendan Walsh,14th,9 l,4,11-5,-,True,113,19
Cork Racing Results | 11th May 2024 17:40,N/A,17:40,Good,2m 60y,Gortmore Lady (IRE),Mr F Maguire,0,C Collins,13th,2 1/4 l,4,11-5,-,True,113,19
Cork Racing Results | 11th May 2024 17:40,N/A,17:40,Good,2m 60y,Dream On Baby (IRE),Mr Alan O'Sullivan,7,C Motherway,12th,3/4 l,4,11-5,-,True,113,19
Cork Racing Results | 11th May 2024 17:40,N/A,17:40,Good,2m 60y,Endless Pursuit (IRE),Mr T Hamilton,0,Mrs J Harrington,11th,2 3/4 l,4,11-5,-,True,113,19
Cork Racing Results | 11th May 2024 17:40,N/A,17:40,Good,2m 60y,Blue Eyed Girl,Mr D G Lavery,0,Patrick Turley,10th,4 l,4,11-5t1,-,True,113,19
Cork Racing Results | 11th May 2024 17:40,N/A,17:40,Good,2m 60y,Miss Corby (IRE),Mr D T Hyde,7,M F Morris,9th,2 1/2 l,4,11-5h,-,True,113,19
Cork Racing Results | 11th May 2024 17:40,N/A,17:40,Good,2m 60y,Sea Of Doubt (IRE),Mr T Walsh,7,R P Rath,8th,2 l,4,11-5,-,True,113,19
Cork Racing Results | 11th May 2024 17:40,N/A,17:40,Good,2m 60y,Landenatsea (IRE),Mr S Staples,7,P Flood,7th,3 1/4 l,4,11-5,-,True,113,19
Cork Racing Results | 11th May 2024 17:40,N/A,17:40,Good,2m 60y,Twentyfourcarrot,Mr J C Barry,3,D Queally,6th,4 1/4 l,4,11-5t,-,True,113,19
Cork Racing Results | 11th May 2024 17:40,N/A,17:40,Good,2m 60y,Leloopa (IRE),Mr H C Swan,3,J Barcoe,5th,3 1/4 l,4,11-5,-,True,113,19
Cork Racing Results | 11th May 2024 17:40,N/A,17:40,Good,2m 60y,Moyneard (IRE),Mr D Doyle,7,T Doyle,4th,1 1/4 l,4,11-5,-,True,113,19
Cork Racing Results | 11th May 2024 17:40,N/A,17:40,Good,2m 60y,Georgia's Charm (IRE),Miss A B O'Connor,3,Ms M Mullins,3rd,3 1/2 l,4,11-5,-,True,113,19
Cork Racing Results | 11th May 2024 17:40,N/A,17:40,Good,2m 60y,Sellerna Bay (IRE),Mr A P Ryan,7,M Fahey,2nd,2 1/2 l,4,11-5,-,True,113,19
Cork Racing Results | 11th May 2024 17:40,N/A,17:40,Good,2m 60y,Churchfield Sunset (IRE),Mr J L Gleeson,5,E Mullins,1st,N/A,4,11-5,-,True,113,19
Cork Racing Results | 11th May 2024 17:40,N/A,17:40,Good,2m 60y,Absolute Bliss,Mr S Tobin,7,Paul Tobin,NR,N/A,4,11-5,-,True,113,19
Cork Racing Results | 11th May 2024 17:40,N/A,17:40,Good,2m 60y,Chapter Thirty (IRE),Mr R Sugrue,7,E McCarthy,17th,1/2 l,4,11-5,-,True,113,19
Cork Racing Results | 11th May 2024 17:40,N/A,17:40,Good,2m 60y,She'll Be Kept (IRE),Mr E P O'Brien,5,D Kenneally,16th,23 l,4,11-5,-,True,113,19
Cork Racing Results | 11th May 2024 17:40,N/A,17:40,Good,2m 60y,Coldcave (IRE),Miss P Elvin,7,P J Rothwell,15th,1 l,4,11-5,-,True,113,19
Cork Racing Results | 11th May 2024 17:40,N/A,17:40,Good,2m 60y,Cash Chase (IRE),Mr D J Walsh,7,Brendan Walsh,14th,9 l,4,11-5,-,True,113,19
Cork Racing Results | 11th May 2024 17:40,N/A,17:40,Good,2m 60y,Gortmore Lady (IRE),Mr F Maguire,0,C Collins,13th,2 1/4 l,4,11-5,-,True,113,19
Cork Racing Results | 11th May 2024 17:40,N/A,17:40,Good,2m 60y,Dream On Baby (IRE),Mr Alan O'Sullivan,7,C Motherway,12th,3/4 l,4,11-5,-,True,113,19
Cork Racing Results | 11th May 2024 17:40,N/A,17:40,Good,2m 60y,Endless Pursuit (IRE),Mr T Hamilton,0,Mrs J Harrington,11th,2 3/4 l,4,11-5,-,True,113,19
Cork Racing Results | 11th May 2024 17:40,N/A,17:40,Good,2m 60y,Blue Eyed Girl,Mr D G Lavery,0,Patrick Turley,10th,4 l,4,11-5t1,-,True,113,19
Cork Racing Results | 11th May 2024 17:40,N/A,17:40,Good,2m 60y,Miss Corby (IRE),Mr D T Hyde,7,M F Morris,9th,2 1/2 l,4,11-5h,-,True,113,19
Cork Racing Results | 11th May 2024 17:40,N/A,17:40,Good,2m 60y,Sea Of Doubt (IRE),Mr T Walsh,7,R P Rath,8th,2 l,4,11-5,-,True,113,19
Cork Racing Results | 11th May 2024 17:40,N/A,17:40,Good,2m 60y,Landenatsea (IRE),Mr S Staples,7,P Flood,7th,3 1/4 l,4,11-5,-,True,113,19
Cork Racing Results | 11th May 2024 17:40,N/A,17:40,Good,2m 60y,Twentyfourcarrot,Mr J C Barry,3,D Queally,6th,4 1/4 l,4,11-5t,-,True,113,19
Cork Racing Results | 11th May 2024 17:40,N/A,17:40,Good,2m 60y,Leloopa (IRE),Mr H C Swan,3,J Barcoe,5th,3 1/4 l,4,11-5,-,True,113,19
Cork Racing Results | 11th May 2024 17:40,N/A,17:40,Good,2m 60y,Moyneard (IRE),Mr D Doyle,7,T Doyle,4th,1 1/4 l,4,11-5,-,True,113,19
Cork Racing Results | 11th May 2024 17:40,N/A,17:40,Good,2m 60y,Georgia's Charm (IRE),Miss A B O'Connor,3,Ms M Mullins,3rd,3 1/2 l,4,11-5,-,True,113,19
Cork Racing Results | 11th May 2024 17:40,N/A,17:40,Good,2m 60y,Sellerna Bay (IRE),Mr A P Ryan,7,M Fahey,2nd,2 1/2 l,4,11-5,-,True,113,19
Cork Racing Results | 11th May 2024 17:40,N/A,17:40,Good,2m 60y,Churchfield Sunset (IRE),Mr J L Gleeson,5,E Mullins,1st,N/A,4,11-5,-,True,113,19
Killarney Racing Results | 12th May 2024 13:00,N/A,13:00,Good To Yielding (Good In Places),2m 1f,Heroes Rise (IRE),J C Gainford,0,G Elliott,NR,N/A,4,10-13,-,True,113,20
Killarney Racing Results | 12th May 2024 13:00,N/A,13:00,Good To Yielding (Good In Places),2m 1f,King In Love (FR),S F O'Keeffe,0,S Aherne,NR,N/A,4,10-13,-,True,113,20
Killarney Racing Results | 12th May 2024 13:00,N/A,13:00,Good To Yielding (Good In Places),2m 1f,Arthur (GER),S F O'Keeffe,0,S Aherne,PU,N/A,4,10-13,-,True,113,20
Killarney Racing Results | 12th May 2024 13:00,N/A,13:00,Good To Yielding (Good In Places),2m 1f,Her Self (IRE),M M McDonagh,0,M Hourigan,PU,N/A,4,10-6,-,True,113,20
Killarney Racing Results | 12th May 2024 13:00,N/A,13:00,Good To Yielding (Good In Places),2m 1f,Dalmatic (IRE),M J M O'Sullivan,0,W J O'Doherty,F,N/A,4,10-13,-,True,113,20
Killarney Racing Results | 12th May 2024 13:00,N/A,13:00,Good To Yielding (Good In Places),2m 1f,Tenor D Anjou (FR),B Hayes,0,P Fenton,13th,2 l,4,10-13,-,True,113,20
Killarney Racing Results | 12th May 2024 13:00,N/A,13:00,Good To Yielding (Good In Places),2m 1f,Navy Beach (IRE),D King,0,A J Martin,12th,1 1/2 l,4,10-13,-,True,113,20
Killarney Racing Results | 12th May 2024 13:00,N/A,13:00,Good To Yielding (Good In Places),2m 1f,The Rebel County (IRE),N J Ryan,7,N Meade,11th,6 l,4,10-13,-,True,113,20
Killarney Racing Results | 12th May 2024 13:00,N/A,13:00,Good To Yielding (Good In Places),2m 1f,Redcliff Glen (GER),P Byrnes,3,C Byrnes,10th,Head,4,10-13,-,True,113,20
Killarney Racing Results | 12th May 2024 13:00,N/A,13:00,Good To Yielding (Good In Places),2m 1f,Getting There (IRE),S W Flanagan,0,W J Burke,9th,1 1/4 l,4,10-13h,-,True,113,20
Killarney Racing Results | 12th May 2024 13:00,N/A,13:00,Good To Yielding (Good In Places),2m 1f,Ballinoe Blaze (IRE),G B Noonan,5,E McCarthy,8th,7 1/2 l,4,10-13,-,True,113,20
Killarney Racing Results | 12th May 2024 13:00,N/A,13:00,Good To Yielding (Good In Places),2m 1f,Spitfire Fighter (IRE),D J O'Keeffe,0,N Meade,7th,1 1/2 l,4,10-13,-,True,113,20
Killarney Racing Results | 12th May 2024 13:00,N/A,13:00,Good To Yielding (Good In Places),2m 1f,Nicholas Street (IRE),M P Walsh,0,E Bolger,6th,12 l,4,10-13,-,True,113,20
Killarney Racing Results | 12th May 2024 13:00,N/A,13:00,Good To Yielding (Good In Places),2m 1f,Halla Paroiste (IRE),D J Gilligan,3,C Collins,5th,1/2 l,4,10-13,-,True,113,20
Killarney Racing Results | 12th May 2024 13:00,N/A,13:00,Good To Yielding (Good In Places),2m 1f,Tic Tac Toe (IRE),L Quinlan,5,R Hackett,4th,11 l,4,10-13,-,True,113,20
Killarney Racing Results | 12th May 2024 13:00,N/A,13:00,Good To Yielding (Good In Places),2m 1f,Duhallow Jury (IRE),J P Shinnick,7,L J Archdeacon,3rd,14 l,4,10-6,-,True,113,20
Killarney Racing Results | 12th May 2024 13:00,N/A,13:00,Good To Yielding (Good In Places),2m 1f,How About No (FR),J J Slevin,0,J P O'Brien,2nd,1 1/2 l,4,11-7,-,True,113,20
Killarney Racing Results | 12th May 2024 13:00,N/A,13:00,Good To Yielding (Good In Places),2m 1f,St Faz (FR),P T Enright,0,E J O'Grady,1st,N/A,4,11-7h,-,True,113,20
Killarney Racing Results | 12th May 2024 13:00,N/A,13:00,Good To Yielding (Good In Places),2m 1f,Heroes Rise (IRE),J C Gainford,0,G Elliott,NR,N/A,4,10-13,-,True,113,20
Killarney Racing Results | 12th May 2024 13:00,N/A,13:00,Good To Yielding (Good In Places),2m 1f,King In Love (FR),S F O'Keeffe,0,S Aherne,NR,N/A,4,10-13,-,True,113,20
Killarney Racing Results | 12th May 2024 13:00,N/A,13:00,Good To Yielding (Good In Places),2m 1f,Arthur (GER),S F O'Keeffe,0,S Aherne,PU,N/A,4,10-13,-,True,113,20
Killarney Racing Results | 12th May 2024 13:00,N/A,13:00,Good To Yielding (Good In Places),2m 1f,Her Self (IRE),M M McDonagh,0,M Hourigan,PU,N/A,4,10-6,-,True,113,20
Killarney Racing Results | 12th May 2024 13:00,N/A,13:00,Good To Yielding (Good In Places),2m 1f,Dalmatic (IRE),M J M O'Sullivan,0,W J O'Doherty,F,N/A,4,10-13,-,True,113,20
Killarney Racing Results | 12th May 2024 13:00,N/A,13:00,Good To Yielding (Good In Places),2m 1f,Tenor D Anjou (FR),B Hayes,0,P Fenton,13th,2 l,4,10-13,-,True,113,20
Killarney Racing Results | 12th May 2024 13:00,N/A,13:00,Good To Yielding (Good In Places),2m 1f,Navy Beach (IRE),D King,0,A J Martin,12th,1 1/2 l,4,10-13,-,True,113,20
Killarney Racing Results | 12th May 2024 13:00,N/A,13:00,Good To Yielding (Good In Places),2m 1f,The Rebel County (IRE),N J Ryan,7,N Meade,11th,6 l,4,10-13,-,True,113,20
Killarney Racing Results | 12th May 2024 13:00,N/A,13:00,Good To Yielding (Good In Places),2m 1f,Redcliff Glen (GER),P Byrnes,3,C Byrnes,10th,Head,4,10-13,-,True,113,20
Killarney Racing Results | 12th May 2024 13:00,N/A,13:00,Good To Yielding (Good In Places),2m 1f,Getting There (IRE),S W Flanagan,0,W J Burke,9th,1 1/4 l,4,10-13h,-,True,113,20
Killarney Racing Results | 12th May 2024 13:00,N/A,13:00,Good To Yielding (Good In Places),2m 1f,Ballinoe Blaze (IRE),G B Noonan,5,E McCarthy,8th,7 1/2 l,4,10-13,-,True,113,20
Killarney Racing Results | 12th May 2024 13:00,N/A,13:00,Good To Yielding (Good In Places),2m 1f,Spitfire Fighter (IRE),D J O'Keeffe,0,N Meade,7th,1 1/2 l,4,10-13,-,True,113,20
Killarney Racing Results | 12th May 2024 13:00,N/A,13:00,Good To Yielding (Good In Places),2m 1f,Nicholas Street (IRE),M P Walsh,0,E Bolger,6th,12 l,4,10-13,-,True,113,20
Killarney Racing Results | 12th May 2024 13:00,N/A,13:00,Good To Yielding (Good In Places),2m 1f,Halla Paroiste (IRE),D J Gilligan,3,C Collins,5th,1/2 l,4,10-13,-,True,113,20
Killarney Racing Results | 12th May 2024 13:00,N/A,13:00,Good To Yielding (Good In Places),2m 1f,Tic Tac Toe (IRE),L Quinlan,5,R Hackett,4th,11 l,4,10-13,-,True,113,20
Killarney Racing Results | 12th May 2024 13:00,N/A,13:00,Good To Yielding (Good In Places),2m 1f,Duhallow Jury (IRE),J P Shinnick,7,L J Archdeacon,3rd,14 l,4,10-6,-,True,113,20
Killarney Racing Results | 12th May 2024 13:00,N/A,13:00,Good To Yielding (Good In Places),2m 1f,How About No (FR),J J Slevin,0,J P O'Brien,2nd,1 1/2 l,4,11-7,-,True,113,20
Killarney Racing Results | 12th May 2024 13:00,N/A,13:00,Good To Yielding (Good In Places),2m 1f,St Faz (FR),P T Enright,0,E J O'Grady,1st,N/A,4,11-7h,-,True,113,20
Killarney Racing Results | 12th May 2024 13:35,N/A,13:35,Good To Yielding,2m 1f,King's Commander (FR),Shane Fenelon,7,J J Hanlon,NR,N/A,6,11-12,-,True,113,21
Killarney Racing Results | 12th May 2024 13:35,N/A,13:35,Good To Yielding,2m 1f,Botanic Ridge (IRE),M P O'Connor,3,Arthur Goulding,PU,N/A,7,11-4t,-,True,113,21
Killarney Racing Results | 12th May 2024 13:35,N/A,13:35,Good To Yielding,2m 1f,Taking Control (IRE),D J Gilligan,3,G Scott,PU,N/A,6,11-4,-,True,113,21
Killarney Racing Results | 12th May 2024 13:35,N/A,13:35,Good To Yielding,2m 1f,Sharetheknowledge (IRE),D J O'Keeffe,0,Paul Tobin,PU,N/A,5,11-4,-,True,113,21
Killarney Racing Results | 12th May 2024 13:35,N/A,13:35,Good To Yielding,2m 1f,Marks Bear (IRE),S W Flanagan,0,W J Burke,PU,N/A,6,11-12,-,True,113,21
Killarney Racing Results | 12th May 2024 13:35,N/A,13:35,Good To Yielding,2m 1f,March Law (IRE),J Smith,7,M J Smith,PU,N/A,6,11-12,-,True,113,21
Killarney Racing Results | 12th May 2024 13:35,N/A,13:35,Good To Yielding,2m 1f,Jocker Du Moulin (FR),J C Gainford,0,G Elliott,PU,N/A,5,11-4,-,True,113,21
Killarney Racing Results | 12th May 2024 13:35,N/A,13:35,Good To Yielding,2m 1f,Monty Cross (IRE),M M McDonagh,0,E J O'Grady,9th,1 l,6,11-4,-,True,113,21
Killarney Racing Results | 12th May 2024 13:35,N/A,13:35,Good To Yielding,2m 1f,Charlie Buckett (IRE),C P McNamara,0,E McNamara,8th,34 l,5,11-4,-,True,113,21
Killarney Racing Results | 12th May 2024 13:35,N/A,13:35,Good To Yielding,2m 1f,Relevant Range (IRE),R P Geoghegan,7,G Scott,7th,11 l,5,11-12h,-,True,113,21
Killarney Racing Results | 12th May 2024 13:35,N/A,13:35,Good To Yielding,2m 1f,Expound,D King,0,D Hogan,6th,1/2 l,5,11-4t,-,True,113,21
Killarney Racing Results | 12th May 2024 13:35,N/A,13:35,Good To Yielding,2m 1f,Fast Felix (IRE),G B Noonan,5,E McCarthy,5th,1 1/2 l,6,11-4t,-,True,113,21
Killarney Racing Results | 12th May 2024 13:35,N/A,13:35,Good To Yielding,2m 1f,Stumblin In (IRE),J J Doyle,0,P M J Doyle,4th,4 1/2 l,5,10-11,-,True,113,21
Killarney Racing Results | 12th May 2024 13:35,N/A,13:35,Good To Yielding,2m 1f,Sionnach Eile (IRE),M J M O'Sullivan,0,J G Murphy,3rd,15 l,7,11-12,-,True,113,21
Killarney Racing Results | 12th May 2024 13:35,N/A,13:35,Good To Yielding,2m 1f,Irish Panther,J J Slevin,0,E J O'Grady,2nd,24 l,7,11-4,-,True,113,21
Killarney Racing Results | 12th May 2024 13:35,N/A,13:35,Good To Yielding,2m 1f,Al Gasparo (FR),K M Donoghue,0,G P Cromwell,1st,N/A,5,11-4t,-,True,113,21
Killarney Racing Results | 12th May 2024 13:35,N/A,13:35,Good To Yielding,2m 1f,King's Commander (FR),Shane Fenelon,7,J J Hanlon,NR,N/A,6,11-12,-,True,113,21
Killarney Racing Results | 12th May 2024 13:35,N/A,13:35,Good To Yielding,2m 1f,Botanic Ridge (IRE),M P O'Connor,3,Arthur Goulding,PU,N/A,7,11-4t,-,True,113,21
Killarney Racing Results | 12th May 2024 13:35,N/A,13:35,Good To Yielding,2m 1f,Taking Control (IRE),D J Gilligan,3,G Scott,PU,N/A,6,11-4,-,True,113,21
Killarney Racing Results | 12th May 2024 13:35,N/A,13:35,Good To Yielding,2m 1f,Sharetheknowledge (IRE),D J O'Keeffe,0,Paul Tobin,PU,N/A,5,11-4,-,True,113,21
Killarney Racing Results | 12th May 2024 13:35,N/A,13:35,Good To Yielding,2m 1f,Marks Bear (IRE),S W Flanagan,0,W J Burke,PU,N/A,6,11-12,-,True,113,21
Killarney Racing Results | 12th May 2024 13:35,N/A,13:35,Good To Yielding,2m 1f,March Law (IRE),J Smith,7,M J Smith,PU,N/A,6,11-12,-,True,113,21
Killarney Racing Results | 12th May 2024 13:35,N/A,13:35,Good To Yielding,2m 1f,Jocker Du Moulin (FR),J C Gainford,0,G Elliott,PU,N/A,5,11-4,-,True,113,21
Killarney Racing Results | 12th May 2024 13:35,N/A,13:35,Good To Yielding,2m 1f,Monty Cross (IRE),M M McDonagh,0,E J O'Grady,9th,1 l,6,11-4,-,True,113,21
Killarney Racing Results | 12th May 2024 13:35,N/A,13:35,Good To Yielding,2m 1f,Charlie Buckett (IRE),C P McNamara,0,E McNamara,8th,34 l,5,11-4,-,True,113,21
Killarney Racing Results | 12th May 2024 13:35,N/A,13:35,Good To Yielding,2m 1f,Relevant Range (IRE),R P Geoghegan,7,G Scott,7th,11 l,5,11-12h,-,True,113,21
Killarney Racing Results | 12th May 2024 13:35,N/A,13:35,Good To Yielding,2m 1f,Expound,D King,0,D Hogan,6th,1/2 l,5,11-4t,-,True,113,21
Killarney Racing Results | 12th May 2024 13:35,N/A,13:35,Good To Yielding,2m 1f,Fast Felix (IRE),G B Noonan,5,E McCarthy,5th,1 1/2 l,6,11-4t,-,True,113,21
Killarney Racing Results | 12th May 2024 13:35,N/A,13:35,Good To Yielding,2m 1f,Stumblin In (IRE),J J Doyle,0,P M J Doyle,4th,4 1/2 l,5,10-11,-,True,113,21
Killarney Racing Results | 12th May 2024 13:35,N/A,13:35,Good To Yielding,2m 1f,Sionnach Eile (IRE),M J M O'Sullivan,0,J G Murphy,3rd,15 l,7,11-12,-,True,113,21
Killarney Racing Results | 12th May 2024 13:35,N/A,13:35,Good To Yielding,2m 1f,Irish Panther,J J Slevin,0,E J O'Grady,2nd,24 l,7,11-4,-,True,113,21
Killarney Racing Results | 12th May 2024 13:35,N/A,13:35,Good To Yielding,2m 1f,Al Gasparo (FR),K M Donoghue,0,G P Cromwell,1st,N/A,5,11-4t,-,True,113,21
Killarney Racing Results | 12th May 2024 14:10,N/A,14:10,Good To Yielding,2m 1f,Gaillimh A Run (IRE),J S McGarvey,0,J Queally,PU,N/A,7,11-0,-,True,113,22
Killarney Racing Results | 12th May 2024 14:10,N/A,14:10,Good To Yielding,2m 1f,Effernock Fizz (IRE),C P Millar,0,C Collins,6th,5 1/2 l,9,11-0tp,-,True,113,22
Killarney Racing Results | 12th May 2024 14:10,N/A,14:10,Good To Yielding,2m 1f,Miss Fourie (IRE),D J O'Keeffe,0,Peter Fahey,5th,1 3/4 l,7,11-0,-,True,113,22
Killarney Racing Results | 12th May 2024 14:10,N/A,14:10,Good To Yielding,2m 1f,Royal Eagle (IRE),D J Gilligan,0,G Elliott,4th,4 1/2 l,6,11-0,-,True,113,22
Killarney Racing Results | 12th May 2024 14:10,N/A,14:10,Good To Yielding,2m 1f,Shecouldbeanything (IRE),J C Gainford,0,G Elliott,3rd,1 1/2 l,7,11-7t,-,True,113,22
Killarney Racing Results | 12th May 2024 14:10,N/A,14:10,Good To Yielding,2m 1f,Lady Rita (IRE),Rachael Blackmore,0,Louise G Lyons,2nd,4 1/2 l,8,11-0tp,-,True,113,22
Killarney Racing Results | 12th May 2024 14:10,N/A,14:10,Good To Yielding,2m 1f,Minx Tiara (IRE),S W Flanagan,0,D M O'Brien,1st,N/A,9,11-0,-,True,113,22
Killarney Racing Results | 12th May 2024 14:10,N/A,14:10,Good To Yielding,2m 1f,Gaillimh A Run (IRE),J S McGarvey,0,J Queally,PU,N/A,7,11-0,-,True,113,22
Killarney Racing Results | 12th May 2024 14:10,N/A,14:10,Good To Yielding,2m 1f,Effernock Fizz (IRE),C P Millar,0,C Collins,6th,5 1/2 l,9,11-0tp,-,True,113,22
Killarney Racing Results | 12th May 2024 14:10,N/A,14:10,Good To Yielding,2m 1f,Miss Fourie (IRE),D J O'Keeffe,0,Peter Fahey,5th,1 3/4 l,7,11-0,-,True,113,22
Killarney Racing Results | 12th May 2024 14:10,N/A,14:10,Good To Yielding,2m 1f,Royal Eagle (IRE),D J Gilligan,0,G Elliott,4th,4 1/2 l,6,11-0,-,True,113,22
Killarney Racing Results | 12th May 2024 14:10,N/A,14:10,Good To Yielding,2m 1f,Shecouldbeanything (IRE),J C Gainford,0,G Elliott,3rd,1 1/2 l,7,11-7t,-,True,113,22
Killarney Racing Results | 12th May 2024 14:10,N/A,14:10,Good To Yielding,2m 1f,Lady Rita (IRE),Rachael Blackmore,0,Louise G Lyons,2nd,4 1/2 l,8,11-0tp,-,True,113,22
Killarney Racing Results | 12th May 2024 14:10,N/A,14:10,Good To Yielding,2m 1f,Minx Tiara (IRE),S W Flanagan,0,D M O'Brien,1st,N/A,9,11-0,-,True,113,22
Killarney Racing Results | 12th May 2024 14:45,N/A,14:45,Good To Yielding,2m 1f,Fascile Mode (IRE),J B Foley,0,T Mullins,NR,N/A,6,11-5,132,True,113,23
Killarney Racing Results | 12th May 2024 14:45,N/A,14:45,Good To Yielding,2m 1f,Cheerful Chap (IRE),S D Torrens,0,P J Rothwell,NR,N/A,7,10-4p,117,True,113,23
Killarney Racing Results | 12th May 2024 14:45,N/A,14:45,Good To Yielding,2m 1f,Icare Desbois (FR),P Townend,0,W P Mullins,UR,N/A,6,10-12,125,True,113,23
Killarney Racing Results | 12th May 2024 14:45,N/A,14:45,Good To Yielding,2m 1f,Encanto Bruno (IRE),K M Donoghue,0,G P Cromwell,PU,N/A,6,11-12,139,True,113,23
Killarney Racing Results | 12th May 2024 14:45,N/A,14:45,Good To Yielding,2m 1f,Common Practice (IRE),A P Kelly,5,J P O'Brien,PU,N/A,5,11-12tp,139,True,113,23
Killarney Racing Results | 12th May 2024 14:45,N/A,14:45,Good To Yielding,2m 1f,By Your Side,J Coen,5,G Elliott,8th,25 l,5,10-11,124,True,113,23
Killarney Racing Results | 12th May 2024 14:45,N/A,14:45,Good To Yielding,2m 1f,Clarens (IRE),D J O'Keeffe,0,J P Flavin,7th,1 3/4 l,7,10-3,116,True,113,23
Killarney Racing Results | 12th May 2024 14:45,N/A,14:45,Good To Yielding,2m 1f,Rock On Seamie (IRE),L Quinlan,5,R Hackett,6th,6 1/2 l,9,10-6,119,True,113,23
