track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Dundalk Racing Results | 7th March 2025 18:00,N/A,18:00,Standard,6f,I'm Spartacus (IRE),S Coen,7,A McGuinness,3rd,1 1/4 l,4,10-1,69,True,164,6
Dundalk Racing Results | 7th March 2025 18:00,N/A,18:00,Standard,6f,Rattletheonionbag (IRE),C D Hayes,0,W P Browne,2nd,Short Head,5,8-7p,47,True,164,6
Dundalk Racing Results | 7th March 2025 18:00,N/A,18:00,Standard,6f,Velvet Skies (IRE),W J Lee,0,M Mulvany,1st,N/A,4,9-9,63,True,164,6
Dundalk Racing Results | 7th March 2025 18:00,N/A,18:00,Standard,6f,Gimmieminnie (IRE),R M Mulligan,7,M Rice,13th,2 1/2 l,4,8-7t,47,True,164,6
Dundalk Racing Results | 7th March 2025 18:00,N/A,18:00,Standard,6f,James Henry (IRE),J E Harnett,10,M Fahey,12th,1 1/4 l,6,10-2,70,True,164,6
Dundalk Racing Results | 7th March 2025 18:00,N/A,18:00,Standard,6f,Dream Today (IRE),J Kearney,5,Stephen Thorne,11th,1 3/4 l,10,10-1tp,69,True,164,6
Dundalk Racing Results | 7th March 2025 18:00,N/A,18:00,Standard,6f,Hero Of The Hour,J J G Ryan,3,T G McCourt,10th,3/4 l,8,9-13,67,True,164,6
Dundalk Racing Results | 7th March 2025 18:00,N/A,18:00,Standard,6f,Macadam's Rock (IRE),D McMonagle,0,Miss H McLoughlin,9th,Neck,7,9-7,61,True,164,6
Dundalk Racing Results | 7th March 2025 18:00,N/A,18:00,Standard,6f,Happy For Evva (IRE),S Foley,0,Alan McIntyre,8th,Neck,3,9-2,70,True,164,6
Dundalk Racing Results | 7th March 2025 18:00,N/A,18:00,Standard,6f,Moonhall Lass (IRE),N G McCullagh,0,Alan McIntyre,7th,Head,3,9-2,70,True,164,6
Dundalk Racing Results | 7th March 2025 18:00,N/A,18:00,Standard,6f,Hasiyna (IRE),R Kinkaid,10,J C McConnell,6th,Neck,5,9-1,55,True,164,6
Dundalk Racing Results | 7th March 2025 18:00,N/A,18:00,Standard,6f,Devil's Angel,C T Keane,0,Kevin Coleman,5th,1 1/2 l,9,9-10p,64,True,164,6
Dundalk Racing Results | 7th March 2025 18:00,N/A,18:00,Standard,6f,Winemaker (FR),G M Ryan,0,D Dias,4th,1 1/4 l,5,9-3,57,True,164,6
Dundalk Racing Results | 7th March 2025 18:00,N/A,18:00,Standard,6f,I'm Spartacus (IRE),S Coen,7,A McGuinness,3rd,1 1/4 l,4,10-1,69,True,164,6
Dundalk Racing Results | 7th March 2025 18:00,N/A,18:00,Standard,6f,Rattletheonionbag (IRE),C D Hayes,0,W P Browne,2nd,Short Head,5,8-7p,47,True,164,6
Dundalk Racing Results | 7th March 2025 18:00,N/A,18:00,Standard,6f,Velvet Skies (IRE),W J Lee,0,M Mulvany,1st,N/A,4,9-9,63,True,164,6
Dundalk Racing Results | 7th March 2025 18:30,N/A,18:30,Standard olytrack),2m,Pralognan (FR),Mr D O'Connor,0,A J Martin,NR,N/A,6,11-8t,74,True,164,7
Dundalk Racing Results | 7th March 2025 18:30,N/A,18:30,Standard olytrack),2m,Open To Question (USA),Mr Finn Tegetmeier,7,N Meade,NR,N/A,5,11-6,72,True,164,7
Dundalk Racing Results | 7th March 2025 18:30,N/A,18:30,Standard olytrack),2m,Wrecking Ball Paul (IRE),Mr K P Healy,7,Paul Mulligan,13th,26 l,7,10-10tp1,62,True,164,7
Dundalk Racing Results | 7th March 2025 18:30,N/A,18:30,Standard olytrack),2m,Beauforts Storm (IRE),Mr D Doyle,7,T Doyle,12th,3 l,6,10-13,65,True,164,7
Dundalk Racing Results | 7th March 2025 18:30,N/A,18:30,Standard olytrack),2m,Influential Lady (IRE),Ms M Barcoe,7,J Barcoe,11th,7 1/2 l,11,10-7,59,True,164,7
Dundalk Racing Results | 7th March 2025 18:30,N/A,18:30,Standard olytrack),2m,Aird,Mr J L Gleeson,3,H De Bromhead,10th,Neck,5,11-6t,72,True,164,7
Dundalk Racing Results | 7th March 2025 18:30,N/A,18:30,Standard olytrack),2m,Scott Lang (IRE),Miss C Flynn,7,P W Flynn,9th,2 l,8,11-3p,69,True,164,7
Dundalk Racing Results | 7th March 2025 18:30,N/A,18:30,Standard olytrack),2m,Warrior Lion,Miss A B O'Connor,0,A McCann,8th,2 l,5,10-11tp,63,True,164,7
Dundalk Racing Results | 7th March 2025 18:30,N/A,18:30,Standard olytrack),2m,The Truant (IRE),Ms N Burns,7,P W Flynn,7th,3/4 l,8,11-0t,66,True,164,7
Dundalk Racing Results | 7th March 2025 18:30,N/A,18:30,Standard olytrack),2m,Inchiquin Maid (IRE),Mr D G Lavery,0,C Timmons,6th,Head,6,11-2,68,True,164,7
Dundalk Racing Results | 7th March 2025 18:30,N/A,18:30,Standard olytrack),2m,Indulging,Ms E L O'Neill,7,T M Walsh,5th,3/4 l,7,10-7t,59,True,164,7
Dundalk Racing Results | 7th March 2025 18:30,N/A,18:30,Standard olytrack),2m,Jerandme (IRE),Mr F Maguire,0,K Prendergast,4th,2 l,11,12-1v,81,True,164,7
Dundalk Racing Results | 7th March 2025 18:30,N/A,18:30,Standard olytrack),2m,Nusra (IRE),Mr Alan O'Sullivan,7,G Ahern,3rd,2 l,8,10-11p,63,True,164,7
Dundalk Racing Results | 7th March 2025 18:30,N/A,18:30,Standard olytrack),2m,Palamon (IRE),Mr J W Hendrick,7,P Nolan,2nd,1 1/2 l,5,11-10tb,76,True,164,7
Dundalk Racing Results | 7th March 2025 18:30,N/A,18:30,Standard olytrack),2m,Grappa Nonino (IRE),Mr P J Smullen,7,D K Weld,1st,N/A,6,11-5,71,True,164,7
Dundalk Racing Results | 7th March 2025 18:30,N/A,18:30,Standard olytrack),2m,Pralognan (FR),Mr D O'Connor,0,A J Martin,NR,N/A,6,11-8t,74,True,164,7
Dundalk Racing Results | 7th March 2025 18:30,N/A,18:30,Standard olytrack),2m,Open To Question (USA),Mr Finn Tegetmeier,7,N Meade,NR,N/A,5,11-6,72,True,164,7
Dundalk Racing Results | 7th March 2025 18:30,N/A,18:30,Standard olytrack),2m,Wrecking Ball Paul (IRE),Mr K P Healy,7,Paul Mulligan,13th,26 l,7,10-10tp1,62,True,164,7
Dundalk Racing Results | 7th March 2025 18:30,N/A,18:30,Standard olytrack),2m,Beauforts Storm (IRE),Mr D Doyle,7,T Doyle,12th,3 l,6,10-13,65,True,164,7
Dundalk Racing Results | 7th March 2025 18:30,N/A,18:30,Standard olytrack),2m,Influential Lady (IRE),Ms M Barcoe,7,J Barcoe,11th,7 1/2 l,11,10-7,59,True,164,7
Dundalk Racing Results | 7th March 2025 18:30,N/A,18:30,Standard olytrack),2m,Aird,Mr J L Gleeson,3,H De Bromhead,10th,Neck,5,11-6t,72,True,164,7
Dundalk Racing Results | 7th March 2025 18:30,N/A,18:30,Standard olytrack),2m,Scott Lang (IRE),Miss C Flynn,7,P W Flynn,9th,2 l,8,11-3p,69,True,164,7
Dundalk Racing Results | 7th March 2025 18:30,N/A,18:30,Standard olytrack),2m,Warrior Lion,Miss A B O'Connor,0,A McCann,8th,2 l,5,10-11tp,63,True,164,7
Dundalk Racing Results | 7th March 2025 18:30,N/A,18:30,Standard olytrack),2m,The Truant (IRE),Ms N Burns,7,P W Flynn,7th,3/4 l,8,11-0t,66,True,164,7
Dundalk Racing Results | 7th March 2025 18:30,N/A,18:30,Standard olytrack),2m,Inchiquin Maid (IRE),Mr D G Lavery,0,C Timmons,6th,Head,6,11-2,68,True,164,7
Dundalk Racing Results | 7th March 2025 18:30,N/A,18:30,Standard olytrack),2m,Indulging,Ms E L O'Neill,7,T M Walsh,5th,3/4 l,7,10-7t,59,True,164,7
Dundalk Racing Results | 7th March 2025 18:30,N/A,18:30,Standard olytrack),2m,Jerandme (IRE),Mr F Maguire,0,K Prendergast,4th,2 l,11,12-1v,81,True,164,7
Dundalk Racing Results | 7th March 2025 18:30,N/A,18:30,Standard olytrack),2m,Nusra (IRE),Mr Alan O'Sullivan,7,G Ahern,3rd,2 l,8,10-11p,63,True,164,7
Dundalk Racing Results | 7th March 2025 18:30,N/A,18:30,Standard olytrack),2m,Palamon (IRE),Mr J W Hendrick,7,P Nolan,2nd,1 1/2 l,5,11-10tb,76,True,164,7
Dundalk Racing Results | 7th March 2025 18:30,N/A,18:30,Standard olytrack),2m,Grappa Nonino (IRE),Mr P J Smullen,7,D K Weld,1st,N/A,6,11-5,71,True,164,7
Dundalk Racing Results | 7th March 2025 19:00,N/A,19:00,Standard,1m 4f,Gallo Dell Cielo (IRE),R Donaghue-Leahy,7,P J Flynn,NR,N/A,5,10-0,61,True,164,8
Dundalk Racing Results | 7th March 2025 19:00,N/A,19:00,Standard,1m 4f,Viva Voce (IRE),J Cleary,2,Tom McGuinness,NR,N/A,8,9-4,51,True,164,8
Dundalk Racing Results | 7th March 2025 19:00,N/A,19:00,Standard,1m 4f,Rock Basher (IRE),P A Harnett,2,S Crawley,10th,2 3/4 l,6,9-3,50,True,164,8
Dundalk Racing Results | 7th March 2025 19:00,N/A,19:00,Standard,1m 4f,Highland King (IRE),C D Fahy,7,J C McConnell,9th,5 1/2 l,6,9-9p,56,True,164,8
Dundalk Racing Results | 7th March 2025 19:00,N/A,19:00,Standard,1m 4f,Noble Expression,R Whearty,0,G A Kingston,8th,1 l,10,9-0v,47,True,164,8
Dundalk Racing Results | 7th March 2025 19:00,N/A,19:00,Standard,1m 4f,Tastyee (IRE),J Pietropaolo,7,D Budds,7th,Neck,7,9-0t,47,True,164,8
Dundalk Racing Results | 7th March 2025 19:00,N/A,19:00,Standard,1m 4f,Burvea (IRE),J Kearney,0,D Broad,6th,Short Head,5,9-8,55,True,164,8
Dundalk Racing Results | 7th March 2025 19:00,N/A,19:00,Standard,1m 4f,Randall Poets Lass (IRE),K G Kennedy,2,S Fahey,5th,Short Head,5,9-4h,51,True,164,8
Dundalk Racing Results | 7th March 2025 19:00,N/A,19:00,Standard,1m 4f,T Or Coffey (IRE),R M Mulligan,4,Paul Mulligan,4th,3 3/4 l,4,9-7tp,55,True,164,8
Dundalk Racing Results | 7th March 2025 19:00,N/A,19:00,Standard,1m 4f,Gardone (IRE),J J G Ryan,0,E McNamara,3rd,1 1/4 l,5,9-7b,54,True,164,8
Dundalk Racing Results | 7th March 2025 19:00,N/A,19:00,Standard,1m 4f,Slowdownbarney (IRE),S Coen,7,J C McConnell,2nd,1/2 l,4,9-7tv,55,True,164,8
Dundalk Racing Results | 7th March 2025 19:00,N/A,19:00,Standard,1m 4f,Dromore Glory (IRE),Nicola Burns,7,P W Flynn,1st,N/A,6,10-0p,61,True,164,8
Dundalk Racing Results | 7th March 2025 19:00,N/A,19:00,Standard,1m 4f,Gallo Dell Cielo (IRE),R Donaghue-Leahy,7,P J Flynn,NR,N/A,5,10-0,61,True,164,8
Dundalk Racing Results | 7th March 2025 19:00,N/A,19:00,Standard,1m 4f,Viva Voce (IRE),J Cleary,2,Tom McGuinness,NR,N/A,8,9-4,51,True,164,8
Dundalk Racing Results | 7th March 2025 19:00,N/A,19:00,Standard,1m 4f,Rock Basher (IRE),P A Harnett,2,S Crawley,10th,2 3/4 l,6,9-3,50,True,164,8
Dundalk Racing Results | 7th March 2025 19:00,N/A,19:00,Standard,1m 4f,Highland King (IRE),C D Fahy,7,J C McConnell,9th,5 1/2 l,6,9-9p,56,True,164,8
Dundalk Racing Results | 7th March 2025 19:00,N/A,19:00,Standard,1m 4f,Noble Expression,R Whearty,0,G A Kingston,8th,1 l,10,9-0v,47,True,164,8
Dundalk Racing Results | 7th March 2025 19:00,N/A,19:00,Standard,1m 4f,Tastyee (IRE),J Pietropaolo,7,D Budds,7th,Neck,7,9-0t,47,True,164,8
Dundalk Racing Results | 7th March 2025 19:00,N/A,19:00,Standard,1m 4f,Burvea (IRE),J Kearney,0,D Broad,6th,Short Head,5,9-8,55,True,164,8
Dundalk Racing Results | 7th March 2025 19:00,N/A,19:00,Standard,1m 4f,Randall Poets Lass (IRE),K G Kennedy,2,S Fahey,5th,Short Head,5,9-4h,51,True,164,8
Dundalk Racing Results | 7th March 2025 19:00,N/A,19:00,Standard,1m 4f,T Or Coffey (IRE),R M Mulligan,4,Paul Mulligan,4th,3 3/4 l,4,9-7tp,55,True,164,8
Dundalk Racing Results | 7th March 2025 19:00,N/A,19:00,Standard,1m 4f,Gardone (IRE),J J G Ryan,0,E McNamara,3rd,1 1/4 l,5,9-7b,54,True,164,8
Dundalk Racing Results | 7th March 2025 19:00,N/A,19:00,Standard,1m 4f,Slowdownbarney (IRE),S Coen,7,J C McConnell,2nd,1/2 l,4,9-7tv,55,True,164,8
Dundalk Racing Results | 7th March 2025 19:00,N/A,19:00,Standard,1m 4f,Dromore Glory (IRE),Nicola Burns,7,P W Flynn,1st,N/A,6,10-0p,61,True,164,8
Dundalk Racing Results | 7th March 2025 19:30,N/A,19:30,Standard,1m,Crypto Force,C T Keane,0,A Murray,NR,N/A,5,9-5,-,True,164,9
Dundalk Racing Results | 7th March 2025 19:30,N/A,19:30,Standard,1m,San Andreas (IRE),S A Wallace,10,J P O'Brien,4th,3 1/4 l,9,9-5p,-,True,164,9
Dundalk Racing Results | 7th March 2025 19:30,N/A,19:30,Standard,1m,Apache Outlaw (IRE),Adam Caffrey,0,A McGuinness,3rd,1/2 l,5,9-5,-,True,164,9
Dundalk Racing Results | 7th March 2025 19:30,N/A,19:30,Standard,1m,Big Gossey (IRE),W J Lee,0,C O'Brien,2nd,4 1/4 l,8,9-5t,-,True,164,9
Dundalk Racing Results | 7th March 2025 19:30,N/A,19:30,Standard,1m,Valiant Force (USA),D Egan,0,A Murray,1st,N/A,4,9-5,-,True,164,9
Dundalk Racing Results | 7th March 2025 19:30,N/A,19:30,Standard,1m,Crypto Force,C T Keane,0,A Murray,NR,N/A,5,9-5,-,True,164,9
Dundalk Racing Results | 7th March 2025 19:30,N/A,19:30,Standard,1m,San Andreas (IRE),S A Wallace,10,J P O'Brien,4th,3 1/4 l,9,9-5p,-,True,164,9
Dundalk Racing Results | 7th March 2025 19:30,N/A,19:30,Standard,1m,Apache Outlaw (IRE),Adam Caffrey,0,A McGuinness,3rd,1/2 l,5,9-5,-,True,164,9
Dundalk Racing Results | 7th March 2025 19:30,N/A,19:30,Standard,1m,Big Gossey (IRE),W J Lee,0,C O'Brien,2nd,4 1/4 l,8,9-5t,-,True,164,9
Dundalk Racing Results | 7th March 2025 19:30,N/A,19:30,Standard,1m,Valiant Force (USA),D Egan,0,A Murray,1st,N/A,4,9-5,-,True,164,9
Dundalk Racing Results | 7th March 2025 20:00,N/A,20:00,Standard,1m,Glinka (IRE),D McMonagle,0,J P O'Brien,5th,5 l,3,9-5t,-,True,164,10
Dundalk Racing Results | 7th March 2025 20:00,N/A,20:00,Standard,1m,Powerful Lady (FR),J A Heffernan,0,N Lupini,4th,1/2 l,3,9-3,-,True,164,10
Dundalk Racing Results | 7th March 2025 20:00,N/A,20:00,Standard,1m,Mount Kilimanjaro (FR),R L Moore,0,A P O'Brien,3rd,1/2 l,3,9-11,-,True,164,10
Dundalk Racing Results | 7th March 2025 20:00,N/A,20:00,Standard,1m,Spicy Margarita (IRE),W M Lordan,0,A Murray,2nd,3 l,3,9-3,-,True,164,10
Dundalk Racing Results | 7th March 2025 20:00,N/A,20:00,Standard,1m,Titanium Emperor (IRE),D Egan,0,A Murray,1st,N/A,3,9-5,-,True,164,10
Dundalk Racing Results | 7th March 2025 20:00,N/A,20:00,Standard,1m,Glinka (IRE),D McMonagle,0,J P O'Brien,5th,5 l,3,9-5t,-,True,164,10
Dundalk Racing Results | 7th March 2025 20:00,N/A,20:00,Standard,1m,Powerful Lady (FR),J A Heffernan,0,N Lupini,4th,1/2 l,3,9-3,-,True,164,10
Dundalk Racing Results | 7th March 2025 20:00,N/A,20:00,Standard,1m,Mount Kilimanjaro (FR),R L Moore,0,A P O'Brien,3rd,1/2 l,3,9-11,-,True,164,10
Dundalk Racing Results | 7th March 2025 20:00,N/A,20:00,Standard,1m,Spicy Margarita (IRE),W M Lordan,0,A Murray,2nd,3 l,3,9-3,-,True,164,10
Dundalk Racing Results | 7th March 2025 20:00,N/A,20:00,Standard,1m,Titanium Emperor (IRE),D Egan,0,A Murray,1st,N/A,3,9-5,-,True,164,10
Dundalk Racing Results | 7th March 2025 20:30,N/A,20:30,Standard,1m,Mythical Rock (IRE),C D Hayes,0,P J F Murphy,10th,1/2 l,4,9-5,76,True,164,11
Dundalk Racing Results | 7th March 2025 20:30,N/A,20:30,Standard,1m,Morning Approach (IRE),N M Crosse,0,W McCreery,9th,Neck,7,9-1,72,True,164,11
Dundalk Racing Results | 7th March 2025 20:30,N/A,20:30,Standard,1m,El Bello,K J Leonard,0,D Hogan,8th,1 l,6,9-0,71,True,164,11
Dundalk Racing Results | 7th March 2025 20:30,N/A,20:30,Standard,1m,Albion Power (IRE),J A Heffernan,0,K H Clarke,7th,1 3/4 l,4,9-2,73,True,164,11
Dundalk Racing Results | 7th March 2025 20:30,N/A,20:30,Standard,1m,Church Mountain (IRE),J M Sheridan,0,D Hogan,6th,1/2 l,7,9-0tp,71,True,164,11
Dundalk Racing Results | 7th March 2025 20:30,N/A,20:30,Standard,1m,Volatile Analyst (USA),J Kearney,5,Stephen Thorne,5th,3 1/4 l,8,10-2tb,87,True,164,11
Dundalk Racing Results | 7th March 2025 20:30,N/A,20:30,Standard,1m,Little Empire (IRE),L T McAteer,0,A McCann,4th,Head,5,9-0,71,True,164,11
Dundalk Racing Results | 7th March 2025 20:30,N/A,20:30,Standard,1m,Tribal Moon (IRE),S Foley,0,Daniel Murphy,3rd,1/2 l,4,9-1tb,72,True,164,11
Dundalk Racing Results | 7th March 2025 20:30,N/A,20:30,Standard,1m,Comfort Line (IRE),Adam Caffrey,0,A McGuinness,2nd,1/2 l,8,8-13v,70,True,164,11
Dundalk Racing Results | 7th March 2025 20:30,N/A,20:30,Standard,1m,Enough Already,R P Cleary,0,A McGuinness,1st,N/A,9,9-1,72,True,164,11
Dundalk Racing Results | 7th March 2025 20:30,N/A,20:30,Standard,1m,Mythical Rock (IRE),C D Hayes,0,P J F Murphy,10th,1/2 l,4,9-5,76,True,164,11
Dundalk Racing Results | 7th March 2025 20:30,N/A,20:30,Standard,1m,Morning Approach (IRE),N M Crosse,0,W McCreery,9th,Neck,7,9-1,72,True,164,11
Dundalk Racing Results | 7th March 2025 20:30,N/A,20:30,Standard,1m,El Bello,K J Leonard,0,D Hogan,8th,1 l,6,9-0,71,True,164,11
Dundalk Racing Results | 7th March 2025 20:30,N/A,20:30,Standard,1m,Albion Power (IRE),J A Heffernan,0,K H Clarke,7th,1 3/4 l,4,9-2,73,True,164,11
Dundalk Racing Results | 7th March 2025 20:30,N/A,20:30,Standard,1m,Church Mountain (IRE),J M Sheridan,0,D Hogan,6th,1/2 l,7,9-0tp,71,True,164,11
Dundalk Racing Results | 7th March 2025 20:30,N/A,20:30,Standard,1m,Volatile Analyst (USA),J Kearney,5,Stephen Thorne,5th,3 1/4 l,8,10-2tb,87,True,164,11
Dundalk Racing Results | 7th March 2025 20:30,N/A,20:30,Standard,1m,Little Empire (IRE),L T McAteer,0,A McCann,4th,Head,5,9-0,71,True,164,11
Dundalk Racing Results | 7th March 2025 20:30,N/A,20:30,Standard,1m,Tribal Moon (IRE),S Foley,0,Daniel Murphy,3rd,1/2 l,4,9-1tb,72,True,164,11
Dundalk Racing Results | 7th March 2025 20:30,N/A,20:30,Standard,1m,Comfort Line (IRE),Adam Caffrey,0,A McGuinness,2nd,1/2 l,8,8-13v,70,True,164,11
Dundalk Racing Results | 7th March 2025 20:30,N/A,20:30,Standard,1m,Enough Already,R P Cleary,0,A McGuinness,1st,N/A,9,9-1,72,True,164,11
Gowran Park Racing Results | 8th March 2025 14:10,N/A,14:10,Soft To Heavy,2m 30y,Sixtripleeight (IRE),Sam Ewing,0,G Elliott,F,N/A,4,11-2,-,True,164,12
Gowran Park Racing Results | 8th March 2025 14:10,N/A,14:10,Soft To Heavy,2m 30y,Killala Bay (IRE),G Brouder,3,P W Flynn,19th,22 l,5,11-12,-,True,164,12
Gowran Park Racing Results | 8th March 2025 14:10,N/A,14:10,Soft To Heavy,2m 30y,Pension Plan (IRE),Niall Moore,5,P W Flynn,18th,7 1/2 l,5,11-12,-,True,164,12
Gowran Park Racing Results | 8th March 2025 14:10,N/A,14:10,Soft To Heavy,2m 30y,Harpy Eagle (IRE),T Power Roche,5,R P Cody,17th,16 l,4,11-2,-,True,164,12
Gowran Park Racing Results | 8th March 2025 14:10,N/A,14:10,Soft To Heavy,2m 30y,Nobody (IRE),P T Enright,0,Brendan Walsh,16th,6 l,4,11-2h,-,True,164,12
Gowran Park Racing Results | 8th March 2025 14:10,N/A,14:10,Soft To Heavy,2m 30y,Glendower,C M Quirke,3,E Doyle,15th,20 l,4,11-2h,-,True,164,12
Gowran Park Racing Results | 8th March 2025 14:10,N/A,14:10,Soft To Heavy,2m 30y,Tippinaway (IRE),R Deegan,0,Eric Larkin,14th,21 l,5,11-12,-,True,164,12
Gowran Park Racing Results | 8th March 2025 14:10,N/A,14:10,Soft To Heavy,2m 30y,Union Alley (FR),D E Mullins,0,Ms M Mullins,13th,4 3/4 l,5,11-12,-,True,164,12
Gowran Park Racing Results | 8th March 2025 14:10,N/A,14:10,Soft To Heavy,2m 30y,Zuzukel (FR),D King,0,A J Martin,12th,3/4 l,5,11-12,-,True,164,12
Gowran Park Racing Results | 8th March 2025 14:10,N/A,14:10,Soft To Heavy,2m 30y,Sparrow Wings (IRE),J C Gainford,0,L Kenny,11th,6 1/2 l,5,11-12,-,True,164,12
Gowran Park Racing Results | 8th March 2025 14:10,N/A,14:10,Soft To Heavy,2m 30y,Welcome Aboard (IRE),S D Torrens,0,A A Howard,10th,Neck,5,11-12t,-,True,164,12
Gowran Park Racing Results | 8th March 2025 14:10,N/A,14:10,Soft To Heavy,2m 30y,Siege Ofjadotville (IRE),J S McGarvey,0,M Hassett,9th,2 1/4 l,5,11-12,-,True,164,12
Gowran Park Racing Results | 8th March 2025 14:10,N/A,14:10,Soft To Heavy,2m 30y,I Feel Fine,L A McKenna,5,M A Molloy,8th,3 3/4 l,5,11-12,-,True,164,12
Gowran Park Racing Results | 8th March 2025 14:10,N/A,14:10,Soft To Heavy,2m 30y,Tackletommywoowoo (IRE),K C Sexton,0,D Queally,7th,2 3/4 l,5,11-12,-,True,164,12
Gowran Park Racing Results | 8th March 2025 14:10,N/A,14:10,Soft To Heavy,2m 30y,Bop Wont Stop (IRE),D Meyler,0,R Sweeney,6th,13 l,5,11-12,-,True,164,12
Gowran Park Racing Results | 8th March 2025 14:10,N/A,14:10,Soft To Heavy,2m 30y,Imarajan (IRE),K E Buckley,0,E & P Harty,5th,9 l,4,11-2t,-,True,164,12
Gowran Park Racing Results | 8th March 2025 14:10,N/A,14:10,Soft To Heavy,2m 30y,Fierce Handay (IRE),M P Walsh,0,N Meade,4th,1/2 l,5,11-12,-,True,164,12
Gowran Park Racing Results | 8th March 2025 14:10,N/A,14:10,Soft To Heavy,2m 30y,Can Happen (IRE),R A Doyle,0,M Fahey,3rd,8 1/2 l,5,11-12,-,True,164,12
Gowran Park Racing Results | 8th March 2025 14:10,N/A,14:10,Soft To Heavy,2m 30y,Captain Ryan Matt (IRE),D J O'Keeffe,0,H De Bromhead,2nd,4 l,5,11-12,-,True,164,12
Gowran Park Racing Results | 8th March 2025 14:10,N/A,14:10,Soft To Heavy,2m 30y,Grimaud (FR),J W Kennedy,0,G Elliott,1st,N/A,5,11-12,-,True,164,12
Gowran Park Racing Results | 8th March 2025 14:10,N/A,14:10,Soft To Heavy,2m 30y,Sixtripleeight (IRE),Sam Ewing,0,G Elliott,F,N/A,4,11-2,-,True,164,12
Gowran Park Racing Results | 8th March 2025 14:10,N/A,14:10,Soft To Heavy,2m 30y,Killala Bay (IRE),G Brouder,3,P W Flynn,19th,22 l,5,11-12,-,True,164,12
Gowran Park Racing Results | 8th March 2025 14:10,N/A,14:10,Soft To Heavy,2m 30y,Pension Plan (IRE),Niall Moore,5,P W Flynn,18th,7 1/2 l,5,11-12,-,True,164,12
Gowran Park Racing Results | 8th March 2025 14:10,N/A,14:10,Soft To Heavy,2m 30y,Harpy Eagle (IRE),T Power Roche,5,R P Cody,17th,16 l,4,11-2,-,True,164,12
Gowran Park Racing Results | 8th March 2025 14:10,N/A,14:10,Soft To Heavy,2m 30y,Nobody (IRE),P T Enright,0,Brendan Walsh,16th,6 l,4,11-2h,-,True,164,12
Gowran Park Racing Results | 8th March 2025 14:10,N/A,14:10,Soft To Heavy,2m 30y,Glendower,C M Quirke,3,E Doyle,15th,20 l,4,11-2h,-,True,164,12
Gowran Park Racing Results | 8th March 2025 14:10,N/A,14:10,Soft To Heavy,2m 30y,Tippinaway (IRE),R Deegan,0,Eric Larkin,14th,21 l,5,11-12,-,True,164,12
Gowran Park Racing Results | 8th March 2025 14:10,N/A,14:10,Soft To Heavy,2m 30y,Union Alley (FR),D E Mullins,0,Ms M Mullins,13th,4 3/4 l,5,11-12,-,True,164,12
Gowran Park Racing Results | 8th March 2025 14:10,N/A,14:10,Soft To Heavy,2m 30y,Zuzukel (FR),D King,0,A J Martin,12th,3/4 l,5,11-12,-,True,164,12
Gowran Park Racing Results | 8th March 2025 14:10,N/A,14:10,Soft To Heavy,2m 30y,Sparrow Wings (IRE),J C Gainford,0,L Kenny,11th,6 1/2 l,5,11-12,-,True,164,12
Gowran Park Racing Results | 8th March 2025 14:10,N/A,14:10,Soft To Heavy,2m 30y,Welcome Aboard (IRE),S D Torrens,0,A A Howard,10th,Neck,5,11-12t,-,True,164,12
Gowran Park Racing Results | 8th March 2025 14:10,N/A,14:10,Soft To Heavy,2m 30y,Siege Ofjadotville (IRE),J S McGarvey,0,M Hassett,9th,2 1/4 l,5,11-12,-,True,164,12
Gowran Park Racing Results | 8th March 2025 14:10,N/A,14:10,Soft To Heavy,2m 30y,I Feel Fine,L A McKenna,5,M A Molloy,8th,3 3/4 l,5,11-12,-,True,164,12
Gowran Park Racing Results | 8th March 2025 14:10,N/A,14:10,Soft To Heavy,2m 30y,Tackletommywoowoo (IRE),K C Sexton,0,D Queally,7th,2 3/4 l,5,11-12,-,True,164,12
Gowran Park Racing Results | 8th March 2025 14:10,N/A,14:10,Soft To Heavy,2m 30y,Bop Wont Stop (IRE),D Meyler,0,R Sweeney,6th,13 l,5,11-12,-,True,164,12
Gowran Park Racing Results | 8th March 2025 14:10,N/A,14:10,Soft To Heavy,2m 30y,Imarajan (IRE),K E Buckley,0,E & P Harty,5th,9 l,4,11-2t,-,True,164,12
Gowran Park Racing Results | 8th March 2025 14:10,N/A,14:10,Soft To Heavy,2m 30y,Fierce Handay (IRE),M P Walsh,0,N Meade,4th,1/2 l,5,11-12,-,True,164,12
Gowran Park Racing Results | 8th March 2025 14:10,N/A,14:10,Soft To Heavy,2m 30y,Can Happen (IRE),R A Doyle,0,M Fahey,3rd,8 1/2 l,5,11-12,-,True,164,12
Gowran Park Racing Results | 8th March 2025 14:10,N/A,14:10,Soft To Heavy,2m 30y,Captain Ryan Matt (IRE),D J O'Keeffe,0,H De Bromhead,2nd,4 l,5,11-12,-,True,164,12
