track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Dundalk Racing Results | 12th July 2024 17:25,N/A,17:25,Standard,1m 4f,Bright N Shine (IRE),Adam Caffrey,3,T O'Brien,10th,Nose,4,9-9t,68,True,127,22
Dundalk Racing Results | 12th July 2024 17:25,N/A,17:25,Standard,1m 4f,Eskimo Komet (IRE),J A Powell,3,L Comer,9th,1/2 l,5,10-2,75,True,127,22
Dundalk Racing Results | 12th July 2024 17:25,N/A,17:25,Standard,1m 4f,Leading Lion (IRE),K G Kennedy,7,G Elliott,8th,2 3/4 l,4,10-0t1,73,True,127,22
Dundalk Racing Results | 12th July 2024 17:25,N/A,17:25,Standard,1m 4f,Northern Sonas (IRE),B M Coen,0,A Oliver,7th,3/4 l,3,9-1t,72,True,127,22
Dundalk Racing Results | 12th July 2024 17:25,N/A,17:25,Standard,1m 4f,Dark Oak (IRE),C T Keane,0,J G Murphy,6th,1/2 l,3,9-4,75,True,127,22
Dundalk Racing Results | 12th July 2024 17:25,N/A,17:25,Standard,1m 4f,Pachmena (IRE),R Whearty,5,G P Cromwell,5th,Neck,7,9-10tp,69,True,127,22
Dundalk Racing Results | 12th July 2024 17:25,N/A,17:25,Standard,1m 4f,Forbidden Planet,G M Ryan,0,P J F Murphy,4th,3/4 l,9,9-11,70,True,127,22
Dundalk Racing Results | 12th July 2024 17:25,N/A,17:25,Standard,1m 4f,Picpoul (IRE),D McMonagle,0,M Rice,3rd,2 1/2 l,6,9-5t1,64,True,127,22
Dundalk Racing Results | 12th July 2024 17:25,N/A,17:25,Standard,1m 4f,Avondale (IRE),J A Heffernan,0,B Connell,2nd,1/2 l,4,9-3,62,True,127,22
Dundalk Racing Results | 12th July 2024 17:25,N/A,17:25,Standard,1m 4f,Miss Paloma,R Donaghue-Leahy,10,H De Bromhead,1st,N/A,6,9-7,66,True,127,22
Dundalk Racing Results | 12th July 2024 17:25,N/A,17:25,Standard,1m 4f,Brave Thought (IRE),R C Colgan,0,L Comer,14th,3 l,4,9-2,61,True,127,22
Dundalk Racing Results | 12th July 2024 17:25,N/A,17:25,Standard,1m 4f,Apache War (IRE),N M Crosse,0,L Comer,13th,1/2 l,3,9-1,72,True,127,22
Dundalk Racing Results | 12th July 2024 17:25,N/A,17:25,Standard,1m 4f,Wajaaha (IRE),J M Sheridan,0,A McCann,12th,Head,9,9-1b1,60,True,127,22
Dundalk Racing Results | 12th July 2024 17:25,N/A,17:25,Standard,1m 4f,True Statesman (IRE),R P Whelan,0,A McGuinness,11th,Neck,4,9-11,70,True,127,22
Dundalk Racing Results | 12th July 2024 17:25,N/A,17:25,Standard,1m 4f,Bright N Shine (IRE),Adam Caffrey,3,T O'Brien,10th,Nose,4,9-9t,68,True,127,22
Dundalk Racing Results | 12th July 2024 17:25,N/A,17:25,Standard,1m 4f,Eskimo Komet (IRE),J A Powell,3,L Comer,9th,1/2 l,5,10-2,75,True,127,22
Dundalk Racing Results | 12th July 2024 17:25,N/A,17:25,Standard,1m 4f,Leading Lion (IRE),K G Kennedy,7,G Elliott,8th,2 3/4 l,4,10-0t1,73,True,127,22
Dundalk Racing Results | 12th July 2024 17:25,N/A,17:25,Standard,1m 4f,Northern Sonas (IRE),B M Coen,0,A Oliver,7th,3/4 l,3,9-1t,72,True,127,22
Dundalk Racing Results | 12th July 2024 17:25,N/A,17:25,Standard,1m 4f,Dark Oak (IRE),C T Keane,0,J G Murphy,6th,1/2 l,3,9-4,75,True,127,22
Dundalk Racing Results | 12th July 2024 17:25,N/A,17:25,Standard,1m 4f,Pachmena (IRE),R Whearty,5,G P Cromwell,5th,Neck,7,9-10tp,69,True,127,22
Dundalk Racing Results | 12th July 2024 17:25,N/A,17:25,Standard,1m 4f,Forbidden Planet,G M Ryan,0,P J F Murphy,4th,3/4 l,9,9-11,70,True,127,22
Dundalk Racing Results | 12th July 2024 17:25,N/A,17:25,Standard,1m 4f,Picpoul (IRE),D McMonagle,0,M Rice,3rd,2 1/2 l,6,9-5t1,64,True,127,22
Dundalk Racing Results | 12th July 2024 17:25,N/A,17:25,Standard,1m 4f,Avondale (IRE),J A Heffernan,0,B Connell,2nd,1/2 l,4,9-3,62,True,127,22
Dundalk Racing Results | 12th July 2024 17:25,N/A,17:25,Standard,1m 4f,Miss Paloma,R Donaghue-Leahy,10,H De Bromhead,1st,N/A,6,9-7,66,True,127,22
Kilbeggan Racing Results | 12th July 2024 16:25,N/A,16:25,Good To Yielding,2m 3f 60y,Ad Caelum (IRE),S Fitzgerald,0,J P Ryan,NR,N/A,5,10-13,-,True,127,23
Kilbeggan Racing Results | 12th July 2024 16:25,N/A,16:25,Good To Yielding,2m 3f 60y,Dontcall (IRE),C Owens,7,P J Rothwell,UR,N/A,6,10-13,-,True,127,23
Kilbeggan Racing Results | 12th July 2024 16:25,N/A,16:25,Good To Yielding,2m 3f 60y,Magic Dawn (IRE),Sam Ewing,0,G Elliott,PU,N/A,7,11-7,-,True,127,23
Kilbeggan Racing Results | 12th July 2024 16:25,N/A,16:25,Good To Yielding,2m 3f 60y,Takemeuptocarlow (IRE),H E Sexton,7,A Sexton,13th,34 l,5,10-13p1,-,True,127,23
Kilbeggan Racing Results | 12th July 2024 16:25,N/A,16:25,Good To Yielding,2m 3f 60y,Milan's Ruby (IRE),J P O'Sullivan,0,A McCann,12th,1 l,6,10-13,-,True,127,23
Kilbeggan Racing Results | 12th July 2024 16:25,N/A,16:25,Good To Yielding,2m 3f 60y,Fancy Prospect (IRE),H Morgan,0,E Doyle,11th,6 1/2 l,5,10-13,-,True,127,23
Kilbeggan Racing Results | 12th July 2024 16:25,N/A,16:25,Good To Yielding,2m 3f 60y,Vadsa Queen (IRE),D King,0,N Stokes,10th,1 1/4 l,6,11-7h1,-,True,127,23
Kilbeggan Racing Results | 12th July 2024 16:25,N/A,16:25,Good To Yielding,2m 3f 60y,Imjoleen (IRE),J P Shinnick,7,T O'Brien,9th,11 l,5,10-13,-,True,127,23
Kilbeggan Racing Results | 12th July 2024 16:25,N/A,16:25,Good To Yielding,2m 3f 60y,Ambush Annie (IRE),Mr S Connor,7,S R B Crawford,8th,Nose,7,10-13,-,True,127,23
Kilbeggan Racing Results | 12th July 2024 16:25,N/A,16:25,Good To Yielding,2m 3f 60y,Deise Bella (IRE),Niall Moore,7,David J Phelan,7th,1 1/4 l,6,10-13,-,True,127,23
Kilbeggan Racing Results | 12th July 2024 16:25,N/A,16:25,Good To Yielding,2m 3f 60y,Ciao Adios (IRE),Eoin G Kelly,7,A Murray,6th,7 l,5,11-7t,-,True,127,23
Kilbeggan Racing Results | 12th July 2024 16:25,N/A,16:25,Good To Yielding,2m 3f 60y,Final Flutter (IRE),Mr I Ryan,7,J Magnier,5th,12 l,6,10-13,-,True,127,23
Kilbeggan Racing Results | 12th July 2024 16:25,N/A,16:25,Good To Yielding,2m 3f 60y,Ballinvasas Best (IRE),J J Slevin,0,S Ryan,4th,8 1/2 l,6,10-13,-,True,127,23
Kilbeggan Racing Results | 12th July 2024 16:25,N/A,16:25,Good To Yielding,2m 3f 60y,Workinonadream (IRE),S D Torrens,0,P J Rothwell,3rd,6 l,6,10-13,-,True,127,23
Kilbeggan Racing Results | 12th July 2024 16:25,N/A,16:25,Good To Yielding,2m 3f 60y,Four Clean Aces (IRE),P Townend,0,W P Mullins,2nd,3/4 l,6,11-7,-,True,127,23
Kilbeggan Racing Results | 12th July 2024 16:25,N/A,16:25,Good To Yielding,2m 3f 60y,Slim Marvel (FR),P K Donovan,5,A Slattery,1st,N/A,6,10-13,-,True,127,23
Kilbeggan Racing Results | 12th July 2024 16:25,N/A,16:25,Good To Yielding,2m 3f 60y,Ad Caelum (IRE),S Fitzgerald,0,J P Ryan,NR,N/A,5,10-13,-,True,127,23
Kilbeggan Racing Results | 12th July 2024 16:25,N/A,16:25,Good To Yielding,2m 3f 60y,Dontcall (IRE),C Owens,7,P J Rothwell,UR,N/A,6,10-13,-,True,127,23
Kilbeggan Racing Results | 12th July 2024 16:25,N/A,16:25,Good To Yielding,2m 3f 60y,Magic Dawn (IRE),Sam Ewing,0,G Elliott,PU,N/A,7,11-7,-,True,127,23
Kilbeggan Racing Results | 12th July 2024 16:25,N/A,16:25,Good To Yielding,2m 3f 60y,Takemeuptocarlow (IRE),H E Sexton,7,A Sexton,13th,34 l,5,10-13p1,-,True,127,23
Kilbeggan Racing Results | 12th July 2024 16:25,N/A,16:25,Good To Yielding,2m 3f 60y,Milan's Ruby (IRE),J P O'Sullivan,0,A McCann,12th,1 l,6,10-13,-,True,127,23
Kilbeggan Racing Results | 12th July 2024 16:25,N/A,16:25,Good To Yielding,2m 3f 60y,Fancy Prospect (IRE),H Morgan,0,E Doyle,11th,6 1/2 l,5,10-13,-,True,127,23
Kilbeggan Racing Results | 12th July 2024 16:25,N/A,16:25,Good To Yielding,2m 3f 60y,Vadsa Queen (IRE),D King,0,N Stokes,10th,1 1/4 l,6,11-7h1,-,True,127,23
Kilbeggan Racing Results | 12th July 2024 16:25,N/A,16:25,Good To Yielding,2m 3f 60y,Imjoleen (IRE),J P Shinnick,7,T O'Brien,9th,11 l,5,10-13,-,True,127,23
Kilbeggan Racing Results | 12th July 2024 16:25,N/A,16:25,Good To Yielding,2m 3f 60y,Ambush Annie (IRE),Mr S Connor,7,S R B Crawford,8th,Nose,7,10-13,-,True,127,23
Kilbeggan Racing Results | 12th July 2024 16:25,N/A,16:25,Good To Yielding,2m 3f 60y,Deise Bella (IRE),Niall Moore,7,David J Phelan,7th,1 1/4 l,6,10-13,-,True,127,23
Kilbeggan Racing Results | 12th July 2024 16:25,N/A,16:25,Good To Yielding,2m 3f 60y,Ciao Adios (IRE),Eoin G Kelly,7,A Murray,6th,7 l,5,11-7t,-,True,127,23
Kilbeggan Racing Results | 12th July 2024 16:25,N/A,16:25,Good To Yielding,2m 3f 60y,Final Flutter (IRE),Mr I Ryan,7,J Magnier,5th,12 l,6,10-13,-,True,127,23
Kilbeggan Racing Results | 12th July 2024 16:25,N/A,16:25,Good To Yielding,2m 3f 60y,Ballinvasas Best (IRE),J J Slevin,0,S Ryan,4th,8 1/2 l,6,10-13,-,True,127,23
Kilbeggan Racing Results | 12th July 2024 16:25,N/A,16:25,Good To Yielding,2m 3f 60y,Workinonadream (IRE),S D Torrens,0,P J Rothwell,3rd,6 l,6,10-13,-,True,127,23
Kilbeggan Racing Results | 12th July 2024 16:25,N/A,16:25,Good To Yielding,2m 3f 60y,Four Clean Aces (IRE),P Townend,0,W P Mullins,2nd,3/4 l,6,11-7,-,True,127,23
Kilbeggan Racing Results | 12th July 2024 16:25,N/A,16:25,Good To Yielding,2m 3f 60y,Slim Marvel (FR),P K Donovan,5,A Slattery,1st,N/A,6,10-13,-,True,127,23
Kilbeggan Racing Results | 12th July 2024 17:00,N/A,17:00,Good To Yielding,2m 3f 60y,All In Peder (FR),Non Runner,0,M Hourigan,NR,N/A,5,11-12p,-,True,127,24
Kilbeggan Racing Results | 12th July 2024 17:00,N/A,17:00,Good To Yielding,2m 3f 60y,One For Daisy (IRE),P T Enright,0,S Curling,PU,N/A,6,10-11,-,True,127,24
Kilbeggan Racing Results | 12th July 2024 17:00,N/A,17:00,Good To Yielding,2m 3f 60y,Whatsitabout (FR),D J O'Keeffe,0,M F Morris,PU,N/A,6,11-4,-,True,127,24
Kilbeggan Racing Results | 12th July 2024 17:00,N/A,17:00,Good To Yielding,2m 3f 60y,Toor Moon (IRE),L Quinlan,3,Ms M Flynn,F,N/A,7,11-4h,-,True,127,24
Kilbeggan Racing Results | 12th July 2024 17:00,N/A,17:00,Good To Yielding,2m 3f 60y,Iris Sacre (FR),C Owens,7,P J Rothwell,11th,3/4 l,6,11-4,-,True,127,24
Kilbeggan Racing Results | 12th July 2024 17:00,N/A,17:00,Good To Yielding,2m 3f 60y,Tenor D Anjou (FR),Niall Moore,7,P Fenton,10th,35 l,4,11-0,-,True,127,24
Kilbeggan Racing Results | 12th July 2024 17:00,N/A,17:00,Good To Yielding,2m 3f 60y,Tomas O Maille (IRE),Mr J C Barry,0,M Flannery,9th,3 1/2 l,7,11-4,-,True,127,24
Kilbeggan Racing Results | 12th July 2024 17:00,N/A,17:00,Good To Yielding,2m 3f 60y,Arcland (IRE),S W Flanagan,0,H Rogers,8th,2 3/4 l,8,11-12,-,True,127,24
Kilbeggan Racing Results | 12th July 2024 17:00,N/A,17:00,Good To Yielding,2m 3f 60y,Michal (IRE),B Hayes,0,Colm Murphy,7th,3/4 l,6,10-11t,-,True,127,24
Kilbeggan Racing Results | 12th July 2024 17:00,N/A,17:00,Good To Yielding,2m 3f 60y,Mount Anglesby (IRE),D J Gilligan,3,A McNamara,6th,3 3/4 l,5,11-4t,-,True,127,24
Kilbeggan Racing Results | 12th July 2024 17:00,N/A,17:00,Good To Yielding,2m 3f 60y,Someone's Wish (IRE),Sam Ewing,0,G Elliott,5th,8 1/2 l,4,11-8,-,True,127,24
Kilbeggan Racing Results | 12th July 2024 17:00,N/A,17:00,Good To Yielding,2m 3f 60y,Time For Tea (IRE),Rachael Blackmore,0,H De Bromhead,4th,1/2 l,5,10-11,-,True,127,24
Kilbeggan Racing Results | 12th July 2024 17:00,N/A,17:00,Good To Yielding,2m 3f 60y,King Kali (IRE),D E Mullins,0,S Byrne,3rd,5 1/2 l,8,11-4,-,True,127,24
Kilbeggan Racing Results | 12th July 2024 17:00,N/A,17:00,Good To Yielding,2m 3f 60y,Churchwarden (IRE),B W Harvey,0,J C McConnell,2nd,Short Head,4,11-0,-,True,127,24
Kilbeggan Racing Results | 12th July 2024 17:00,N/A,17:00,Good To Yielding,2m 3f 60y,Smiling Bess (IRE),Jody McGarvey,0,K Prendergast,1st,N/A,5,10-11,-,True,127,24
Kilbeggan Racing Results | 12th July 2024 17:00,N/A,17:00,Good To Yielding,2m 3f 60y,All In Peder (FR),Non Runner,0,M Hourigan,NR,N/A,5,11-12p,-,True,127,24
Kilbeggan Racing Results | 12th July 2024 17:00,N/A,17:00,Good To Yielding,2m 3f 60y,One For Daisy (IRE),P T Enright,0,S Curling,PU,N/A,6,10-11,-,True,127,24
Kilbeggan Racing Results | 12th July 2024 17:00,N/A,17:00,Good To Yielding,2m 3f 60y,Whatsitabout (FR),D J O'Keeffe,0,M F Morris,PU,N/A,6,11-4,-,True,127,24
Kilbeggan Racing Results | 12th July 2024 17:00,N/A,17:00,Good To Yielding,2m 3f 60y,Toor Moon (IRE),L Quinlan,3,Ms M Flynn,F,N/A,7,11-4h,-,True,127,24
Kilbeggan Racing Results | 12th July 2024 17:00,N/A,17:00,Good To Yielding,2m 3f 60y,Iris Sacre (FR),C Owens,7,P J Rothwell,11th,3/4 l,6,11-4,-,True,127,24
Kilbeggan Racing Results | 12th July 2024 17:00,N/A,17:00,Good To Yielding,2m 3f 60y,Tenor D Anjou (FR),Niall Moore,7,P Fenton,10th,35 l,4,11-0,-,True,127,24
Kilbeggan Racing Results | 12th July 2024 17:00,N/A,17:00,Good To Yielding,2m 3f 60y,Tomas O Maille (IRE),Mr J C Barry,0,M Flannery,9th,3 1/2 l,7,11-4,-,True,127,24
Kilbeggan Racing Results | 12th July 2024 17:00,N/A,17:00,Good To Yielding,2m 3f 60y,Arcland (IRE),S W Flanagan,0,H Rogers,8th,2 3/4 l,8,11-12,-,True,127,24
Kilbeggan Racing Results | 12th July 2024 17:00,N/A,17:00,Good To Yielding,2m 3f 60y,Michal (IRE),B Hayes,0,Colm Murphy,7th,3/4 l,6,10-11t,-,True,127,24
Kilbeggan Racing Results | 12th July 2024 17:00,N/A,17:00,Good To Yielding,2m 3f 60y,Mount Anglesby (IRE),D J Gilligan,3,A McNamara,6th,3 3/4 l,5,11-4t,-,True,127,24
Kilbeggan Racing Results | 12th July 2024 17:00,N/A,17:00,Good To Yielding,2m 3f 60y,Someone's Wish (IRE),Sam Ewing,0,G Elliott,5th,8 1/2 l,4,11-8,-,True,127,24
Kilbeggan Racing Results | 12th July 2024 17:00,N/A,17:00,Good To Yielding,2m 3f 60y,Time For Tea (IRE),Rachael Blackmore,0,H De Bromhead,4th,1/2 l,5,10-11,-,True,127,24
Kilbeggan Racing Results | 12th July 2024 17:00,N/A,17:00,Good To Yielding,2m 3f 60y,King Kali (IRE),D E Mullins,0,S Byrne,3rd,5 1/2 l,8,11-4,-,True,127,24
Kilbeggan Racing Results | 12th July 2024 17:00,N/A,17:00,Good To Yielding,2m 3f 60y,Churchwarden (IRE),B W Harvey,0,J C McConnell,2nd,Short Head,4,11-0,-,True,127,24
Kilbeggan Racing Results | 12th July 2024 17:00,N/A,17:00,Good To Yielding,2m 3f 60y,Smiling Bess (IRE),Jody McGarvey,0,K Prendergast,1st,N/A,5,10-11,-,True,127,24
Kilbeggan Racing Results | 12th July 2024 17:35,N/A,17:35,Good To Yielding,2m 3f 60y,My Gaffer (IRE),D E Mullins,0,J P Ryan,NR,N/A,6,10-11,114,True,127,25
Kilbeggan Racing Results | 12th July 2024 17:35,N/A,17:35,Good To Yielding,2m 3f 60y,Lieutenant Highway (IRE),J P O'Sullivan,0,M McCabe,PU,N/A,7,11-3,120,True,127,25
Kilbeggan Racing Results | 12th July 2024 17:35,N/A,17:35,Good To Yielding,2m 3f 60y,Alvaniy (IRE),B Hayes,0,W P Mullins,F,N/A,6,11-2h,119,True,127,25
Kilbeggan Racing Results | 12th July 2024 17:35,N/A,17:35,Good To Yielding,2m 3f 60y,Zolpharine (IRE),J J Slevin,0,J P Ryan,13th,3 1/2 l,6,10-4,107,True,127,25
Kilbeggan Racing Results | 12th July 2024 17:35,N/A,17:35,Good To Yielding,2m 3f 60y,The Big Chap (IRE),K C Sexton,0,P W Flynn,12th,4 1/2 l,7,11-6,123,True,127,25
Kilbeggan Racing Results | 12th July 2024 17:35,N/A,17:35,Good To Yielding,2m 3f 60y,Hands On (IRE),M P Walsh,0,E Bolger,11th,Head,4,10-13,120,True,127,25
Kilbeggan Racing Results | 12th July 2024 17:35,N/A,17:35,Good To Yielding,2m 3f 60y,War Correspondent (IRE),D Meyler,0,R P Cody,10th,13 l,5,10-12t,115,True,127,25
Kilbeggan Racing Results | 12th July 2024 17:35,N/A,17:35,Good To Yielding,2m 3f 60y,Pakens Rock (IRE),J Smith,7,B T Murphy,9th,1/2 l,11,11-4,121,True,127,25
Kilbeggan Racing Results | 12th July 2024 17:35,N/A,17:35,Good To Yielding,2m 3f 60y,Ballywilliam Boy (IRE),Rachael Blackmore,0,M Hourigan,8th,4 l,9,10-13b,116,True,127,25
Kilbeggan Racing Results | 12th July 2024 17:35,N/A,17:35,Good To Yielding,2m 3f 60y,Indiana Jones (FR),D J O'Keeffe,0,M F Morris,7th,10 l,8,11-10tp,127,True,127,25
Kilbeggan Racing Results | 12th July 2024 17:35,N/A,17:35,Good To Yielding,2m 3f 60y,Sargent Lightfoot (IRE),Eoin G Kelly,7,A Murray,6th,5 l,10,10-4,107,True,127,25
Kilbeggan Racing Results | 12th July 2024 17:35,N/A,17:35,Good To Yielding,2m 3f 60y,Idol (FR),P T Enright,0,S Curling,5th,1/2 l,6,10-4,107,True,127,25
Kilbeggan Racing Results | 12th July 2024 17:35,N/A,17:35,Good To Yielding,2m 3f 60y,Champella (IRE),T P Harney,7,R O'Sullivan,4th,3 1/4 l,6,10-13,116,True,127,25
Kilbeggan Racing Results | 12th July 2024 17:35,N/A,17:35,Good To Yielding,2m 3f 60y,Luminous Light,S W Flanagan,0,A McCann,3rd,12 l,5,11-0h,117,True,127,25
Kilbeggan Racing Results | 12th July 2024 17:35,N/A,17:35,Good To Yielding,2m 3f 60y,Natural Look (IRE),J Coen,3,R O'Sullivan,2nd,1 3/4 l,8,10-12,115,True,127,25
Kilbeggan Racing Results | 12th July 2024 17:35,N/A,17:35,Good To Yielding,2m 3f 60y,The Wallpark (IRE),Sam Ewing,0,G Elliott,1st,N/A,6,11-12,129,True,127,25
Kilbeggan Racing Results | 12th July 2024 17:35,N/A,17:35,Good To Yielding,2m 3f 60y,My Gaffer (IRE),D E Mullins,0,J P Ryan,NR,N/A,6,10-11,114,True,127,25
Kilbeggan Racing Results | 12th July 2024 17:35,N/A,17:35,Good To Yielding,2m 3f 60y,Lieutenant Highway (IRE),J P O'Sullivan,0,M McCabe,PU,N/A,7,11-3,120,True,127,25
Kilbeggan Racing Results | 12th July 2024 17:35,N/A,17:35,Good To Yielding,2m 3f 60y,Alvaniy (IRE),B Hayes,0,W P Mullins,F,N/A,6,11-2h,119,True,127,25
Kilbeggan Racing Results | 12th July 2024 17:35,N/A,17:35,Good To Yielding,2m 3f 60y,Zolpharine (IRE),J J Slevin,0,J P Ryan,13th,3 1/2 l,6,10-4,107,True,127,25
Kilbeggan Racing Results | 12th July 2024 17:35,N/A,17:35,Good To Yielding,2m 3f 60y,The Big Chap (IRE),K C Sexton,0,P W Flynn,12th,4 1/2 l,7,11-6,123,True,127,25
Kilbeggan Racing Results | 12th July 2024 17:35,N/A,17:35,Good To Yielding,2m 3f 60y,Hands On (IRE),M P Walsh,0,E Bolger,11th,Head,4,10-13,120,True,127,25
Kilbeggan Racing Results | 12th July 2024 17:35,N/A,17:35,Good To Yielding,2m 3f 60y,War Correspondent (IRE),D Meyler,0,R P Cody,10th,13 l,5,10-12t,115,True,127,25
Kilbeggan Racing Results | 12th July 2024 17:35,N/A,17:35,Good To Yielding,2m 3f 60y,Pakens Rock (IRE),J Smith,7,B T Murphy,9th,1/2 l,11,11-4,121,True,127,25
Kilbeggan Racing Results | 12th July 2024 17:35,N/A,17:35,Good To Yielding,2m 3f 60y,Ballywilliam Boy (IRE),Rachael Blackmore,0,M Hourigan,8th,4 l,9,10-13b,116,True,127,25
Kilbeggan Racing Results | 12th July 2024 17:35,N/A,17:35,Good To Yielding,2m 3f 60y,Indiana Jones (FR),D J O'Keeffe,0,M F Morris,7th,10 l,8,11-10tp,127,True,127,25
Kilbeggan Racing Results | 12th July 2024 17:35,N/A,17:35,Good To Yielding,2m 3f 60y,Sargent Lightfoot (IRE),Eoin G Kelly,7,A Murray,6th,5 l,10,10-4,107,True,127,25
Kilbeggan Racing Results | 12th July 2024 17:35,N/A,17:35,Good To Yielding,2m 3f 60y,Idol (FR),P T Enright,0,S Curling,5th,1/2 l,6,10-4,107,True,127,25
Kilbeggan Racing Results | 12th July 2024 17:35,N/A,17:35,Good To Yielding,2m 3f 60y,Champella (IRE),T P Harney,7,R O'Sullivan,4th,3 1/4 l,6,10-13,116,True,127,25
Kilbeggan Racing Results | 12th July 2024 17:35,N/A,17:35,Good To Yielding,2m 3f 60y,Luminous Light,S W Flanagan,0,A McCann,3rd,12 l,5,11-0h,117,True,127,25
Kilbeggan Racing Results | 12th July 2024 17:35,N/A,17:35,Good To Yielding,2m 3f 60y,Natural Look (IRE),J Coen,3,R O'Sullivan,2nd,1 3/4 l,8,10-12,115,True,127,25
Kilbeggan Racing Results | 12th July 2024 17:35,N/A,17:35,Good To Yielding,2m 3f 60y,The Wallpark (IRE),Sam Ewing,0,G Elliott,1st,N/A,6,11-12,129,True,127,25
Kilbeggan Racing Results | 12th July 2024 18:10,N/A,18:10,Good To Yielding,2m 3f 60y,Yewood (IRE),J P Shinnick,7,T O'Brien,PU,N/A,7,11-4t,81,True,127,26
Kilbeggan Racing Results | 12th July 2024 18:10,N/A,18:10,Good To Yielding,2m 3f 60y,Fly With Me Chik (IRE),B W Harvey,0,D A McLoughlin,PU,N/A,6,11-5tp1,82,True,127,26
Kilbeggan Racing Results | 12th July 2024 18:10,N/A,18:10,Good To Yielding,2m 3f 60y,I'vedoneitall (IRE),Shane Fenelon,7,E Sheehy,PU,N/A,7,11-3b,80,True,127,26
Kilbeggan Racing Results | 12th July 2024 18:10,N/A,18:10,Good To Yielding,2m 3f 60y,Princess Felicia (IRE),S F O'Keeffe,0,M J Tynan,9th,21 l,5,11-10,87,True,127,26
Kilbeggan Racing Results | 12th July 2024 18:10,N/A,18:10,Good To Yielding,2m 3f 60y,Beau's Candle (IRE),K C Sexton,0,D Queally,8th,28 l,9,11-9b1,86,True,127,26
Kilbeggan Racing Results | 12th July 2024 18:10,N/A,18:10,Good To Yielding,2m 3f 60y,King's Commander (FR),P Hanlon,7,J J Hanlon,7th,2 1/2 l,6,11-12,89,True,127,26
Kilbeggan Racing Results | 12th July 2024 18:10,N/A,18:10,Good To Yielding,2m 3f 60y,Bondi Boy Blue (IRE),D E Mullins,0,Ms M Mullins,6th,1 1/2 l,6,11-11,88,True,127,26
Kilbeggan Racing Results | 12th July 2024 18:10,N/A,18:10,Good To Yielding,2m 3f 60y,Great Rainbow (FR),P T Enright,0,B McMahon,5th,12 l,6,11-7,84,True,127,26
Kilbeggan Racing Results | 12th July 2024 18:10,N/A,18:10,Good To Yielding,2m 3f 60y,Hollow Spark (IRE),K Callaghan,5,J Barcoe,4th,2 3/4 l,7,11-3,80,True,127,26
Kilbeggan Racing Results | 12th July 2024 18:10,N/A,18:10,Good To Yielding,2m 3f 60y,Mist On The Bog (IRE),S W Flanagan,0,L Casey,3rd,Neck,9,11-5,82,True,127,26
Kilbeggan Racing Results | 12th July 2024 18:10,N/A,18:10,Good To Yielding,2m 3f 60y,Hatfield Hammer (IRE),R Deegan,0,P Nolan,2nd,1/2 l,5,11-8,85,True,127,26
Kilbeggan Racing Results | 12th July 2024 18:10,N/A,18:10,Good To Yielding,2m 3f 60y,Onefortheditch (IRE),S D Torrens,0,E F Gallagher,1st,N/A,6,11-9,86,True,127,26
Kilbeggan Racing Results | 12th July 2024 18:10,N/A,18:10,Good To Yielding,2m 3f 60y,Yewood (IRE),J P Shinnick,7,T O'Brien,PU,N/A,7,11-4t,81,True,127,26
Kilbeggan Racing Results | 12th July 2024 18:10,N/A,18:10,Good To Yielding,2m 3f 60y,Fly With Me Chik (IRE),B W Harvey,0,D A McLoughlin,PU,N/A,6,11-5tp1,82,True,127,26
Kilbeggan Racing Results | 12th July 2024 18:10,N/A,18:10,Good To Yielding,2m 3f 60y,I'vedoneitall (IRE),Shane Fenelon,7,E Sheehy,PU,N/A,7,11-3b,80,True,127,26
Kilbeggan Racing Results | 12th July 2024 18:10,N/A,18:10,Good To Yielding,2m 3f 60y,Princess Felicia (IRE),S F O'Keeffe,0,M J Tynan,9th,21 l,5,11-10,87,True,127,26
Kilbeggan Racing Results | 12th July 2024 18:10,N/A,18:10,Good To Yielding,2m 3f 60y,Beau's Candle (IRE),K C Sexton,0,D Queally,8th,28 l,9,11-9b1,86,True,127,26
Kilbeggan Racing Results | 12th July 2024 18:10,N/A,18:10,Good To Yielding,2m 3f 60y,King's Commander (FR),P Hanlon,7,J J Hanlon,7th,2 1/2 l,6,11-12,89,True,127,26
Kilbeggan Racing Results | 12th July 2024 18:10,N/A,18:10,Good To Yielding,2m 3f 60y,Bondi Boy Blue (IRE),D E Mullins,0,Ms M Mullins,6th,1 1/2 l,6,11-11,88,True,127,26
Kilbeggan Racing Results | 12th July 2024 18:10,N/A,18:10,Good To Yielding,2m 3f 60y,Great Rainbow (FR),P T Enright,0,B McMahon,5th,12 l,6,11-7,84,True,127,26
Kilbeggan Racing Results | 12th July 2024 18:10,N/A,18:10,Good To Yielding,2m 3f 60y,Hollow Spark (IRE),K Callaghan,5,J Barcoe,4th,2 3/4 l,7,11-3,80,True,127,26
Kilbeggan Racing Results | 12th July 2024 18:10,N/A,18:10,Good To Yielding,2m 3f 60y,Mist On The Bog (IRE),S W Flanagan,0,L Casey,3rd,Neck,9,11-5,82,True,127,26
Kilbeggan Racing Results | 12th July 2024 18:10,N/A,18:10,Good To Yielding,2m 3f 60y,Hatfield Hammer (IRE),R Deegan,0,P Nolan,2nd,1/2 l,5,11-8,85,True,127,26
