track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Navan Racing Results | 18th October 2023 16:30,N/A,16:30,Soft,1m 6f,Jazzy Rock (IRE),Declan McDonogh,0,Francis Casey,2nd,1/2 l,4,9-0p,48,True,86,45
Navan Racing Results | 18th October 2023 16:30,N/A,16:30,Soft,1m 6f,Viceregent,Adam Caffrey,5,Charles Byrnes,1st,N/A,6,10-0p,62,True,86,45
Navan Racing Results | 18th October 2023 17:05,N/A,17:05,Soft,1m 6f,Zoffany Bay (IRE),Ben Martin Coen,0,Peter Fahey,20th,37 l,9,10-0,63,True,86,46
Navan Racing Results | 18th October 2023 17:05,N/A,17:05,Soft,1m 6f,Ferrum,J. A. Powell,3,G. A. Kingston,19th,15 l,7,8-12,47,True,86,46
Navan Racing Results | 18th October 2023 17:05,N/A,17:05,Soft,1m 6f,Streetscape,G. B. Noonan,5,Eoin Christopher McCarthy,18th,Neck,4,9-10,59,True,86,46
Navan Racing Results | 18th October 2023 17:05,N/A,17:05,Soft,1m 6f,Fire Coral,R. P. Cleary,0,C. W. J. Farrell,17th,3 l,4,9-5p,54,True,86,46
Navan Racing Results | 18th October 2023 17:05,N/A,17:05,Soft,1m 6f,Ciao Adios (IRE),J. M. Sheridan,0,Philip Michael Byrne,16th,1 l,4,9-0b,49,True,86,46
Navan Racing Results | 18th October 2023 17:05,N/A,17:05,Soft,1m 6f,Blenheim Lad (IRE),William James Lee,0,Andrew Oliver,15th,20 l,3,9-1,57,True,86,46
Navan Racing Results | 18th October 2023 17:05,N/A,17:05,Soft,1m 6f,Ena's Choice (IRE),J. J. G. Ryan,5,T. G. McCourt,14th,6 1/2 l,3,9-6,62,True,86,46
Navan Racing Results | 18th October 2023 17:05,N/A,17:05,Soft,1m 6f,Cant Catch Camacho (IRE),N. M. Crosse,0,Mary E Doyle,13th,13 l,3,8-10t1,52,True,86,46
Navan Racing Results | 18th October 2023 17:05,N/A,17:05,Soft,1m 6f,Chilean,C. J. MacRedmond,5,Luke Comer,12th,3 3/4 l,8,8-13tp,48,True,86,46
Navan Racing Results | 18th October 2023 17:05,N/A,17:05,Soft,1m 6f,Rock Ya Boy Ya (IRE),Declan McDonogh,0,Francis Casey,11th,Neck,5,8-12,47,True,86,46
Navan Racing Results | 18th October 2023 17:05,N/A,17:05,Soft,1m 6f,Harvest Bow (IRE),K. G. Kennedy,10,H. D. McGuigan,10th,2 3/4 l,7,10-0p,63,True,86,46
Navan Racing Results | 18th October 2023 17:05,N/A,17:05,Soft,1m 6f,L'Un Deux Trois (IRE),S. McCullagh,3,Oliver McKiernan,9th,1/2 l,7,10-1t,64,True,86,46
Navan Racing Results | 18th October 2023 17:05,N/A,17:05,Soft,1m 6f,Scalor (FR),Adam Caffrey,5,Miss Elizabeth Doyle,8th,1/2 l,8,8-12t,47,True,86,46
Navan Racing Results | 18th October 2023 17:05,N/A,17:05,Soft,1m 6f,Grey Fable (IRE),R. C. Colgan,0,Ms Sheila Lavery,7th,1 1/2 l,3,9-9,65,True,86,46
Navan Racing Results | 18th October 2023 17:05,N/A,17:05,Soft,1m 6f,Enquire Within (IRE),Siobhan Rutledge,3,F. G. Hand,6th,1 3/4 l,7,9-4tp,53,True,86,46
Navan Racing Results | 18th October 2023 17:05,N/A,17:05,Soft,1m 6f,Flier,G. P. Halpin,0,Mrs Denise Foster,5th,3 l,4,9-4t,53,True,86,46
Navan Racing Results | 18th October 2023 17:05,N/A,17:05,Soft,1m 6f,Breagagh (IRE),Andrew Joseph Slattery,0,S. Michael Millar,4th,3/4 l,5,8-12p,47,True,86,46
Navan Racing Results | 18th October 2023 17:05,N/A,17:05,Soft,1m 6f,Dubai Clover (IRE),R. Whearty,5,John McConnell,3rd,6 1/2 l,4,9-9,58,True,86,46
Navan Racing Results | 18th October 2023 17:05,N/A,17:05,Soft,1m 6f,Folly Beach,C. T. Keane,0,Mark Molloy,2nd,2 1/2 l,5,9-7h,56,True,86,46
Navan Racing Results | 18th October 2023 17:05,N/A,17:05,Soft,1m 6f,Firm Belief (IRE),Seamie Heffernan,0,Rodger Sweeney,1st,N/A,5,9-6,55,True,86,46
Navan Racing Results | 18th October 2023 17:05,N/A,17:05,Soft,1m 6f,Zoffany Bay (IRE),Ben Martin Coen,0,Peter Fahey,20th,37 l,9,10-0,63,True,86,46
Navan Racing Results | 18th October 2023 17:05,N/A,17:05,Soft,1m 6f,Ferrum,J. A. Powell,3,G. A. Kingston,19th,15 l,7,8-12,47,True,86,46
Navan Racing Results | 18th October 2023 17:05,N/A,17:05,Soft,1m 6f,Streetscape,G. B. Noonan,5,Eoin Christopher McCarthy,18th,Neck,4,9-10,59,True,86,46
Navan Racing Results | 18th October 2023 17:05,N/A,17:05,Soft,1m 6f,Fire Coral,R. P. Cleary,0,C. W. J. Farrell,17th,3 l,4,9-5p,54,True,86,46
Navan Racing Results | 18th October 2023 17:05,N/A,17:05,Soft,1m 6f,Ciao Adios (IRE),J. M. Sheridan,0,Philip Michael Byrne,16th,1 l,4,9-0b,49,True,86,46
Navan Racing Results | 18th October 2023 17:05,N/A,17:05,Soft,1m 6f,Blenheim Lad (IRE),William James Lee,0,Andrew Oliver,15th,20 l,3,9-1,57,True,86,46
Navan Racing Results | 18th October 2023 17:05,N/A,17:05,Soft,1m 6f,Ena's Choice (IRE),J. J. G. Ryan,5,T. G. McCourt,14th,6 1/2 l,3,9-6,62,True,86,46
Navan Racing Results | 18th October 2023 17:05,N/A,17:05,Soft,1m 6f,Cant Catch Camacho (IRE),N. M. Crosse,0,Mary E Doyle,13th,13 l,3,8-10t1,52,True,86,46
Navan Racing Results | 18th October 2023 17:05,N/A,17:05,Soft,1m 6f,Chilean,C. J. MacRedmond,5,Luke Comer,12th,3 3/4 l,8,8-13tp,48,True,86,46
Navan Racing Results | 18th October 2023 17:05,N/A,17:05,Soft,1m 6f,Rock Ya Boy Ya (IRE),Declan McDonogh,0,Francis Casey,11th,Neck,5,8-12,47,True,86,46
Navan Racing Results | 18th October 2023 17:05,N/A,17:05,Soft,1m 6f,Harvest Bow (IRE),K. G. Kennedy,10,H. D. McGuigan,10th,2 3/4 l,7,10-0p,63,True,86,46
Navan Racing Results | 18th October 2023 17:05,N/A,17:05,Soft,1m 6f,L'Un Deux Trois (IRE),S. McCullagh,3,Oliver McKiernan,9th,1/2 l,7,10-1t,64,True,86,46
Navan Racing Results | 18th October 2023 17:05,N/A,17:05,Soft,1m 6f,Scalor (FR),Adam Caffrey,5,Miss Elizabeth Doyle,8th,1/2 l,8,8-12t,47,True,86,46
Navan Racing Results | 18th October 2023 17:05,N/A,17:05,Soft,1m 6f,Grey Fable (IRE),R. C. Colgan,0,Ms Sheila Lavery,7th,1 1/2 l,3,9-9,65,True,86,46
Navan Racing Results | 18th October 2023 17:05,N/A,17:05,Soft,1m 6f,Enquire Within (IRE),Siobhan Rutledge,3,F. G. Hand,6th,1 3/4 l,7,9-4tp,53,True,86,46
Navan Racing Results | 18th October 2023 17:05,N/A,17:05,Soft,1m 6f,Flier,G. P. Halpin,0,Mrs Denise Foster,5th,3 l,4,9-4t,53,True,86,46
Navan Racing Results | 18th October 2023 17:05,N/A,17:05,Soft,1m 6f,Breagagh (IRE),Andrew Joseph Slattery,0,S. Michael Millar,4th,3/4 l,5,8-12p,47,True,86,46
Navan Racing Results | 18th October 2023 17:05,N/A,17:05,Soft,1m 6f,Dubai Clover (IRE),R. Whearty,5,John McConnell,3rd,6 1/2 l,4,9-9,58,True,86,46
Navan Racing Results | 18th October 2023 17:05,N/A,17:05,Soft,1m 6f,Folly Beach,C. T. Keane,0,Mark Molloy,2nd,2 1/2 l,5,9-7h,56,True,86,46
Navan Racing Results | 18th October 2023 17:05,N/A,17:05,Soft,1m 6f,Firm Belief (IRE),Seamie Heffernan,0,Rodger Sweeney,1st,N/A,5,9-6,55,True,86,46
Thurles Racing Results | 19th October 2023 13:40,N/A,13:40,Soft (Yielding In Places),2m 4f 112y,Salt Bridge (IRE),S. F. O'Keeffe,0,Brian Jordan,PU,N/A,5,11-7,-,True,86,47
Thurles Racing Results | 19th October 2023 13:40,N/A,13:40,Soft (Yielding In Places),2m 4f 112y,Merrion Gate (IRE),J. J. Slevin,0,P. A. Fahy,12th,42 l,6,11-7,-,True,86,47
Thurles Racing Results | 19th October 2023 13:40,N/A,13:40,Soft (Yielding In Places),2m 4f 112y,Morning Star (IRE),D. E. Mullins,0,Rosemary Connors,11th,3 3/4 l,6,11-7,-,True,86,47
Thurles Racing Results | 19th October 2023 13:40,N/A,13:40,Soft (Yielding In Places),2m 4f 112y,Lady Kate (IRE),S. D. Torrens,0,Ray Hackett,10th,31 l,6,11-7,-,True,86,47
Thurles Racing Results | 19th October 2023 13:40,N/A,13:40,Soft (Yielding In Places),2m 4f 112y,Rebel Treaty (IRE),Phillip Enright,0,Paul O'Flynn,9th,7 l,5,11-7,-,True,86,47
Thurles Racing Results | 19th October 2023 13:40,N/A,13:40,Soft (Yielding In Places),2m 4f 112y,Soldaro (IRE),Sean Flanagan,0,Gavin Patrick Cromwell,8th,7 1/2 l,5,11-7t,-,True,86,47
Thurles Racing Results | 19th October 2023 13:40,N/A,13:40,Soft (Yielding In Places),2m 4f 112y,Battle Away (IRE),D. J. O'Keeffe,0,Ross O'Sullivan,7th,3 l,10,11-7,-,True,86,47
Thurles Racing Results | 19th October 2023 13:40,N/A,13:40,Soft (Yielding In Places),2m 4f 112y,Carrig Carol (IRE),Mr B. Lawless,7,Peter Croke,6th,1/2 l,6,11-7,-,True,86,47
Thurles Racing Results | 19th October 2023 13:40,N/A,13:40,Soft (Yielding In Places),2m 4f 112y,Presenting Doyen (IRE),J. W. Kennedy,0,Cian Michael Collins,5th,1 3/4 l,5,11-7,-,True,86,47
Thurles Racing Results | 19th October 2023 13:40,N/A,13:40,Soft (Yielding In Places),2m 4f 112y,Sainte Dona (FR),Donagh Meyler,0,Thomas Cooper,4th,2 l,6,11-7,-,True,86,47
Thurles Racing Results | 19th October 2023 13:40,N/A,13:40,Soft (Yielding In Places),2m 4f 112y,Henning (IRE),D. King,3,Miss Shauna Larkin,3rd,1 1/2 l,6,11-7,-,True,86,47
Thurles Racing Results | 19th October 2023 13:40,N/A,13:40,Soft (Yielding In Places),2m 4f 112y,Natural Look (IRE),S. Fitzgerald,0,Declan Queally,2nd,6 l,7,11-7,-,True,86,47
Thurles Racing Results | 19th October 2023 13:40,N/A,13:40,Soft (Yielding In Places),2m 4f 112y,Law Ella (IRE),Keith Donoghue,0,Gavin Patrick Cromwell,1st,N/A,6,11-7t1,-,True,86,47
Thurles Racing Results | 19th October 2023 13:40,N/A,13:40,Soft (Yielding In Places),2m 4f 112y,Salt Bridge (IRE),S. F. O'Keeffe,0,Brian Jordan,PU,N/A,5,11-7,-,True,86,47
Thurles Racing Results | 19th October 2023 13:40,N/A,13:40,Soft (Yielding In Places),2m 4f 112y,Merrion Gate (IRE),J. J. Slevin,0,P. A. Fahy,12th,42 l,6,11-7,-,True,86,47
Thurles Racing Results | 19th October 2023 13:40,N/A,13:40,Soft (Yielding In Places),2m 4f 112y,Morning Star (IRE),D. E. Mullins,0,Rosemary Connors,11th,3 3/4 l,6,11-7,-,True,86,47
Thurles Racing Results | 19th October 2023 13:40,N/A,13:40,Soft (Yielding In Places),2m 4f 112y,Lady Kate (IRE),S. D. Torrens,0,Ray Hackett,10th,31 l,6,11-7,-,True,86,47
Thurles Racing Results | 19th October 2023 13:40,N/A,13:40,Soft (Yielding In Places),2m 4f 112y,Rebel Treaty (IRE),Phillip Enright,0,Paul O'Flynn,9th,7 l,5,11-7,-,True,86,47
Thurles Racing Results | 19th October 2023 13:40,N/A,13:40,Soft (Yielding In Places),2m 4f 112y,Soldaro (IRE),Sean Flanagan,0,Gavin Patrick Cromwell,8th,7 1/2 l,5,11-7t,-,True,86,47
Thurles Racing Results | 19th October 2023 13:40,N/A,13:40,Soft (Yielding In Places),2m 4f 112y,Battle Away (IRE),D. J. O'Keeffe,0,Ross O'Sullivan,7th,3 l,10,11-7,-,True,86,47
Thurles Racing Results | 19th October 2023 13:40,N/A,13:40,Soft (Yielding In Places),2m 4f 112y,Carrig Carol (IRE),Mr B. Lawless,7,Peter Croke,6th,1/2 l,6,11-7,-,True,86,47
Thurles Racing Results | 19th October 2023 13:40,N/A,13:40,Soft (Yielding In Places),2m 4f 112y,Presenting Doyen (IRE),J. W. Kennedy,0,Cian Michael Collins,5th,1 3/4 l,5,11-7,-,True,86,47
Thurles Racing Results | 19th October 2023 13:40,N/A,13:40,Soft (Yielding In Places),2m 4f 112y,Sainte Dona (FR),Donagh Meyler,0,Thomas Cooper,4th,2 l,6,11-7,-,True,86,47
Thurles Racing Results | 19th October 2023 13:40,N/A,13:40,Soft (Yielding In Places),2m 4f 112y,Henning (IRE),D. King,3,Miss Shauna Larkin,3rd,1 1/2 l,6,11-7,-,True,86,47
Thurles Racing Results | 19th October 2023 13:40,N/A,13:40,Soft (Yielding In Places),2m 4f 112y,Natural Look (IRE),S. Fitzgerald,0,Declan Queally,2nd,6 l,7,11-7,-,True,86,47
Thurles Racing Results | 19th October 2023 13:40,N/A,13:40,Soft (Yielding In Places),2m 4f 112y,Law Ella (IRE),Keith Donoghue,0,Gavin Patrick Cromwell,1st,N/A,6,11-7t1,-,True,86,47
Thurles Racing Results | 19th October 2023 14:15,N/A,14:15,Soft (Yielding In Places),2m 4f 112y,Elmount (IRE),Patrick O'Hanlon,3,Eamon Courtney,PU,N/A,7,11-7t,94,True,86,48
Thurles Racing Results | 19th October 2023 14:15,N/A,14:15,Soft (Yielding In Places),2m 4f 112y,Baldur's Gate (IRE),Rachael Blackmore,0,Miss D. M. O'Shea,PU,N/A,8,11-11,98,True,86,48
Thurles Racing Results | 19th October 2023 14:15,N/A,14:15,Soft (Yielding In Places),2m 4f 112y,Agirlcalledchloe (IRE),S. D. Torrens,0,P. J. Rothwell,PU,N/A,6,10-4b,77,True,86,48
Thurles Racing Results | 19th October 2023 14:15,N/A,14:15,Soft (Yielding In Places),2m 4f 112y,Roscomroe (IRE),D. P. Maxwell,7,J. P. Broderick,9th,27 l,8,10-2,75,True,86,48
Thurles Racing Results | 19th October 2023 14:15,N/A,14:15,Soft (Yielding In Places),2m 4f 112y,Kilmurry Jj (IRE),J. P. Shinnick,7,Terence O'Brien,8th,22 l,6,11-6t,93,True,86,48
Thurles Racing Results | 19th October 2023 14:15,N/A,14:15,Soft (Yielding In Places),2m 4f 112y,Champagne Vacation (IRE),D. Moloney,7,Sean Aherne,7th,8 1/2 l,8,11-8,95,True,86,48
Thurles Racing Results | 19th October 2023 14:15,N/A,14:15,Soft (Yielding In Places),2m 4f 112y,Nazine (IRE),S. F. O'Keeffe,0,Michael J. McDonagh,6th,8 1/2 l,6,11-10b,97,True,86,48
Thurles Racing Results | 19th October 2023 14:15,N/A,14:15,Soft (Yielding In Places),2m 4f 112y,Sean Says (IRE),Phillip Enright,0,Rodger Sweeney,5th,Short Head,7,11-6p,93,True,86,48
Thurles Racing Results | 19th October 2023 14:15,N/A,14:15,Soft (Yielding In Places),2m 4f 112y,General Ryan (IRE),C. P. O'Shea,7,G. Ahern,4th,3 1/2 l,9,10-13p,86,True,86,48
Thurles Racing Results | 19th October 2023 14:15,N/A,14:15,Soft (Yielding In Places),2m 4f 112y,Likable Chancer (IRE),D. King,3,Daniel John Howard,3rd,1 1/4 l,9,10-13tb,86,True,86,48
Thurles Racing Results | 19th October 2023 14:15,N/A,14:15,Soft (Yielding In Places),2m 4f 112y,Go Battle (IRE),D. J. O'Keeffe,0,Philip Michael Byrne,2nd,4 l,9,10-1,74,True,86,48
Thurles Racing Results | 19th October 2023 14:15,N/A,14:15,Soft (Yielding In Places),2m 4f 112y,Ardera Ru (IRE),Shane O'Callaghan,5,Eoin Doyle,1st,N/A,8,11-13tp,100,True,86,48
Thurles Racing Results | 19th October 2023 14:15,N/A,14:15,Soft (Yielding In Places),2m 4f 112y,Elmount (IRE),Patrick O'Hanlon,3,Eamon Courtney,PU,N/A,7,11-7t,94,True,86,48
Thurles Racing Results | 19th October 2023 14:15,N/A,14:15,Soft (Yielding In Places),2m 4f 112y,Baldur's Gate (IRE),Rachael Blackmore,0,Miss D. M. O'Shea,PU,N/A,8,11-11,98,True,86,48
Thurles Racing Results | 19th October 2023 14:15,N/A,14:15,Soft (Yielding In Places),2m 4f 112y,Agirlcalledchloe (IRE),S. D. Torrens,0,P. J. Rothwell,PU,N/A,6,10-4b,77,True,86,48
Thurles Racing Results | 19th October 2023 14:15,N/A,14:15,Soft (Yielding In Places),2m 4f 112y,Roscomroe (IRE),D. P. Maxwell,7,J. P. Broderick,9th,27 l,8,10-2,75,True,86,48
Thurles Racing Results | 19th October 2023 14:15,N/A,14:15,Soft (Yielding In Places),2m 4f 112y,Kilmurry Jj (IRE),J. P. Shinnick,7,Terence O'Brien,8th,22 l,6,11-6t,93,True,86,48
Thurles Racing Results | 19th October 2023 14:15,N/A,14:15,Soft (Yielding In Places),2m 4f 112y,Champagne Vacation (IRE),D. Moloney,7,Sean Aherne,7th,8 1/2 l,8,11-8,95,True,86,48
Thurles Racing Results | 19th October 2023 14:15,N/A,14:15,Soft (Yielding In Places),2m 4f 112y,Nazine (IRE),S. F. O'Keeffe,0,Michael J. McDonagh,6th,8 1/2 l,6,11-10b,97,True,86,48
Thurles Racing Results | 19th October 2023 14:15,N/A,14:15,Soft (Yielding In Places),2m 4f 112y,Sean Says (IRE),Phillip Enright,0,Rodger Sweeney,5th,Short Head,7,11-6p,93,True,86,48
Thurles Racing Results | 19th October 2023 14:15,N/A,14:15,Soft (Yielding In Places),2m 4f 112y,General Ryan (IRE),C. P. O'Shea,7,G. Ahern,4th,3 1/2 l,9,10-13p,86,True,86,48
Thurles Racing Results | 19th October 2023 14:15,N/A,14:15,Soft (Yielding In Places),2m 4f 112y,Likable Chancer (IRE),D. King,3,Daniel John Howard,3rd,1 1/4 l,9,10-13tb,86,True,86,48
Thurles Racing Results | 19th October 2023 14:15,N/A,14:15,Soft (Yielding In Places),2m 4f 112y,Go Battle (IRE),D. J. O'Keeffe,0,Philip Michael Byrne,2nd,4 l,9,10-1,74,True,86,48
Thurles Racing Results | 19th October 2023 14:15,N/A,14:15,Soft (Yielding In Places),2m 4f 112y,Ardera Ru (IRE),Shane O'Callaghan,5,Eoin Doyle,1st,N/A,8,11-13tp,100,True,86,48
Thurles Racing Results | 19th October 2023 14:50,N/A,14:50,Soft (Yielding In Places),1m 7f 202y,Pampar Lady (IRE),Sean Flanagan,0,Gavin Patrick Cromwell,F,N/A,4,10-12h,-,True,86,49
Thurles Racing Results | 19th October 2023 14:50,N/A,14:50,Soft (Yielding In Places),1m 7f 202y,Lily's Choice (IRE),R. P. Treacy,0,David Harry Kelly,10th,5 l,5,10-13,-,True,86,49
Thurles Racing Results | 19th October 2023 14:50,N/A,14:50,Soft (Yielding In Places),1m 7f 202y,Annie Beag (IRE),Trevor Ryan,5,W. J. Austin,9th,7 l,6,10-13h1,-,True,86,49
Thurles Racing Results | 19th October 2023 14:50,N/A,14:50,Soft (Yielding In Places),1m 7f 202y,Lady Masquerade (IRE),C. D. Maxwell,0,Gavin Patrick Cromwell,8th,1 1/4 l,4,10-12,-,True,86,49
Thurles Racing Results | 19th October 2023 14:50,N/A,14:50,Soft (Yielding In Places),1m 7f 202y,Jetaway To Getaway (IRE),R. A. Doyle,0,Cian Michael Collins,7th,8 l,5,10-13,-,True,86,49
Thurles Racing Results | 19th October 2023 14:50,N/A,14:50,Soft (Yielding In Places),1m 7f 202y,Credit Control (IRE),Phillip Enright,0,Edward Cawley,6th,2 1/2 l,6,10-13,-,True,86,49
Thurles Racing Results | 19th October 2023 14:50,N/A,14:50,Soft (Yielding In Places),1m 7f 202y,Lackaneen Mag (IRE),D. J. O'Keeffe,0,David Kenneth Budds,5th,1/2 l,5,10-13t,-,True,86,49
Thurles Racing Results | 19th October 2023 14:50,N/A,14:50,Soft (Yielding In Places),1m 7f 202y,Molly's Gamble (IRE),Seamus Cronin,5,Paul O'Flynn,4th,9 l,4,11-6tb1,-,True,86,49
Thurles Racing Results | 19th October 2023 14:50,N/A,14:50,Soft (Yielding In Places),1m 7f 202y,Roccos Inspiration (IRE),M. J. M. O'Sullivan,0,Michael G. Kennedy,3rd,2 1/4 l,6,10-13t,-,True,86,49
Thurles Racing Results | 19th October 2023 14:50,N/A,14:50,Soft (Yielding In Places),1m 7f 202y,Shoot Champagne (IRE),P. Byrnes,5,Charles Byrnes,2nd,10 l,4,10-12,-,True,86,49
Thurles Racing Results | 19th October 2023 14:50,N/A,14:50,Soft (Yielding In Places),1m 7f 202y,Brighterdaysahead (FR),J. W. Kennedy,0,Gordon Elliott,1st,N/A,4,11-6,-,True,86,49
Thurles Racing Results | 19th October 2023 14:50,N/A,14:50,Soft (Yielding In Places),1m 7f 202y,Pampar Lady (IRE),Sean Flanagan,0,Gavin Patrick Cromwell,F,N/A,4,10-12h,-,True,86,49
Thurles Racing Results | 19th October 2023 14:50,N/A,14:50,Soft (Yielding In Places),1m 7f 202y,Lily's Choice (IRE),R. P. Treacy,0,David Harry Kelly,10th,5 l,5,10-13,-,True,86,49
Thurles Racing Results | 19th October 2023 14:50,N/A,14:50,Soft (Yielding In Places),1m 7f 202y,Annie Beag (IRE),Trevor Ryan,5,W. J. Austin,9th,7 l,6,10-13h1,-,True,86,49
Thurles Racing Results | 19th October 2023 14:50,N/A,14:50,Soft (Yielding In Places),1m 7f 202y,Lady Masquerade (IRE),C. D. Maxwell,0,Gavin Patrick Cromwell,8th,1 1/4 l,4,10-12,-,True,86,49
Thurles Racing Results | 19th October 2023 14:50,N/A,14:50,Soft (Yielding In Places),1m 7f 202y,Jetaway To Getaway (IRE),R. A. Doyle,0,Cian Michael Collins,7th,8 l,5,10-13,-,True,86,49
Thurles Racing Results | 19th October 2023 14:50,N/A,14:50,Soft (Yielding In Places),1m 7f 202y,Credit Control (IRE),Phillip Enright,0,Edward Cawley,6th,2 1/2 l,6,10-13,-,True,86,49
Thurles Racing Results | 19th October 2023 14:50,N/A,14:50,Soft (Yielding In Places),1m 7f 202y,Lackaneen Mag (IRE),D. J. O'Keeffe,0,David Kenneth Budds,5th,1/2 l,5,10-13t,-,True,86,49
Thurles Racing Results | 19th October 2023 14:50,N/A,14:50,Soft (Yielding In Places),1m 7f 202y,Molly's Gamble (IRE),Seamus Cronin,5,Paul O'Flynn,4th,9 l,4,11-6tb1,-,True,86,49
Thurles Racing Results | 19th October 2023 14:50,N/A,14:50,Soft (Yielding In Places),1m 7f 202y,Roccos Inspiration (IRE),M. J. M. O'Sullivan,0,Michael G. Kennedy,3rd,2 1/4 l,6,10-13t,-,True,86,49
Thurles Racing Results | 19th October 2023 14:50,N/A,14:50,Soft (Yielding In Places),1m 7f 202y,Shoot Champagne (IRE),P. Byrnes,5,Charles Byrnes,2nd,10 l,4,10-12,-,True,86,49
Thurles Racing Results | 19th October 2023 14:50,N/A,14:50,Soft (Yielding In Places),1m 7f 202y,Brighterdaysahead (FR),J. W. Kennedy,0,Gordon Elliott,1st,N/A,4,11-6,-,True,86,49
Thurles Racing Results | 19th October 2023 15:25,N/A,15:25,Soft (Yielding In Places),1m 7f 202y,Corkbeg (IRE),M. J. M. O'Sullivan,0,David Harry Kelly,PU,N/A,6,11-13t,94,True,86,50
Thurles Racing Results | 19th October 2023 15:25,N/A,15:25,Soft (Yielding In Places),1m 7f 202y,Portarlington (IRE),D. J. O'Keeffe,0,David Kenneth Budds,11th,3/4 l,4,11-13t,95,True,86,50
Thurles Racing Results | 19th October 2023 15:25,N/A,15:25,Soft (Yielding In Places),1m 7f 202y,Masterstonemason (IRE),Sean Flanagan,0,F. Costello,10th,1/2 l,9,10-13p,80,True,86,50
Thurles Racing Results | 19th October 2023 15:25,N/A,15:25,Soft (Yielding In Places),1m 7f 202y,Cullenwaine (IRE),S. D. Torrens,0,P. J. Rothwell,9th,1 l,5,11-4p,85,True,86,50
Thurles Racing Results | 19th October 2023 15:25,N/A,15:25,Soft (Yielding In Places),1m 7f 202y,Up She Flew (IRE),Kieran Callaghan,5,Liam P. Cusack,8th,10 l,6,10-13p1,80,True,86,50
Thurles Racing Results | 19th October 2023 15:25,N/A,15:25,Soft (Yielding In Places),1m 7f 202y,Say It So (IRE),M. M. McDonagh,3,Eric McNamara,7th,Head,4,11-12p,94,True,86,50
Thurles Racing Results | 19th October 2023 15:25,N/A,15:25,Soft (Yielding In Places),1m 7f 202y,O'Faolains Glory (IRE),J. P. O'Sullivan,3,N. Dooly,6th,1 l,6,10-13,80,True,86,50
Thurles Racing Results | 19th October 2023 15:25,N/A,15:25,Soft (Yielding In Places),1m 7f 202y,Trenchtown Rock (IRE),A. M. King,7,V. T. O'Brien,5th,1 1/4 l,10,10-13,80,True,86,50
Thurles Racing Results | 19th October 2023 15:25,N/A,15:25,Soft (Yielding In Places),1m 7f 202y,Romella (IRE),Phillip Enright,0,Brendan Maurice Walsh,4th,6 l,9,11-7tp,88,True,86,50
Thurles Racing Results | 19th October 2023 15:25,N/A,15:25,Soft (Yielding In Places),1m 7f 202y,Outdoor Mozzy (IRE),Miss P. Elvin,7,P. J. Rothwell,3rd,7 l,6,10-13t,80,True,86,50
Thurles Racing Results | 19th October 2023 15:25,N/A,15:25,Soft (Yielding In Places),1m 7f 202y,Destivelle (IRE),D. King,3,Shane Kieran Ryder,2nd,1 3/4 l,4,11-1tp,83,True,86,50
Thurles Racing Results | 19th October 2023 15:25,N/A,15:25,Soft (Yielding In Places),1m 7f 202y,Star Official (IRE),D. E. Mullins,0,R. Donohoe,1st,N/A,5,12-0,95,True,86,50
Thurles Racing Results | 19th October 2023 15:25,N/A,15:25,Soft (Yielding In Places),1m 7f 202y,Corkbeg (IRE),M. J. M. O'Sullivan,0,David Harry Kelly,PU,N/A,6,11-13t,94,True,86,50
Thurles Racing Results | 19th October 2023 15:25,N/A,15:25,Soft (Yielding In Places),1m 7f 202y,Portarlington (IRE),D. J. O'Keeffe,0,David Kenneth Budds,11th,3/4 l,4,11-13t,95,True,86,50
Thurles Racing Results | 19th October 2023 15:25,N/A,15:25,Soft (Yielding In Places),1m 7f 202y,Masterstonemason (IRE),Sean Flanagan,0,F. Costello,10th,1/2 l,9,10-13p,80,True,86,50
Thurles Racing Results | 19th October 2023 15:25,N/A,15:25,Soft (Yielding In Places),1m 7f 202y,Cullenwaine (IRE),S. D. Torrens,0,P. J. Rothwell,9th,1 l,5,11-4p,85,True,86,50
Thurles Racing Results | 19th October 2023 15:25,N/A,15:25,Soft (Yielding In Places),1m 7f 202y,Up She Flew (IRE),Kieran Callaghan,5,Liam P. Cusack,8th,10 l,6,10-13p1,80,True,86,50
Thurles Racing Results | 19th October 2023 15:25,N/A,15:25,Soft (Yielding In Places),1m 7f 202y,Say It So (IRE),M. M. McDonagh,3,Eric McNamara,7th,Head,4,11-12p,94,True,86,50
Thurles Racing Results | 19th October 2023 15:25,N/A,15:25,Soft (Yielding In Places),1m 7f 202y,O'Faolains Glory (IRE),J. P. O'Sullivan,3,N. Dooly,6th,1 l,6,10-13,80,True,86,50
Thurles Racing Results | 19th October 2023 15:25,N/A,15:25,Soft (Yielding In Places),1m 7f 202y,Trenchtown Rock (IRE),A. M. King,7,V. T. O'Brien,5th,1 1/4 l,10,10-13,80,True,86,50
Thurles Racing Results | 19th October 2023 15:25,N/A,15:25,Soft (Yielding In Places),1m 7f 202y,Romella (IRE),Phillip Enright,0,Brendan Maurice Walsh,4th,6 l,9,11-7tp,88,True,86,50
