track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
N/A,N/A,16:10,Yielding (Good To Yielding In Places),2m 4f,Irish Envoy (IRE),T. P. Harney,7,Miss Elizabeth Doyle,1st,N/A,5,12-0,102,True,85,19
N/A,N/A,16:45,Yielding (Good To Yielding In Places),2m 7f,No Thanks,R. P. Treacy,0,Matthew J. Smith,UR,N/A,7,10-8,105,True,85,20
N/A,N/A,16:45,Yielding (Good To Yielding In Places),2m 7f,Eat The Book (IRE),Mr S. W. Condon,7,Dermot Anthony McLoughlin,PU,N/A,10,11-2,113,True,85,20
N/A,N/A,16:45,Yielding (Good To Yielding In Places),2m 7f,Sea Aster (IRE),J. W. Kennedy,0,Gordon Elliott,PU,N/A,5,10-13b1,110,True,85,20
N/A,N/A,16:45,Yielding (Good To Yielding In Places),2m 7f,Fully Charged,D. J. O'Keeffe,0,Henry de Bromhead,16th,13 l,9,11-11b,122,True,85,20
N/A,N/A,16:45,Yielding (Good To Yielding In Places),2m 7f,Dovlator (IRE),J. J. Slevin,0,Dermot Anthony McLoughlin,15th,5 1/2 l,7,11-10t,121,True,85,20
N/A,N/A,16:45,Yielding (Good To Yielding In Places),2m 7f,Midnight Our Fred (IRE),D. E. Mullins,0,J. P. Flavin,14th,34 l,6,10-11,108,True,85,20
N/A,N/A,16:45,Yielding (Good To Yielding In Places),2m 7f,Early Arrival (IRE),Kieran Callaghan,5,James M. Barcoe,13th,33 l,8,10-0t,97,True,85,20
N/A,N/A,16:45,Yielding (Good To Yielding In Places),2m 7f,Wa Wa (IRE),Patrick O'Hanlon,3,Dermot Anthony McLoughlin,12th,1/2 l,8,11-2t,113,True,85,20
N/A,N/A,16:45,Yielding (Good To Yielding In Places),2m 7f,Malina Girl (IRE),Rachael Blackmore,0,Gavin Patrick Cromwell,11th,3 l,6,11-2,113,True,85,20
N/A,N/A,16:45,Yielding (Good To Yielding In Places),2m 7f,Brianna Lily (IRE),M. M. McDonagh,5,Patrick T. Foley,10th,1 3/4 l,6,10-10p,107,True,85,20
N/A,N/A,16:45,Yielding (Good To Yielding In Places),2m 7f,Mighty Mo Missouri (IRE),C. Smithers,7,Mrs J. Harrington,9th,Neck,4,11-1tp,114,True,85,20
N/A,N/A,16:45,Yielding (Good To Yielding In Places),2m 7f,A Great View (IRE),C. G. O'Dwyer,5,Denis W. Cullen,8th,2 3/4 l,12,11-7p,118,True,85,20
N/A,N/A,16:45,Yielding (Good To Yielding In Places),2m 7f,Good World (IRE),R. A. Doyle,0,Eoin Griffin,7th,Short Head,8,10-5p,102,True,85,20
N/A,N/A,16:45,Yielding (Good To Yielding In Places),2m 7f,Hand Over Fist (FR),M. P. O'Connor,3,Henry de Bromhead,6th,1/2 l,6,10-12,109,True,85,20
N/A,N/A,16:45,Yielding (Good To Yielding In Places),2m 7f,Outside The Door (IRE),A. P. Kelly,5,Padraig Roche,5th,3/4 l,7,10-9p,106,True,85,20
N/A,N/A,16:45,Yielding (Good To Yielding In Places),2m 7f,Another Choice (IRE),B. W. Harvey,3,Matthew J. Smith,4th,2 1/2 l,6,11-7t,118,True,85,20
N/A,N/A,16:45,Yielding (Good To Yielding In Places),2m 7f,Glenquin Castle (IRE),M. P. Walsh,0,Martin Brassil,3rd,Nose,9,11-3t,114,True,85,20
N/A,N/A,16:45,Yielding (Good To Yielding In Places),2m 7f,Stuzzikini (IRE),Jordan Colin Gainford,0,Gordon Elliott,2nd,3 1/2 l,5,11-13p1,124,True,85,20
N/A,N/A,16:45,Yielding (Good To Yielding In Places),2m 7f,Getaway Charlie (IRE),Mr D. Doyle,7,Timothy Doyle,1st,N/A,7,10-12,109,True,85,20
N/A,N/A,16:45,Yielding (Good To Yielding In Places),2m 7f,No Thanks,R. P. Treacy,0,Matthew J. Smith,UR,N/A,7,10-8,105,True,85,20
N/A,N/A,16:45,Yielding (Good To Yielding In Places),2m 7f,Eat The Book (IRE),Mr S. W. Condon,7,Dermot Anthony McLoughlin,PU,N/A,10,11-2,113,True,85,20
N/A,N/A,16:45,Yielding (Good To Yielding In Places),2m 7f,Sea Aster (IRE),J. W. Kennedy,0,Gordon Elliott,PU,N/A,5,10-13b1,110,True,85,20
N/A,N/A,16:45,Yielding (Good To Yielding In Places),2m 7f,Fully Charged,D. J. O'Keeffe,0,Henry de Bromhead,16th,13 l,9,11-11b,122,True,85,20
N/A,N/A,16:45,Yielding (Good To Yielding In Places),2m 7f,Dovlator (IRE),J. J. Slevin,0,Dermot Anthony McLoughlin,15th,5 1/2 l,7,11-10t,121,True,85,20
N/A,N/A,16:45,Yielding (Good To Yielding In Places),2m 7f,Midnight Our Fred (IRE),D. E. Mullins,0,J. P. Flavin,14th,34 l,6,10-11,108,True,85,20
N/A,N/A,16:45,Yielding (Good To Yielding In Places),2m 7f,Early Arrival (IRE),Kieran Callaghan,5,James M. Barcoe,13th,33 l,8,10-0t,97,True,85,20
N/A,N/A,16:45,Yielding (Good To Yielding In Places),2m 7f,Wa Wa (IRE),Patrick O'Hanlon,3,Dermot Anthony McLoughlin,12th,1/2 l,8,11-2t,113,True,85,20
N/A,N/A,16:45,Yielding (Good To Yielding In Places),2m 7f,Malina Girl (IRE),Rachael Blackmore,0,Gavin Patrick Cromwell,11th,3 l,6,11-2,113,True,85,20
N/A,N/A,16:45,Yielding (Good To Yielding In Places),2m 7f,Brianna Lily (IRE),M. M. McDonagh,5,Patrick T. Foley,10th,1 3/4 l,6,10-10p,107,True,85,20
N/A,N/A,16:45,Yielding (Good To Yielding In Places),2m 7f,Mighty Mo Missouri (IRE),C. Smithers,7,Mrs J. Harrington,9th,Neck,4,11-1tp,114,True,85,20
N/A,N/A,16:45,Yielding (Good To Yielding In Places),2m 7f,A Great View (IRE),C. G. O'Dwyer,5,Denis W. Cullen,8th,2 3/4 l,12,11-7p,118,True,85,20
N/A,N/A,16:45,Yielding (Good To Yielding In Places),2m 7f,Good World (IRE),R. A. Doyle,0,Eoin Griffin,7th,Short Head,8,10-5p,102,True,85,20
N/A,N/A,16:45,Yielding (Good To Yielding In Places),2m 7f,Hand Over Fist (FR),M. P. O'Connor,3,Henry de Bromhead,6th,1/2 l,6,10-12,109,True,85,20
N/A,N/A,16:45,Yielding (Good To Yielding In Places),2m 7f,Outside The Door (IRE),A. P. Kelly,5,Padraig Roche,5th,3/4 l,7,10-9p,106,True,85,20
N/A,N/A,16:45,Yielding (Good To Yielding In Places),2m 7f,Another Choice (IRE),B. W. Harvey,3,Matthew J. Smith,4th,2 1/2 l,6,11-7t,118,True,85,20
N/A,N/A,16:45,Yielding (Good To Yielding In Places),2m 7f,Glenquin Castle (IRE),M. P. Walsh,0,Martin Brassil,3rd,Nose,9,11-3t,114,True,85,20
N/A,N/A,16:45,Yielding (Good To Yielding In Places),2m 7f,Stuzzikini (IRE),Jordan Colin Gainford,0,Gordon Elliott,2nd,3 1/2 l,5,11-13p1,124,True,85,20
N/A,N/A,16:45,Yielding (Good To Yielding In Places),2m 7f,Getaway Charlie (IRE),Mr D. Doyle,7,Timothy Doyle,1st,N/A,7,10-12,109,True,85,20
N/A,N/A,17:20,Yielding (Good To Yielding In Places),2m 140y,Stellar Jury,C. Dunne,7,V. C. Ward,17th,24 l,4,11-10h1,-,True,85,21
N/A,N/A,17:20,Yielding (Good To Yielding In Places),2m 140y,Global Brief (IRE),Mr Pat Taaffe,7,Noel Meade,16th,4 1/2 l,5,11-11,-,True,85,21
N/A,N/A,17:20,Yielding (Good To Yielding In Places),2m 140y,Doyen Flyer (IRE),Mr S. Cleary,7,James M. Barcoe,15th,5 1/2 l,5,11-11,-,True,85,21
N/A,N/A,17:20,Yielding (Good To Yielding In Places),2m 140y,Dark Treat (IRE),Mr D. Doyle,7,Timothy Doyle,14th,17 l,4,11-10,-,True,85,21
N/A,N/A,17:20,Yielding (Good To Yielding In Places),2m 140y,Lady Danu (IRE),Mr T. A. Halford,7,M. Halford & T. Collins,13th,6 l,7,11-11,-,True,85,21
N/A,N/A,17:20,Yielding (Good To Yielding In Places),2m 140y,Intertwine (FR),Mr J. L. Gleeson,5,Ms Margaret Mullins,12th,16 l,5,11-11,-,True,85,21
N/A,N/A,17:20,Yielding (Good To Yielding In Places),2m 140y,Feron Lake (IRE),Mr D. O'Connor,0,Noel O'Neill,11th,5 1/2 l,5,11-11,-,True,85,21
N/A,N/A,17:20,Yielding (Good To Yielding In Places),2m 140y,Whitewinewednesday (IRE),Mr E. P. O'Brien,5,Matthew A. Daly,10th,2 1/4 l,4,11-10,-,True,85,21
N/A,N/A,17:20,Yielding (Good To Yielding In Places),2m 140y,True Testimony (IRE),Mr R. W. Barron,5,P. A. Fahy,9th,1 1/4 l,4,11-10,-,True,85,21
N/A,N/A,17:20,Yielding (Good To Yielding In Places),2m 140y,Milanaway (IRE),Mr H. C. Swan,5,Miss Shauna Larkin,8th,Neck,5,11-11,-,True,85,21
N/A,N/A,17:20,Yielding (Good To Yielding In Places),2m 140y,Traditude Tara (IRE),Mr P. W. Mullins,0,W. P. Mullins,7th,3/4 l,5,11-11t1,-,True,85,21
N/A,N/A,17:20,Yielding (Good To Yielding In Places),2m 140y,Day's A Dawning (IRE),Mr J. H. Williamson,7,Gordon Elliott,6th,5 1/2 l,4,11-10,-,True,85,21
N/A,N/A,17:20,Yielding (Good To Yielding In Places),2m 140y,The Twelve Pins (IRE),Mr Charlie Mullins,7,W. P. Mullins,5th,7 l,5,11-11,-,True,85,21
N/A,N/A,17:20,Yielding (Good To Yielding In Places),2m 140y,East Side (IRE),Mr Finian Maguire,0,Charles Weld,4th,1 1/2 l,6,11-11,-,True,85,21
N/A,N/A,17:20,Yielding (Good To Yielding In Places),2m 140y,Wild Mandate (IRE),Mr J. C. Barry,3,Mark McNiff,3rd,Neck,4,11-10,-,True,85,21
N/A,N/A,17:20,Yielding (Good To Yielding In Places),2m 140y,Royal Hollow (IRE),Mr A. P. Ryan,7,A. Slattery,2nd,3 3/4 l,5,11-11,-,True,85,21
N/A,N/A,17:20,Yielding (Good To Yielding In Places),2m 140y,Tarnova (IRE),Mr J. M. Halford,7,M. Halford & T. Collins,1st,N/A,4,11-10,-,True,85,21
N/A,N/A,17:20,Yielding (Good To Yielding In Places),2m 140y,Stellar Jury,C. Dunne,7,V. C. Ward,17th,24 l,4,11-10h1,-,True,85,21
N/A,N/A,17:20,Yielding (Good To Yielding In Places),2m 140y,Global Brief (IRE),Mr Pat Taaffe,7,Noel Meade,16th,4 1/2 l,5,11-11,-,True,85,21
N/A,N/A,17:20,Yielding (Good To Yielding In Places),2m 140y,Doyen Flyer (IRE),Mr S. Cleary,7,James M. Barcoe,15th,5 1/2 l,5,11-11,-,True,85,21
N/A,N/A,17:20,Yielding (Good To Yielding In Places),2m 140y,Dark Treat (IRE),Mr D. Doyle,7,Timothy Doyle,14th,17 l,4,11-10,-,True,85,21
N/A,N/A,17:20,Yielding (Good To Yielding In Places),2m 140y,Lady Danu (IRE),Mr T. A. Halford,7,M. Halford & T. Collins,13th,6 l,7,11-11,-,True,85,21
N/A,N/A,17:20,Yielding (Good To Yielding In Places),2m 140y,Intertwine (FR),Mr J. L. Gleeson,5,Ms Margaret Mullins,12th,16 l,5,11-11,-,True,85,21
N/A,N/A,17:20,Yielding (Good To Yielding In Places),2m 140y,Feron Lake (IRE),Mr D. O'Connor,0,Noel O'Neill,11th,5 1/2 l,5,11-11,-,True,85,21
N/A,N/A,17:20,Yielding (Good To Yielding In Places),2m 140y,Whitewinewednesday (IRE),Mr E. P. O'Brien,5,Matthew A. Daly,10th,2 1/4 l,4,11-10,-,True,85,21
N/A,N/A,17:20,Yielding (Good To Yielding In Places),2m 140y,True Testimony (IRE),Mr R. W. Barron,5,P. A. Fahy,9th,1 1/4 l,4,11-10,-,True,85,21
N/A,N/A,17:20,Yielding (Good To Yielding In Places),2m 140y,Milanaway (IRE),Mr H. C. Swan,5,Miss Shauna Larkin,8th,Neck,5,11-11,-,True,85,21
N/A,N/A,17:20,Yielding (Good To Yielding In Places),2m 140y,Traditude Tara (IRE),Mr P. W. Mullins,0,W. P. Mullins,7th,3/4 l,5,11-11t1,-,True,85,21
N/A,N/A,17:20,Yielding (Good To Yielding In Places),2m 140y,Day's A Dawning (IRE),Mr J. H. Williamson,7,Gordon Elliott,6th,5 1/2 l,4,11-10,-,True,85,21
N/A,N/A,17:20,Yielding (Good To Yielding In Places),2m 140y,The Twelve Pins (IRE),Mr Charlie Mullins,7,W. P. Mullins,5th,7 l,5,11-11,-,True,85,21
N/A,N/A,17:20,Yielding (Good To Yielding In Places),2m 140y,East Side (IRE),Mr Finian Maguire,0,Charles Weld,4th,1 1/2 l,6,11-11,-,True,85,21
N/A,N/A,17:20,Yielding (Good To Yielding In Places),2m 140y,Wild Mandate (IRE),Mr J. C. Barry,3,Mark McNiff,3rd,Neck,4,11-10,-,True,85,21
N/A,N/A,17:20,Yielding (Good To Yielding In Places),2m 140y,Royal Hollow (IRE),Mr A. P. Ryan,7,A. Slattery,2nd,3 3/4 l,5,11-11,-,True,85,21
N/A,N/A,17:20,Yielding (Good To Yielding In Places),2m 140y,Tarnova (IRE),Mr J. M. Halford,7,M. Halford & T. Collins,1st,N/A,4,11-10,-,True,85,21
N/A,N/A,13:50,Yielding To Soft,2m 50y,Restless Son (IRE),A. M. McCurtin,0,Norman Lee,15th,2 3/4 l,6,11-12,-,True,85,22
N/A,N/A,13:50,Yielding To Soft,2m 50y,Smile Again (IRE),D. Butler,7,Mark Fahey,14th,4 3/4 l,6,11-5,-,True,85,22
N/A,N/A,13:50,Yielding To Soft,2m 50y,Blackcastle Storm,R. P. Treacy,0,Matthew J. Smith,13th,3 1/2 l,6,11-12t,-,True,85,22
N/A,N/A,13:50,Yielding To Soft,2m 50y,Shining Flame (IRE),C. D. Maxwell,0,Miss Suzy Barkley,12th,7 1/2 l,6,11-12,-,True,85,22
N/A,N/A,13:50,Yielding To Soft,2m 50y,Divilabother (IRE),Keith Donoghue,0,Thomas Coyle,11th,3 1/4 l,5,11-12,-,True,85,22
N/A,N/A,13:50,Yielding To Soft,2m 50y,Kalaroun (IRE),C. G. O'Dwyer,5,Conor O'Dwyer,10th,7 1/2 l,5,11-12,-,True,85,22
N/A,N/A,13:50,Yielding To Soft,2m 50y,Forever Frankie (IRE),S. F. O'Keeffe,0,Sean Aherne,9th,Nose,6,11-12,-,True,85,22
N/A,N/A,13:50,Yielding To Soft,2m 50y,Lookondebrightside (IRE),E. A. Fitzgerald,7,Peter Fahey,8th,3 1/2 l,7,11-12,-,True,85,22
N/A,N/A,13:50,Yielding To Soft,2m 50y,Solo Flight (IRE),B. Hayes,0,John McConnell,7th,3 3/4 l,5,11-12t,-,True,85,22
N/A,N/A,13:50,Yielding To Soft,2m 50y,Schiehallion (IRE),M. J. Molloy,7,Dermot Anthony McLoughlin,6th,2 3/4 l,6,11-12,-,True,85,22
N/A,N/A,13:50,Yielding To Soft,2m 50y,Qatar Spirit (FR),Liam Quinlan,5,Timothy Cleary,5th,2 1/2 l,9,11-12,-,True,85,22
N/A,N/A,13:50,Yielding To Soft,2m 50y,Idol (FR),Phillip Enright,0,S. Curling,4th,3/4 l,5,11-5,-,True,85,22
N/A,N/A,13:50,Yielding To Soft,2m 50y,Dorans Law (IRE),D. J. O'Keeffe,0,M. Hourigan,3rd,6 l,5,11-12,-,True,85,22
N/A,N/A,13:50,Yielding To Soft,2m 50y,Barometer (IRE),R. A. Doyle,0,John Joseph Murphy,2nd,12 l,8,11-12,-,True,85,22
N/A,N/A,13:50,Yielding To Soft,2m 50y,Fascile Mode (IRE),M. J. M. O'Sullivan,0,Thomas Mullins,1st,N/A,5,11-12,-,True,85,22
N/A,N/A,13:50,Yielding To Soft,2m 50y,Restless Son (IRE),A. M. McCurtin,0,Norman Lee,15th,2 3/4 l,6,11-12,-,True,85,22
N/A,N/A,13:50,Yielding To Soft,2m 50y,Smile Again (IRE),D. Butler,7,Mark Fahey,14th,4 3/4 l,6,11-5,-,True,85,22
N/A,N/A,13:50,Yielding To Soft,2m 50y,Blackcastle Storm,R. P. Treacy,0,Matthew J. Smith,13th,3 1/2 l,6,11-12t,-,True,85,22
N/A,N/A,13:50,Yielding To Soft,2m 50y,Shining Flame (IRE),C. D. Maxwell,0,Miss Suzy Barkley,12th,7 1/2 l,6,11-12,-,True,85,22
N/A,N/A,13:50,Yielding To Soft,2m 50y,Divilabother (IRE),Keith Donoghue,0,Thomas Coyle,11th,3 1/4 l,5,11-12,-,True,85,22
N/A,N/A,13:50,Yielding To Soft,2m 50y,Kalaroun (IRE),C. G. O'Dwyer,5,Conor O'Dwyer,10th,7 1/2 l,5,11-12,-,True,85,22
N/A,N/A,13:50,Yielding To Soft,2m 50y,Forever Frankie (IRE),S. F. O'Keeffe,0,Sean Aherne,9th,Nose,6,11-12,-,True,85,22
N/A,N/A,13:50,Yielding To Soft,2m 50y,Lookondebrightside (IRE),E. A. Fitzgerald,7,Peter Fahey,8th,3 1/2 l,7,11-12,-,True,85,22
N/A,N/A,13:50,Yielding To Soft,2m 50y,Solo Flight (IRE),B. Hayes,0,John McConnell,7th,3 3/4 l,5,11-12t,-,True,85,22
N/A,N/A,13:50,Yielding To Soft,2m 50y,Schiehallion (IRE),M. J. Molloy,7,Dermot Anthony McLoughlin,6th,2 3/4 l,6,11-12,-,True,85,22
N/A,N/A,13:50,Yielding To Soft,2m 50y,Qatar Spirit (FR),Liam Quinlan,5,Timothy Cleary,5th,2 1/2 l,9,11-12,-,True,85,22
N/A,N/A,13:50,Yielding To Soft,2m 50y,Idol (FR),Phillip Enright,0,S. Curling,4th,3/4 l,5,11-5,-,True,85,22
N/A,N/A,13:50,Yielding To Soft,2m 50y,Dorans Law (IRE),D. J. O'Keeffe,0,M. Hourigan,3rd,6 l,5,11-12,-,True,85,22
N/A,N/A,13:50,Yielding To Soft,2m 50y,Barometer (IRE),R. A. Doyle,0,John Joseph Murphy,2nd,12 l,8,11-12,-,True,85,22
N/A,N/A,13:50,Yielding To Soft,2m 50y,Fascile Mode (IRE),M. J. M. O'Sullivan,0,Thomas Mullins,1st,N/A,5,11-12,-,True,85,22
N/A,N/A,14:25,Yielding To Soft,2m 50y,Coastguard Lady (IRE),Patrick O'Hanlon,3,P. J. Rothwell,PU,N/A,5,10-5tp,95,True,85,23
N/A,N/A,14:25,Yielding To Soft,2m 50y,Derridae (IRE),Jordan Colin Gainford,0,Moses McCabe,9th,43 l,8,10-13,103,True,85,23
N/A,N/A,14:25,Yielding To Soft,2m 50y,Circus Act (IRE),Gavin Peter Brouder,5,James A. Nash,8th,1 1/4 l,4,10-11,102,True,85,23
N/A,N/A,14:25,Yielding To Soft,2m 50y,Hophornbeam (IRE),M. P. O'Connor,3,W. J. Burke,7th,17 l,8,11-5t,109,True,85,23
N/A,N/A,14:25,Yielding To Soft,2m 50y,Dame Rapide (IRE),D. E. Mullins,0,James M. Barrett,6th,4 3/4 l,6,11-8,112,True,85,23
N/A,N/A,14:25,Yielding To Soft,2m 50y,Ta Na La (USA),M. J. M. O'Sullivan,0,T. M. Walsh,5th,3 3/4 l,4,10-7t,98,True,85,23
N/A,N/A,14:25,Yielding To Soft,2m 50y,Lovely Reaction (IRE),S. D. Torrens,0,Thomas Mullins,4th,1/2 l,5,10-7,97,True,85,23
N/A,N/A,14:25,Yielding To Soft,2m 50y,Angelsworknovrtime (IRE),M. M. McDonagh,5,James Andrew Fahey,3rd,1 3/4 l,7,10-6,96,True,85,23
N/A,N/A,14:25,Yielding To Soft,2m 50y,First Dare (IRE),T. P. Harney,7,Miss Elizabeth Doyle,2nd,19 l,5,11-4,108,True,85,23
N/A,N/A,14:25,Yielding To Soft,2m 50y,Banntown Girl (IRE),Mr R. James,7,Stephen Gerard Carey,1st,N/A,8,11-12tp,116,True,85,23
N/A,N/A,14:25,Yielding To Soft,2m 50y,Coastguard Lady (IRE),Patrick O'Hanlon,3,P. J. Rothwell,PU,N/A,5,10-5tp,95,True,85,23
N/A,N/A,14:25,Yielding To Soft,2m 50y,Derridae (IRE),Jordan Colin Gainford,0,Moses McCabe,9th,43 l,8,10-13,103,True,85,23
N/A,N/A,14:25,Yielding To Soft,2m 50y,Circus Act (IRE),Gavin Peter Brouder,5,James A. Nash,8th,1 1/4 l,4,10-11,102,True,85,23
N/A,N/A,14:25,Yielding To Soft,2m 50y,Hophornbeam (IRE),M. P. O'Connor,3,W. J. Burke,7th,17 l,8,11-5t,109,True,85,23
N/A,N/A,14:25,Yielding To Soft,2m 50y,Dame Rapide (IRE),D. E. Mullins,0,James M. Barrett,6th,4 3/4 l,6,11-8,112,True,85,23
N/A,N/A,14:25,Yielding To Soft,2m 50y,Ta Na La (USA),M. J. M. O'Sullivan,0,T. M. Walsh,5th,3 3/4 l,4,10-7t,98,True,85,23
N/A,N/A,14:25,Yielding To Soft,2m 50y,Lovely Reaction (IRE),S. D. Torrens,0,Thomas Mullins,4th,1/2 l,5,10-7,97,True,85,23
N/A,N/A,14:25,Yielding To Soft,2m 50y,Angelsworknovrtime (IRE),M. M. McDonagh,5,James Andrew Fahey,3rd,1 3/4 l,7,10-6,96,True,85,23
N/A,N/A,14:25,Yielding To Soft,2m 50y,First Dare (IRE),T. P. Harney,7,Miss Elizabeth Doyle,2nd,19 l,5,11-4,108,True,85,23
N/A,N/A,14:25,Yielding To Soft,2m 50y,Banntown Girl (IRE),Mr R. James,7,Stephen Gerard Carey,1st,N/A,8,11-12tp,116,True,85,23
N/A,N/A,15:00,Yielding To Soft,2m 4f,Hereditary Rule (IRE),S. D. Torrens,0,John McConnell,17th,49 l,8,10-13t,114,True,85,24
N/A,N/A,15:00,Yielding To Soft,2m 4f,Tom Mcgreevy (IRE),J. P. O'Sullivan,3,Miss Elizabeth Doyle,16th,18 l,8,11-4ht,119,True,85,24
N/A,N/A,15:00,Yielding To Soft,2m 4f,It Could Be You (IRE),D. E. Mullins,0,Thomas Mullins,15th,9 1/2 l,9,10-8t,109,True,85,24
N/A,N/A,15:00,Yielding To Soft,2m 4f,Sir Bob (IRE),M. P. Walsh,0,Robert Tyner,14th,Head,11,11-1,116,True,85,24
N/A,N/A,15:00,Yielding To Soft,2m 4f,Imperial Ruler (IRE),M. J. Molloy,7,Dermot Anthony McLoughlin,13th,2 l,6,10-11t1,112,True,85,24
N/A,N/A,15:00,Yielding To Soft,2m 4f,Mary's Pride (IRE),Phillip Enright,0,Edward Cawley,12th,7 l,6,10-6,107,True,85,24
N/A,N/A,15:00,Yielding To Soft,2m 4f,Ms Agartha Yeats (IRE),S. F. O'Keeffe,0,Hugh P. Finegan,11th,2 l,5,10-13,114,True,85,24
N/A,N/A,15:00,Yielding To Soft,2m 4f,Jacksons Gold (IRE),Mr O. McGill,7,Ms A. Curran,10th,11 l,9,11-5,120,True,85,24
N/A,N/A,15:00,Yielding To Soft,2m 4f,Fortunedefortunata (IRE),J. W. Kennedy,0,Gordon Elliott,9th,2 1/4 l,6,11-5,120,True,85,24
N/A,N/A,15:00,Yielding To Soft,2m 4f,General Clermont (FR),Gavin Peter Brouder,5,D. E. Fitzgerald,8th,2 3/4 l,7,10-2,103,True,85,24
N/A,N/A,15:00,Yielding To Soft,2m 4f,Garrybello (FR),M. J. M. O'Sullivan,0,Thomas Cooper,7th,2 l,5,11-7t,122,True,85,24
N/A,N/A,15:00,Yielding To Soft,2m 4f,Max Flamingo (IRE),Thomas Reilly,7,Francis Casey,6th,4 3/4 l,8,11-8p,123,True,85,24
N/A,N/A,15:00,Yielding To Soft,2m 4f,Clifftop,J. J. Slevin,0,Harry Rogers,5th,1 1/4 l,7,10-5t,106,True,85,24
N/A,N/A,15:00,Yielding To Soft,2m 4f,Moonovercloon (IRE),Keith Donoghue,0,Matthew J. Smith,4th,1 1/2 l,6,11-12,127,True,85,24
N/A,N/A,15:00,Yielding To Soft,2m 4f,Como Park (IRE),Rachael Blackmore,0,Henry de Bromhead,3rd,1 1/4 l,4,10-4tb,107,True,85,24
N/A,N/A,15:00,Yielding To Soft,2m 4f,Gaoth Chuil (IRE),Shane O'Callaghan,5,T. M. Walsh,2nd,7 1/2 l,5,11-3,118,True,85,24
N/A,N/A,15:00,Yielding To Soft,2m 4f,Dancing Jeremy (IRE),Donagh Meyler,0,James Andrew Fahey,1st,N/A,8,10-7,108,True,85,24
N/A,N/A,15:00,Yielding To Soft,2m 4f,Hereditary Rule (IRE),S. D. Torrens,0,John McConnell,17th,49 l,8,10-13t,114,True,85,24
N/A,N/A,15:00,Yielding To Soft,2m 4f,Tom Mcgreevy (IRE),J. P. O'Sullivan,3,Miss Elizabeth Doyle,16th,18 l,8,11-4ht,119,True,85,24
N/A,N/A,15:00,Yielding To Soft,2m 4f,It Could Be You (IRE),D. E. Mullins,0,Thomas Mullins,15th,9 1/2 l,9,10-8t,109,True,85,24
N/A,N/A,15:00,Yielding To Soft,2m 4f,Sir Bob (IRE),M. P. Walsh,0,Robert Tyner,14th,Head,11,11-1,116,True,85,24
N/A,N/A,15:00,Yielding To Soft,2m 4f,Imperial Ruler (IRE),M. J. Molloy,7,Dermot Anthony McLoughlin,13th,2 l,6,10-11t1,112,True,85,24
N/A,N/A,15:00,Yielding To Soft,2m 4f,Mary's Pride (IRE),Phillip Enright,0,Edward Cawley,12th,7 l,6,10-6,107,True,85,24
N/A,N/A,15:00,Yielding To Soft,2m 4f,Ms Agartha Yeats (IRE),S. F. O'Keeffe,0,Hugh P. Finegan,11th,2 l,5,10-13,114,True,85,24
N/A,N/A,15:00,Yielding To Soft,2m 4f,Jacksons Gold (IRE),Mr O. McGill,7,Ms A. Curran,10th,11 l,9,11-5,120,True,85,24
N/A,N/A,15:00,Yielding To Soft,2m 4f,Fortunedefortunata (IRE),J. W. Kennedy,0,Gordon Elliott,9th,2 1/4 l,6,11-5,120,True,85,24
N/A,N/A,15:00,Yielding To Soft,2m 4f,General Clermont (FR),Gavin Peter Brouder,5,D. E. Fitzgerald,8th,2 3/4 l,7,10-2,103,True,85,24
N/A,N/A,15:00,Yielding To Soft,2m 4f,Garrybello (FR),M. J. M. O'Sullivan,0,Thomas Cooper,7th,2 l,5,11-7t,122,True,85,24
N/A,N/A,15:00,Yielding To Soft,2m 4f,Max Flamingo (IRE),Thomas Reilly,7,Francis Casey,6th,4 3/4 l,8,11-8p,123,True,85,24
N/A,N/A,15:00,Yielding To Soft,2m 4f,Clifftop,J. J. Slevin,0,Harry Rogers,5th,1 1/4 l,7,10-5t,106,True,85,24
N/A,N/A,15:00,Yielding To Soft,2m 4f,Moonovercloon (IRE),Keith Donoghue,0,Matthew J. Smith,4th,1 1/2 l,6,11-12,127,True,85,24
N/A,N/A,15:00,Yielding To Soft,2m 4f,Como Park (IRE),Rachael Blackmore,0,Henry de Bromhead,3rd,1 1/4 l,4,10-4tb,107,True,85,24
N/A,N/A,15:00,Yielding To Soft,2m 4f,Gaoth Chuil (IRE),Shane O'Callaghan,5,T. M. Walsh,2nd,7 1/2 l,5,11-3,118,True,85,24
N/A,N/A,15:00,Yielding To Soft,2m 4f,Dancing Jeremy (IRE),Donagh Meyler,0,James Andrew Fahey,1st,N/A,8,10-7,108,True,85,24
N/A,N/A,15:35,Yielding To Soft,2m 2f 50y,Dragon Rock (IRE),J. S. McGarvey,0,John Joseph Hanlon,6th,22 l,7,11-1,-,True,85,25
N/A,N/A,15:35,Yielding To Soft,2m 2f 50y,Hazelhatch Lady (IRE),M. M. McDonagh,0,James Andrew Fahey,5th,6 1/2 l,6,10-8,-,True,85,25
N/A,N/A,15:35,Yielding To Soft,2m 2f 50y,Path D'oroux (FR),D. E. Mullins,0,Gavin Patrick Cromwell,4th,18 l,6,11-1,-,True,85,25
