track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Cork Racing Results | 5th August 2024 14:35,N/A,14:35,Good To Yielding (Yielding In Places),2m 1f,Only One Plan (IRE),C Owens,7,P J Rothwell,6th,1/2 l,7,10-2p,98,True,131,42
Cork Racing Results | 5th August 2024 14:35,N/A,14:35,Good To Yielding (Yielding In Places),2m 1f,Flidais (IRE),D E Mullins,0,J P Ryan,5th,1 1/4 l,6,10-13,109,True,131,42
Cork Racing Results | 5th August 2024 14:35,N/A,14:35,Good To Yielding (Yielding In Places),2m 1f,Mary's Pride (IRE),J C Gainford,0,E Cawley,4th,6 l,7,11-1,111,True,131,42
Cork Racing Results | 5th August 2024 14:35,N/A,14:35,Good To Yielding (Yielding In Places),2m 1f,Disco Dancer (IRE),J W Kennedy,0,G Elliott,3rd,5 1/2 l,5,11-4t,114,True,131,42
Cork Racing Results | 5th August 2024 14:35,N/A,14:35,Good To Yielding (Yielding In Places),2m 1f,Spy,P Byrnes,0,C Byrnes,2nd,1/2 l,5,10-13,109,True,131,42
Cork Racing Results | 5th August 2024 14:35,N/A,14:35,Good To Yielding (Yielding In Places),2m 1f,Major Barry (IRE),D J Gilligan,3,John E & Kiely,1st,N/A,6,11-4,114,True,131,42
Cork Racing Results | 5th August 2024 14:35,N/A,14:35,Good To Yielding (Yielding In Places),2m 1f,Grange Walk (IRE),S Fitzgerald,0,J P Ryan,NR,N/A,9,11-6,116,True,131,42
Cork Racing Results | 5th August 2024 14:35,N/A,14:35,Good To Yielding (Yielding In Places),2m 1f,Dark Note,Mr A P Ryan,7,A Slattery,NR,N/A,5,11-12,122,True,131,42
Cork Racing Results | 5th August 2024 14:35,N/A,14:35,Good To Yielding (Yielding In Places),2m 1f,Hey Johnny (IRE),S D Greene,7,T Mullins,F,N/A,7,11-2,112,True,131,42
Cork Racing Results | 5th August 2024 14:35,N/A,14:35,Good To Yielding (Yielding In Places),2m 1f,The Niffler (IRE),Sam Ewing,0,E O'Connell,F,N/A,7,11-0ht,110,True,131,42
Cork Racing Results | 5th August 2024 14:35,N/A,14:35,Good To Yielding (Yielding In Places),2m 1f,Marvel Fan (FR),D King,0,Mrs C O'Leary,9th,7 l,8,10-12t,108,True,131,42
Cork Racing Results | 5th August 2024 14:35,N/A,14:35,Good To Yielding (Yielding In Places),2m 1f,Only A Dollar (IRE),P T Enright,0,S Aherne,8th,38 l,6,10-9,105,True,131,42
Cork Racing Results | 5th August 2024 14:35,N/A,14:35,Good To Yielding (Yielding In Places),2m 1f,Makfils (FR),J Coen,3,Peter Fahey,7th,1 l,7,10-4t,100,True,131,42
Cork Racing Results | 5th August 2024 14:35,N/A,14:35,Good To Yielding (Yielding In Places),2m 1f,Only One Plan (IRE),C Owens,7,P J Rothwell,6th,1/2 l,7,10-2p,98,True,131,42
Cork Racing Results | 5th August 2024 14:35,N/A,14:35,Good To Yielding (Yielding In Places),2m 1f,Flidais (IRE),D E Mullins,0,J P Ryan,5th,1 1/4 l,6,10-13,109,True,131,42
Cork Racing Results | 5th August 2024 14:35,N/A,14:35,Good To Yielding (Yielding In Places),2m 1f,Mary's Pride (IRE),J C Gainford,0,E Cawley,4th,6 l,7,11-1,111,True,131,42
Cork Racing Results | 5th August 2024 14:35,N/A,14:35,Good To Yielding (Yielding In Places),2m 1f,Disco Dancer (IRE),J W Kennedy,0,G Elliott,3rd,5 1/2 l,5,11-4t,114,True,131,42
Cork Racing Results | 5th August 2024 14:35,N/A,14:35,Good To Yielding (Yielding In Places),2m 1f,Spy,P Byrnes,0,C Byrnes,2nd,1/2 l,5,10-13,109,True,131,42
Cork Racing Results | 5th August 2024 14:35,N/A,14:35,Good To Yielding (Yielding In Places),2m 1f,Major Barry (IRE),D J Gilligan,3,John E & Kiely,1st,N/A,6,11-4,114,True,131,42
Cork Racing Results | 5th August 2024 15:05,N/A,15:05,Good To Yielding (Yielding In Places),2m 2f 100y,Glin Road Dream (IRE),J Smith,4,C Byrnes,NR,N/A,5,11-12,-,True,131,43
Cork Racing Results | 5th August 2024 15:05,N/A,15:05,Good To Yielding (Yielding In Places),2m 2f 100y,Truckers Cruising (IRE),L A McKenna,2,W J Burke,PU,N/A,6,11-12,-,True,131,43
Cork Racing Results | 5th August 2024 15:05,N/A,15:05,Good To Yielding (Yielding In Places),2m 2f 100y,Southern Point (IRE),T P Harney,4,A O'Grady,PU,N/A,6,11-12,-,True,131,43
Cork Racing Results | 5th August 2024 15:05,N/A,15:05,Good To Yielding (Yielding In Places),2m 2f 100y,Ed Brady (IRE),J G Gilligan,4,M Magnussen,PU,N/A,5,11-12tp1,-,True,131,43
Cork Racing Results | 5th August 2024 15:05,N/A,15:05,Good To Yielding (Yielding In Places),2m 2f 100y,Granda George (IRE),G B Noonan,0,E McCarthy,12th,55 l,7,11-12,-,True,131,43
Cork Racing Results | 5th August 2024 15:05,N/A,15:05,Good To Yielding (Yielding In Places),2m 2f 100y,Forgothekeys (IRE),T Ryan,2,J F Gleeson,11th,3 l,5,11-12h,-,True,131,43
Cork Racing Results | 5th August 2024 15:05,N/A,15:05,Good To Yielding (Yielding In Places),2m 2f 100y,Four Shares,A P Kelly,2,M Hourigan,10th,27 l,5,11-5,-,True,131,43
Cork Racing Results | 5th August 2024 15:05,N/A,15:05,Good To Yielding (Yielding In Places),2m 2f 100y,Cascade Hall (IRE),C Stone-Walsh,2,D Murphy,9th,12 l,5,11-12,-,True,131,43
Cork Racing Results | 5th August 2024 15:05,N/A,15:05,Good To Yielding (Yielding In Places),2m 2f 100y,Thermoscope (IRE),P Hanlon,4,J J Hanlon,8th,2 3/4 l,6,11-12,-,True,131,43
Cork Racing Results | 5th August 2024 15:05,N/A,15:05,Good To Yielding (Yielding In Places),2m 2f 100y,Aspurofthemoment (IRE),Kevin A Murphy,4,E M O'Sullivan,7th,1 3/4 l,5,11-12,-,True,131,43
Cork Racing Results | 5th August 2024 15:05,N/A,15:05,Good To Yielding (Yielding In Places),2m 2f 100y,Half Montlioux (FR),O R Brown,2,T J O'Mara,6th,24 l,7,11-12,-,True,131,43
Cork Racing Results | 5th August 2024 15:05,N/A,15:05,Good To Yielding (Yielding In Places),2m 2f 100y,Confidential Gosip (IRE),C D Smithers,4,Mrs J Harrington,5th,6 l,5,11-5,-,True,131,43
Cork Racing Results | 5th August 2024 15:05,N/A,15:05,Good To Yielding (Yielding In Places),2m 2f 100y,Impakt St Georges (FR),L Quinlan,0,Mary Ellen Doyle,4th,3/4 l,6,11-12,-,True,131,43
Cork Racing Results | 5th August 2024 15:05,N/A,15:05,Good To Yielding (Yielding In Places),2m 2f 100y,Fast Felix (IRE),T Power Roche,4,E McCarthy,3rd,2 3/4 l,6,11-12ht1,-,True,131,43
Cork Racing Results | 5th August 2024 15:05,N/A,15:05,Good To Yielding (Yielding In Places),2m 2f 100y,Huntsgrove (IRE),D J Gilligan,0,J P Ryan,2nd,5 l,6,11-12,-,True,131,43
Cork Racing Results | 5th August 2024 15:05,N/A,15:05,Good To Yielding (Yielding In Places),2m 2f 100y,Champagne Dawn (IRE),P K Donovan,0,T J O'Mara,1st,N/A,7,11-12,-,True,131,43
Cork Racing Results | 5th August 2024 15:05,N/A,15:05,Good To Yielding (Yielding In Places),2m 2f 100y,Glin Road Dream (IRE),J Smith,4,C Byrnes,NR,N/A,5,11-12,-,True,131,43
Cork Racing Results | 5th August 2024 15:05,N/A,15:05,Good To Yielding (Yielding In Places),2m 2f 100y,Truckers Cruising (IRE),L A McKenna,2,W J Burke,PU,N/A,6,11-12,-,True,131,43
Cork Racing Results | 5th August 2024 15:05,N/A,15:05,Good To Yielding (Yielding In Places),2m 2f 100y,Southern Point (IRE),T P Harney,4,A O'Grady,PU,N/A,6,11-12,-,True,131,43
Cork Racing Results | 5th August 2024 15:05,N/A,15:05,Good To Yielding (Yielding In Places),2m 2f 100y,Ed Brady (IRE),J G Gilligan,4,M Magnussen,PU,N/A,5,11-12tp1,-,True,131,43
Cork Racing Results | 5th August 2024 15:05,N/A,15:05,Good To Yielding (Yielding In Places),2m 2f 100y,Granda George (IRE),G B Noonan,0,E McCarthy,12th,55 l,7,11-12,-,True,131,43
Cork Racing Results | 5th August 2024 15:05,N/A,15:05,Good To Yielding (Yielding In Places),2m 2f 100y,Forgothekeys (IRE),T Ryan,2,J F Gleeson,11th,3 l,5,11-12h,-,True,131,43
Cork Racing Results | 5th August 2024 15:05,N/A,15:05,Good To Yielding (Yielding In Places),2m 2f 100y,Four Shares,A P Kelly,2,M Hourigan,10th,27 l,5,11-5,-,True,131,43
Cork Racing Results | 5th August 2024 15:05,N/A,15:05,Good To Yielding (Yielding In Places),2m 2f 100y,Cascade Hall (IRE),C Stone-Walsh,2,D Murphy,9th,12 l,5,11-12,-,True,131,43
Cork Racing Results | 5th August 2024 15:05,N/A,15:05,Good To Yielding (Yielding In Places),2m 2f 100y,Thermoscope (IRE),P Hanlon,4,J J Hanlon,8th,2 3/4 l,6,11-12,-,True,131,43
Cork Racing Results | 5th August 2024 15:05,N/A,15:05,Good To Yielding (Yielding In Places),2m 2f 100y,Aspurofthemoment (IRE),Kevin A Murphy,4,E M O'Sullivan,7th,1 3/4 l,5,11-12,-,True,131,43
Cork Racing Results | 5th August 2024 15:05,N/A,15:05,Good To Yielding (Yielding In Places),2m 2f 100y,Half Montlioux (FR),O R Brown,2,T J O'Mara,6th,24 l,7,11-12,-,True,131,43
Cork Racing Results | 5th August 2024 15:05,N/A,15:05,Good To Yielding (Yielding In Places),2m 2f 100y,Confidential Gosip (IRE),C D Smithers,4,Mrs J Harrington,5th,6 l,5,11-5,-,True,131,43
Cork Racing Results | 5th August 2024 15:05,N/A,15:05,Good To Yielding (Yielding In Places),2m 2f 100y,Impakt St Georges (FR),L Quinlan,0,Mary Ellen Doyle,4th,3/4 l,6,11-12,-,True,131,43
Cork Racing Results | 5th August 2024 15:05,N/A,15:05,Good To Yielding (Yielding In Places),2m 2f 100y,Fast Felix (IRE),T Power Roche,4,E McCarthy,3rd,2 3/4 l,6,11-12ht1,-,True,131,43
Cork Racing Results | 5th August 2024 15:05,N/A,15:05,Good To Yielding (Yielding In Places),2m 2f 100y,Huntsgrove (IRE),D J Gilligan,0,J P Ryan,2nd,5 l,6,11-12,-,True,131,43
Cork Racing Results | 5th August 2024 15:05,N/A,15:05,Good To Yielding (Yielding In Places),2m 2f 100y,Champagne Dawn (IRE),P K Donovan,0,T J O'Mara,1st,N/A,7,11-12,-,True,131,43
Cork Racing Results | 5th August 2024 15:35,N/A,15:35,Good To Yielding (Yielding In Places),2m 2f 100y,Johanna Yeats (IRE),P T Enright,0,Brendan Walsh,PU,N/A,10,10-13t,80,True,131,44
Cork Racing Results | 5th August 2024 15:35,N/A,15:35,Good To Yielding (Yielding In Places),2m 2f 100y,Thunder Rose (IRE),J Coen,3,Peter Fahey,15th,21 l,5,11-10,91,True,131,44
Cork Racing Results | 5th August 2024 15:35,N/A,15:35,Good To Yielding (Yielding In Places),2m 2f 100y,Delias Pet (IRE),Mr D Doyle,7,T Doyle,14th,2 1/2 l,9,11-5b,86,True,131,44
Cork Racing Results | 5th August 2024 15:35,N/A,15:35,Good To Yielding (Yielding In Places),2m 2f 100y,Buttoned Up (IRE),Sam Ewing,0,Peter Fahey,13th,9 l,6,12-0,95,True,131,44
Cork Racing Results | 5th August 2024 15:35,N/A,15:35,Good To Yielding (Yielding In Places),2m 2f 100y,Katherine (IRE),H E Sexton,7,A Sexton,12th,1 l,7,11-12,93,True,131,44
Cork Racing Results | 5th August 2024 15:35,N/A,15:35,Good To Yielding (Yielding In Places),2m 2f 100y,Roscomroe (IRE),D P Maxwell,7,J P Broderick,11th,4 l,9,11-0tp,81,True,131,44
Cork Racing Results | 5th August 2024 15:35,N/A,15:35,Good To Yielding (Yielding In Places),2m 2f 100y,Sovereign Duke (GER),P Hanlon,7,J J Hanlon,10th,2 l,9,11-5b,86,True,131,44
Cork Racing Results | 5th August 2024 15:35,N/A,15:35,Good To Yielding (Yielding In Places),2m 2f 100y,Toor Moon (IRE),L Quinlan,3,Ms M Flynn,9th,2 3/4 l,7,11-8h,89,True,131,44
Cork Racing Results | 5th August 2024 15:35,N/A,15:35,Good To Yielding (Yielding In Places),2m 2f 100y,Ben Vrackie,D King,0,Mrs C O'Leary,8th,2 l,9,11-1t,82,True,131,44
Cork Racing Results | 5th August 2024 15:35,N/A,15:35,Good To Yielding (Yielding In Places),2m 2f 100y,Miss Aytan (IRE),Mr J L Gleeson,5,John E & Kiely,7th,1 3/4 l,7,11-10h,91,True,131,44
Cork Racing Results | 5th August 2024 15:35,N/A,15:35,Good To Yielding (Yielding In Places),2m 2f 100y,Mist On The Bog (IRE),D J O'Keeffe,0,L Casey,6th,2 1/4 l,9,11-2,83,True,131,44
Cork Racing Results | 5th August 2024 15:35,N/A,15:35,Good To Yielding (Yielding In Places),2m 2f 100y,Ask Cillian (IRE),J J Slevin,0,D Collins,5th,Head,7,11-8,89,True,131,44
Cork Racing Results | 5th August 2024 15:35,N/A,15:35,Good To Yielding (Yielding In Places),2m 2f 100y,Leis Fein (IRE),G B Noonan,5,V T O'Brien,4th,2 3/4 l,9,11-4,85,True,131,44
Cork Racing Results | 5th August 2024 15:35,N/A,15:35,Good To Yielding (Yielding In Places),2m 2f 100y,So Easy Way (IRE),D E Mullins,0,I Madden,3rd,2 1/4 l,8,10-13,80,True,131,44
Cork Racing Results | 5th August 2024 15:35,N/A,15:35,Good To Yielding (Yielding In Places),2m 2f 100y,Lispendense (IRE),B Hayes,0,D Cullen,2nd,1 1/4 l,9,11-12,93,True,131,44
Cork Racing Results | 5th August 2024 15:35,N/A,15:35,Good To Yielding (Yielding In Places),2m 2f 100y,Onefortheditch (IRE),S D Torrens,0,E F Gallagher,1st,N/A,6,11-11,92,True,131,44
Cork Racing Results | 5th August 2024 15:35,N/A,15:35,Good To Yielding (Yielding In Places),2m 2f 100y,Johanna Yeats (IRE),P T Enright,0,Brendan Walsh,PU,N/A,10,10-13t,80,True,131,44
Cork Racing Results | 5th August 2024 15:35,N/A,15:35,Good To Yielding (Yielding In Places),2m 2f 100y,Thunder Rose (IRE),J Coen,3,Peter Fahey,15th,21 l,5,11-10,91,True,131,44
Cork Racing Results | 5th August 2024 15:35,N/A,15:35,Good To Yielding (Yielding In Places),2m 2f 100y,Delias Pet (IRE),Mr D Doyle,7,T Doyle,14th,2 1/2 l,9,11-5b,86,True,131,44
Cork Racing Results | 5th August 2024 15:35,N/A,15:35,Good To Yielding (Yielding In Places),2m 2f 100y,Buttoned Up (IRE),Sam Ewing,0,Peter Fahey,13th,9 l,6,12-0,95,True,131,44
Cork Racing Results | 5th August 2024 15:35,N/A,15:35,Good To Yielding (Yielding In Places),2m 2f 100y,Katherine (IRE),H E Sexton,7,A Sexton,12th,1 l,7,11-12,93,True,131,44
Cork Racing Results | 5th August 2024 15:35,N/A,15:35,Good To Yielding (Yielding In Places),2m 2f 100y,Roscomroe (IRE),D P Maxwell,7,J P Broderick,11th,4 l,9,11-0tp,81,True,131,44
Cork Racing Results | 5th August 2024 15:35,N/A,15:35,Good To Yielding (Yielding In Places),2m 2f 100y,Sovereign Duke (GER),P Hanlon,7,J J Hanlon,10th,2 l,9,11-5b,86,True,131,44
Cork Racing Results | 5th August 2024 15:35,N/A,15:35,Good To Yielding (Yielding In Places),2m 2f 100y,Toor Moon (IRE),L Quinlan,3,Ms M Flynn,9th,2 3/4 l,7,11-8h,89,True,131,44
Cork Racing Results | 5th August 2024 15:35,N/A,15:35,Good To Yielding (Yielding In Places),2m 2f 100y,Ben Vrackie,D King,0,Mrs C O'Leary,8th,2 l,9,11-1t,82,True,131,44
Cork Racing Results | 5th August 2024 15:35,N/A,15:35,Good To Yielding (Yielding In Places),2m 2f 100y,Miss Aytan (IRE),Mr J L Gleeson,5,John E & Kiely,7th,1 3/4 l,7,11-10h,91,True,131,44
Cork Racing Results | 5th August 2024 15:35,N/A,15:35,Good To Yielding (Yielding In Places),2m 2f 100y,Mist On The Bog (IRE),D J O'Keeffe,0,L Casey,6th,2 1/4 l,9,11-2,83,True,131,44
Cork Racing Results | 5th August 2024 15:35,N/A,15:35,Good To Yielding (Yielding In Places),2m 2f 100y,Ask Cillian (IRE),J J Slevin,0,D Collins,5th,Head,7,11-8,89,True,131,44
Cork Racing Results | 5th August 2024 15:35,N/A,15:35,Good To Yielding (Yielding In Places),2m 2f 100y,Leis Fein (IRE),G B Noonan,5,V T O'Brien,4th,2 3/4 l,9,11-4,85,True,131,44
Cork Racing Results | 5th August 2024 15:35,N/A,15:35,Good To Yielding (Yielding In Places),2m 2f 100y,So Easy Way (IRE),D E Mullins,0,I Madden,3rd,2 1/4 l,8,10-13,80,True,131,44
Cork Racing Results | 5th August 2024 15:35,N/A,15:35,Good To Yielding (Yielding In Places),2m 2f 100y,Lispendense (IRE),B Hayes,0,D Cullen,2nd,1 1/4 l,9,11-12,93,True,131,44
Cork Racing Results | 5th August 2024 15:35,N/A,15:35,Good To Yielding (Yielding In Places),2m 2f 100y,Onefortheditch (IRE),S D Torrens,0,E F Gallagher,1st,N/A,6,11-11,92,True,131,44
Cork Racing Results | 5th August 2024 16:05,N/A,16:05,Good To Yielding (Yielding In Places),2m 2f 100y,Starita (IRE),C Stone-Walsh,5,W J Burke,16th,39 l,6,11-3t1,84,True,131,45
Cork Racing Results | 5th August 2024 16:05,N/A,16:05,Good To Yielding (Yielding In Places),2m 2f 100y,Glorious Singer (IRE),D J O'Keeffe,0,Ms M Flynn,15th,8 1/2 l,9,10-13p,80,True,131,45
Cork Racing Results | 5th August 2024 16:05,N/A,16:05,Good To Yielding (Yielding In Places),2m 2f 100y,Princess Felicia (IRE),D E Mullins,0,M J Tynan,14th,28 l,5,11-1t1,82,True,131,45
Cork Racing Results | 5th August 2024 16:05,N/A,16:05,Good To Yielding (Yielding In Places),2m 2f 100y,Portarlington (IRE),M M McDonagh,0,D Budds,13th,Head,5,11-10t,91,True,131,45
Cork Racing Results | 5th August 2024 16:05,N/A,16:05,Good To Yielding (Yielding In Places),2m 2f 100y,Our Girl Sal (IRE),J Coen,3,Peter Fahey,12th,3 1/2 l,6,11-9t,90,True,131,45
Cork Racing Results | 5th August 2024 16:05,N/A,16:05,Good To Yielding (Yielding In Places),2m 2f 100y,The Border Boy (IRE),M P O'Connor,0,S Aherne,11th,4 3/4 l,7,11-4,85,True,131,45
Cork Racing Results | 5th August 2024 16:05,N/A,16:05,Good To Yielding (Yielding In Places),2m 2f 100y,Bite That (IRE),S Fitzgerald,0,P J Flynn,10th,3/4 l,8,11-9,90,True,131,45
Cork Racing Results | 5th August 2024 16:05,N/A,16:05,Good To Yielding (Yielding In Places),2m 2f 100y,Market House (IRE),M J M O'Sullivan,0,B Connell,9th,3 3/4 l,4,11-6t,90,True,131,45
Cork Racing Results | 5th August 2024 16:05,N/A,16:05,Good To Yielding (Yielding In Places),2m 2f 100y,Delta Melody (IRE),Mr Alan O'Sullivan,7,E M O'Sullivan,8th,4 1/4 l,7,11-9b1,90,True,131,45
Cork Racing Results | 5th August 2024 16:05,N/A,16:05,Good To Yielding (Yielding In Places),2m 2f 100y,Younowhatimean (IRE),G B Noonan,5,E McCarthy,7th,Neck,7,11-9tb,90,True,131,45
Cork Racing Results | 5th August 2024 16:05,N/A,16:05,Good To Yielding (Yielding In Places),2m 2f 100y,Cailin Aibrean (IRE),S D Torrens,0,Peter Fahey,6th,6 1/2 l,5,11-4,85,True,131,45
Cork Racing Results | 5th August 2024 16:05,N/A,16:05,Good To Yielding (Yielding In Places),2m 2f 100y,Up And Out (IRE),J W Kennedy,0,G Elliott,5th,1/2 l,6,11-11,92,True,131,45
Cork Racing Results | 5th August 2024 16:05,N/A,16:05,Good To Yielding (Yielding In Places),2m 2f 100y,Sefton Warrior,P Hanlon,7,J J Hanlon,4th,3 l,7,11-7p,88,True,131,45
Cork Racing Results | 5th August 2024 16:05,N/A,16:05,Good To Yielding (Yielding In Places),2m 2f 100y,Moulane West (IRE),P T Enright,0,M M McNiff,3rd,2 3/4 l,8,11-7t,88,True,131,45
Cork Racing Results | 5th August 2024 16:05,N/A,16:05,Good To Yielding (Yielding In Places),2m 2f 100y,The Striker Dylan (IRE),R Deegan,0,L P Cusack,2nd,1/2 l,6,11-12,93,True,131,45
Cork Racing Results | 5th August 2024 16:05,N/A,16:05,Good To Yielding (Yielding In Places),2m 2f 100y,Say It So (IRE),C P McNamara,0,E McNamara,1st,N/A,5,11-12tp,93,True,131,45
Cork Racing Results | 5th August 2024 16:05,N/A,16:05,Good To Yielding (Yielding In Places),2m 2f 100y,Starita (IRE),C Stone-Walsh,5,W J Burke,16th,39 l,6,11-3t1,84,True,131,45
Cork Racing Results | 5th August 2024 16:05,N/A,16:05,Good To Yielding (Yielding In Places),2m 2f 100y,Glorious Singer (IRE),D J O'Keeffe,0,Ms M Flynn,15th,8 1/2 l,9,10-13p,80,True,131,45
Cork Racing Results | 5th August 2024 16:05,N/A,16:05,Good To Yielding (Yielding In Places),2m 2f 100y,Princess Felicia (IRE),D E Mullins,0,M J Tynan,14th,28 l,5,11-1t1,82,True,131,45
Cork Racing Results | 5th August 2024 16:05,N/A,16:05,Good To Yielding (Yielding In Places),2m 2f 100y,Portarlington (IRE),M M McDonagh,0,D Budds,13th,Head,5,11-10t,91,True,131,45
Cork Racing Results | 5th August 2024 16:05,N/A,16:05,Good To Yielding (Yielding In Places),2m 2f 100y,Our Girl Sal (IRE),J Coen,3,Peter Fahey,12th,3 1/2 l,6,11-9t,90,True,131,45
Cork Racing Results | 5th August 2024 16:05,N/A,16:05,Good To Yielding (Yielding In Places),2m 2f 100y,The Border Boy (IRE),M P O'Connor,0,S Aherne,11th,4 3/4 l,7,11-4,85,True,131,45
Cork Racing Results | 5th August 2024 16:05,N/A,16:05,Good To Yielding (Yielding In Places),2m 2f 100y,Bite That (IRE),S Fitzgerald,0,P J Flynn,10th,3/4 l,8,11-9,90,True,131,45
Cork Racing Results | 5th August 2024 16:05,N/A,16:05,Good To Yielding (Yielding In Places),2m 2f 100y,Market House (IRE),M J M O'Sullivan,0,B Connell,9th,3 3/4 l,4,11-6t,90,True,131,45
Cork Racing Results | 5th August 2024 16:05,N/A,16:05,Good To Yielding (Yielding In Places),2m 2f 100y,Delta Melody (IRE),Mr Alan O'Sullivan,7,E M O'Sullivan,8th,4 1/4 l,7,11-9b1,90,True,131,45
Cork Racing Results | 5th August 2024 16:05,N/A,16:05,Good To Yielding (Yielding In Places),2m 2f 100y,Younowhatimean (IRE),G B Noonan,5,E McCarthy,7th,Neck,7,11-9tb,90,True,131,45
Cork Racing Results | 5th August 2024 16:05,N/A,16:05,Good To Yielding (Yielding In Places),2m 2f 100y,Cailin Aibrean (IRE),S D Torrens,0,Peter Fahey,6th,6 1/2 l,5,11-4,85,True,131,45
Cork Racing Results | 5th August 2024 16:05,N/A,16:05,Good To Yielding (Yielding In Places),2m 2f 100y,Up And Out (IRE),J W Kennedy,0,G Elliott,5th,1/2 l,6,11-11,92,True,131,45
Cork Racing Results | 5th August 2024 16:05,N/A,16:05,Good To Yielding (Yielding In Places),2m 2f 100y,Sefton Warrior,P Hanlon,7,J J Hanlon,4th,3 l,7,11-7p,88,True,131,45
Cork Racing Results | 5th August 2024 16:05,N/A,16:05,Good To Yielding (Yielding In Places),2m 2f 100y,Moulane West (IRE),P T Enright,0,M M McNiff,3rd,2 3/4 l,8,11-7t,88,True,131,45
Cork Racing Results | 5th August 2024 16:05,N/A,16:05,Good To Yielding (Yielding In Places),2m 2f 100y,The Striker Dylan (IRE),R Deegan,0,L P Cusack,2nd,1/2 l,6,11-12,93,True,131,45
Cork Racing Results | 5th August 2024 16:05,N/A,16:05,Good To Yielding (Yielding In Places),2m 2f 100y,Say It So (IRE),C P McNamara,0,E McNamara,1st,N/A,5,11-12tp,93,True,131,45
Cork Racing Results | 5th August 2024 16:35,N/A,16:35,Good To Yielding (Yielding In Places),2m 2f 100y,Beacon Edge (IRE),C P Millar,7,G Elliott,NR,N/A,10,11-12,-,True,131,46
Cork Racing Results | 5th August 2024 16:35,N/A,16:35,Good To Yielding (Yielding In Places),2m 2f 100y,Maidenstreetprince (IRE),P Byrnes,0,C Byrnes,4th,28 l,7,11-2,-,True,131,46
Cork Racing Results | 5th August 2024 16:35,N/A,16:35,Good To Yielding (Yielding In Places),2m 2f 100y,I A Connect (IRE),J W Kennedy,0,G Elliott,3rd,4 1/4 l,9,11-2p,-,True,131,46
Cork Racing Results | 5th August 2024 16:35,N/A,16:35,Good To Yielding (Yielding In Places),2m 2f 100y,Tag Man (IRE),Rachael Blackmore,0,H De Bromhead,2nd,27 l,8,11-8t,-,True,131,46
Cork Racing Results | 5th August 2024 16:35,N/A,16:35,Good To Yielding (Yielding In Places),2m 2f 100y,Saint Sam (FR),P Townend,0,W P Mullins,1st,N/A,7,11-2h,-,True,131,46
Cork Racing Results | 5th August 2024 16:35,N/A,16:35,Good To Yielding (Yielding In Places),2m 2f 100y,Beacon Edge (IRE),C P Millar,7,G Elliott,NR,N/A,10,11-12,-,True,131,46
Cork Racing Results | 5th August 2024 16:35,N/A,16:35,Good To Yielding (Yielding In Places),2m 2f 100y,Maidenstreetprince (IRE),P Byrnes,0,C Byrnes,4th,28 l,7,11-2,-,True,131,46
Cork Racing Results | 5th August 2024 16:35,N/A,16:35,Good To Yielding (Yielding In Places),2m 2f 100y,I A Connect (IRE),J W Kennedy,0,G Elliott,3rd,4 1/4 l,9,11-2p,-,True,131,46
