track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Curragh Racing Results | 26th May 2023 16:50,N/A,16:50,Good (Good To Firm In Places),6f,Si Senior (IRE),Seamie Heffernan,0,Patrick Magee,6th,Dead Heat,2,8-8,-,True,56,20
Curragh Racing Results | 26th May 2023 16:50,N/A,16:50,Good (Good To Firm In Places),6f,Ocean Baroque (IRE),Declan McDonogh,0,Kieran Patrick Cotter,5th,2 l,2,9-1,-,True,56,20
Curragh Racing Results | 26th May 2023 16:50,N/A,16:50,Good (Good To Firm In Places),6f,King Cuan,William James Lee,0,P. Twomey,4th,Short Head,2,9-3,-,True,56,20
Curragh Racing Results | 26th May 2023 16:50,N/A,16:50,Good (Good To Firm In Places),6f,Loterie (IRE),C. D. Hayes,0,Eddie & Patrick Harty,3rd,1 1/4 l,2,8-12,-,True,56,20
Curragh Racing Results | 26th May 2023 16:50,N/A,16:50,Good (Good To Firm In Places),6f,Gaenari (IRE),D. E. Sheehy,3,Diego Dias,2nd,Neck,2,8-12h1,-,True,56,20
Curragh Racing Results | 26th May 2023 16:50,N/A,16:50,Good (Good To Firm In Places),6f,Nemonte (IRE),M. P. Sheehy,0,Joseph Patrick O'Brien,1st,N/A,2,8-10,-,True,56,20
Curragh Racing Results | 26th May 2023 17:25,N/A,17:25,Good (Good To Firm In Places),6f,Thunder Dance,N. M. Crosse,0,W. McCreery,13th,28 l,3,9-3b1,-,True,56,21
Curragh Racing Results | 26th May 2023 17:25,N/A,17:25,Good (Good To Firm In Places),6f,Giocoso (IRE),A. J. Slattery,0,A. Slattery,12th,1 l,4,9-12,-,True,56,21
Curragh Racing Results | 26th May 2023 17:25,N/A,17:25,Good (Good To Firm In Places),6f,Dark Willow (IRE),Siobhan Rutledge,5,Mrs Mary Whelehan,11th,2 1/2 l,3,9-3,-,True,56,21
Curragh Racing Results | 26th May 2023 17:25,N/A,17:25,Good (Good To Firm In Places),6f,Contradanza (IRE),C. D. Hayes,0,John Patrick Hayes,10th,1/2 l,4,9-12,-,True,56,21
Curragh Racing Results | 26th May 2023 17:25,N/A,17:25,Good (Good To Firm In Places),6f,Hope And Innocence (IRE),S. B. Kelly,0,John Patrick Murtagh,9th,1 1/2 l,3,9-3,-,True,56,21
Curragh Racing Results | 26th May 2023 17:25,N/A,17:25,Good (Good To Firm In Places),6f,Machnamh (IRE),Kyanna Van Buuren,10,J. S. Bolger,8th,1/2 l,3,9-3,-,True,56,21
Curragh Racing Results | 26th May 2023 17:25,N/A,17:25,Good (Good To Firm In Places),6f,Danvers Gold (IRE),Shane Foley,0,Mrs J. Harrington,7th,2 l,3,9-3,-,True,56,21
Curragh Racing Results | 26th May 2023 17:25,N/A,17:25,Good (Good To Firm In Places),6f,Daisy Jones (USA),C. J. MacRedmond,5,Takashi Kodama,6th,3/4 l,5,9-12v1,-,True,56,21
Curragh Racing Results | 26th May 2023 17:25,N/A,17:25,Good (Good To Firm In Places),6f,Saturn Seven (IRE),William James Lee,0,K. J. Condon,5th,3/4 l,3,9-3t,-,True,56,21
Curragh Racing Results | 26th May 2023 17:25,N/A,17:25,Good (Good To Firm In Places),6f,Miracle Nation (IRE),G. P. Halpin,0,Kevin Prendergast,4th,Short Head,3,9-3t1,-,True,56,21
Curragh Racing Results | 26th May 2023 17:25,N/A,17:25,Good (Good To Firm In Places),6f,Sibyl Charm (IRE),D. B. McMonagle,0,Joseph Patrick O'Brien,3rd,1 1/2 l,3,9-3,-,True,56,21
Curragh Racing Results | 26th May 2023 17:25,N/A,17:25,Good (Good To Firm In Places),6f,Roaming Star (IRE),Seamie Heffernan,0,W. P. Browne,2nd,2 1/2 l,3,9-3,-,True,56,21
Curragh Racing Results | 26th May 2023 17:25,N/A,17:25,Good (Good To Firm In Places),6f,Ostraka (IRE),R. P. Whelan,0,M. Halford & T. Collins,1st,N/A,3,9-3,-,True,56,21
Curragh Racing Results | 26th May 2023 17:25,N/A,17:25,Good (Good To Firm In Places),6f,Thunder Dance,N. M. Crosse,0,W. McCreery,13th,28 l,3,9-3b1,-,True,56,21
Curragh Racing Results | 26th May 2023 17:25,N/A,17:25,Good (Good To Firm In Places),6f,Giocoso (IRE),A. J. Slattery,0,A. Slattery,12th,1 l,4,9-12,-,True,56,21
Curragh Racing Results | 26th May 2023 17:25,N/A,17:25,Good (Good To Firm In Places),6f,Dark Willow (IRE),Siobhan Rutledge,5,Mrs Mary Whelehan,11th,2 1/2 l,3,9-3,-,True,56,21
Curragh Racing Results | 26th May 2023 17:25,N/A,17:25,Good (Good To Firm In Places),6f,Contradanza (IRE),C. D. Hayes,0,John Patrick Hayes,10th,1/2 l,4,9-12,-,True,56,21
Curragh Racing Results | 26th May 2023 17:25,N/A,17:25,Good (Good To Firm In Places),6f,Hope And Innocence (IRE),S. B. Kelly,0,John Patrick Murtagh,9th,1 1/2 l,3,9-3,-,True,56,21
Curragh Racing Results | 26th May 2023 17:25,N/A,17:25,Good (Good To Firm In Places),6f,Machnamh (IRE),Kyanna Van Buuren,10,J. S. Bolger,8th,1/2 l,3,9-3,-,True,56,21
Curragh Racing Results | 26th May 2023 17:25,N/A,17:25,Good (Good To Firm In Places),6f,Danvers Gold (IRE),Shane Foley,0,Mrs J. Harrington,7th,2 l,3,9-3,-,True,56,21
Curragh Racing Results | 26th May 2023 17:25,N/A,17:25,Good (Good To Firm In Places),6f,Daisy Jones (USA),C. J. MacRedmond,5,Takashi Kodama,6th,3/4 l,5,9-12v1,-,True,56,21
Curragh Racing Results | 26th May 2023 17:25,N/A,17:25,Good (Good To Firm In Places),6f,Saturn Seven (IRE),William James Lee,0,K. J. Condon,5th,3/4 l,3,9-3t,-,True,56,21
Curragh Racing Results | 26th May 2023 17:25,N/A,17:25,Good (Good To Firm In Places),6f,Miracle Nation (IRE),G. P. Halpin,0,Kevin Prendergast,4th,Short Head,3,9-3t1,-,True,56,21
Curragh Racing Results | 26th May 2023 17:25,N/A,17:25,Good (Good To Firm In Places),6f,Sibyl Charm (IRE),D. B. McMonagle,0,Joseph Patrick O'Brien,3rd,1 1/2 l,3,9-3,-,True,56,21
Curragh Racing Results | 26th May 2023 17:25,N/A,17:25,Good (Good To Firm In Places),6f,Roaming Star (IRE),Seamie Heffernan,0,W. P. Browne,2nd,2 1/2 l,3,9-3,-,True,56,21
Curragh Racing Results | 26th May 2023 17:25,N/A,17:25,Good (Good To Firm In Places),6f,Ostraka (IRE),R. P. Whelan,0,M. Halford & T. Collins,1st,N/A,3,9-3,-,True,56,21
Curragh Racing Results | 26th May 2023 18:00,N/A,18:00,Good (Good To Firm In Places),1m,Angel Above (IRE),N. M. Crosse,0,Luke Comer,10th,3/4 l,3,8-9,75,True,56,22
Curragh Racing Results | 26th May 2023 18:00,N/A,18:00,Good (Good To Firm In Places),1m,Cyber Attack (IRE),G. F. Carroll,0,Gavin Patrick Cromwell,9th,Short Head,3,9-0,80,True,56,22
Curragh Racing Results | 26th May 2023 18:00,N/A,18:00,Good (Good To Firm In Places),1m,Amazing Show,M. A. Enright,0,G. M. Lyons,8th,2 1/4 l,3,9-9b1,89,True,56,22
Curragh Racing Results | 26th May 2023 18:00,N/A,18:00,Good (Good To Firm In Places),1m,Semantics (USA),C. T. Keane,0,G. M. Lyons,7th,3/4 l,3,8-11,77,True,56,22
Curragh Racing Results | 26th May 2023 18:00,N/A,18:00,Good (Good To Firm In Places),1m,Vernet (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,6th,1 1/2 l,3,9-9,89,True,56,22
Curragh Racing Results | 26th May 2023 18:00,N/A,18:00,Good (Good To Firm In Places),1m,Impact Warrior (IRE),William James Lee,0,P. Twomey,5th,1/2 l,3,9-12t,92,True,56,22
Curragh Racing Results | 26th May 2023 18:00,N/A,18:00,Good (Good To Firm In Places),1m,Tea Olive (FR),L. F. Roche,0,Noel Meade,4th,Neck,3,8-11,77,True,56,22
Curragh Racing Results | 26th May 2023 18:00,N/A,18:00,Good (Good To Firm In Places),1m,Snowcapped (IRE),Shane Foley,0,Mrs J. Harrington,3rd,1/2 l,3,9-6,86,True,56,22
Curragh Racing Results | 26th May 2023 18:00,N/A,18:00,Good (Good To Firm In Places),1m,Clounmacon (IRE),J. A. Powell,5,John Patrick Murtagh,2nd,Head,3,9-10,90,True,56,22
Curragh Racing Results | 26th May 2023 18:00,N/A,18:00,Good (Good To Firm In Places),1m,Bellaphina (IRE),C. D. Maxwell,0,John Andrew Kinsella,1st,N/A,3,9-2,82,True,56,22
Curragh Racing Results | 26th May 2023 18:00,N/A,18:00,Good (Good To Firm In Places),1m,Angel Above (IRE),N. M. Crosse,0,Luke Comer,10th,3/4 l,3,8-9,75,True,56,22
Curragh Racing Results | 26th May 2023 18:00,N/A,18:00,Good (Good To Firm In Places),1m,Cyber Attack (IRE),G. F. Carroll,0,Gavin Patrick Cromwell,9th,Short Head,3,9-0,80,True,56,22
Curragh Racing Results | 26th May 2023 18:00,N/A,18:00,Good (Good To Firm In Places),1m,Amazing Show,M. A. Enright,0,G. M. Lyons,8th,2 1/4 l,3,9-9b1,89,True,56,22
Curragh Racing Results | 26th May 2023 18:00,N/A,18:00,Good (Good To Firm In Places),1m,Semantics (USA),C. T. Keane,0,G. M. Lyons,7th,3/4 l,3,8-11,77,True,56,22
Curragh Racing Results | 26th May 2023 18:00,N/A,18:00,Good (Good To Firm In Places),1m,Vernet (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,6th,1 1/2 l,3,9-9,89,True,56,22
Curragh Racing Results | 26th May 2023 18:00,N/A,18:00,Good (Good To Firm In Places),1m,Impact Warrior (IRE),William James Lee,0,P. Twomey,5th,1/2 l,3,9-12t,92,True,56,22
Curragh Racing Results | 26th May 2023 18:00,N/A,18:00,Good (Good To Firm In Places),1m,Tea Olive (FR),L. F. Roche,0,Noel Meade,4th,Neck,3,8-11,77,True,56,22
Curragh Racing Results | 26th May 2023 18:00,N/A,18:00,Good (Good To Firm In Places),1m,Snowcapped (IRE),Shane Foley,0,Mrs J. Harrington,3rd,1/2 l,3,9-6,86,True,56,22
Curragh Racing Results | 26th May 2023 18:00,N/A,18:00,Good (Good To Firm In Places),1m,Clounmacon (IRE),J. A. Powell,5,John Patrick Murtagh,2nd,Head,3,9-10,90,True,56,22
Curragh Racing Results | 26th May 2023 18:00,N/A,18:00,Good (Good To Firm In Places),1m,Bellaphina (IRE),C. D. Maxwell,0,John Andrew Kinsella,1st,N/A,3,9-2,82,True,56,22
Curragh Racing Results | 26th May 2023 18:30,N/A,18:30,Good (Good To Firm In Places),7f,Go Til Its Over (IRE),K. J. Leonard,0,Philip Michael Byrne,8th,6 1/2 l,3,9-8,-,True,56,23
Curragh Racing Results | 26th May 2023 18:30,N/A,18:30,Good (Good To Firm In Places),7f,Beyond the Steps (IRE),Shane Foley,0,Mrs J. Harrington,7th,3 1/4 l,3,9-8t1,-,True,56,23
Curragh Racing Results | 26th May 2023 18:30,N/A,18:30,Good (Good To Firm In Places),7f,Dream Escape,D. B. McMonagle,0,Thomas Mullins,6th,1/2 l,4,10-5,-,True,56,23
Curragh Racing Results | 26th May 2023 18:30,N/A,18:30,Good (Good To Firm In Places),7f,Lope De Rueda,William James Lee,0,Charles O'Brien,5th,1 1/2 l,3,9-8,-,True,56,23
Curragh Racing Results | 26th May 2023 18:30,N/A,18:30,Good (Good To Firm In Places),7f,The Franchise (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,4th,1/2 l,3,9-8,-,True,56,23
Curragh Racing Results | 26th May 2023 18:30,N/A,18:30,Good (Good To Firm In Places),7f,Hotaugustnight (IRE),M. A. Enright,0,J. A. Stack,3rd,1 l,3,9-3,-,True,56,23
Curragh Racing Results | 26th May 2023 18:30,N/A,18:30,Good (Good To Firm In Places),7f,Space Age (IRE),C. T. Keane,0,John Joseph Murphy,2nd,Neck,3,9-8,-,True,56,23
Curragh Racing Results | 26th May 2023 18:30,N/A,18:30,Good (Good To Firm In Places),7f,Subzero (IRE),Ryan Moore,0,Aidan O'Brien,1st,N/A,3,9-8,-,True,56,23
Curragh Racing Results | 26th May 2023 18:30,N/A,18:30,Good (Good To Firm In Places),7f,Go Til Its Over (IRE),K. J. Leonard,0,Philip Michael Byrne,8th,6 1/2 l,3,9-8,-,True,56,23
Curragh Racing Results | 26th May 2023 18:30,N/A,18:30,Good (Good To Firm In Places),7f,Beyond the Steps (IRE),Shane Foley,0,Mrs J. Harrington,7th,3 1/4 l,3,9-8t1,-,True,56,23
Curragh Racing Results | 26th May 2023 18:30,N/A,18:30,Good (Good To Firm In Places),7f,Dream Escape,D. B. McMonagle,0,Thomas Mullins,6th,1/2 l,4,10-5,-,True,56,23
Curragh Racing Results | 26th May 2023 18:30,N/A,18:30,Good (Good To Firm In Places),7f,Lope De Rueda,William James Lee,0,Charles O'Brien,5th,1 1/2 l,3,9-8,-,True,56,23
Curragh Racing Results | 26th May 2023 18:30,N/A,18:30,Good (Good To Firm In Places),7f,The Franchise (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,4th,1/2 l,3,9-8,-,True,56,23
Curragh Racing Results | 26th May 2023 18:30,N/A,18:30,Good (Good To Firm In Places),7f,Hotaugustnight (IRE),M. A. Enright,0,J. A. Stack,3rd,1 l,3,9-3,-,True,56,23
Curragh Racing Results | 26th May 2023 18:30,N/A,18:30,Good (Good To Firm In Places),7f,Space Age (IRE),C. T. Keane,0,John Joseph Murphy,2nd,Neck,3,9-8,-,True,56,23
Curragh Racing Results | 26th May 2023 18:30,N/A,18:30,Good (Good To Firm In Places),7f,Subzero (IRE),Ryan Moore,0,Aidan O'Brien,1st,N/A,3,9-8,-,True,56,23
Curragh Racing Results | 26th May 2023 19:00,N/A,19:00,Good (Good To Firm In Places),7f,Shanghai Dragon (IRE),L. T. McAteer,3,Patrick T. Foley,17th,17 l,4,9-10v,85,True,56,24
Curragh Racing Results | 26th May 2023 19:00,N/A,19:00,Good (Good To Firm In Places),7f,She's In the Game (IRE),Neve Bennett,7,W. T. Farrell,16th,1 1/4 l,6,9-12,87,True,56,24
Curragh Racing Results | 26th May 2023 19:00,N/A,19:00,Good (Good To Firm In Places),7f,Miramis (IRE),C. Stone-Walsh,7,Joseph Patrick O'Brien,15th,Neck,5,10-0,89,True,56,24
Curragh Racing Results | 26th May 2023 19:00,N/A,19:00,Good (Good To Firm In Places),7f,Maid To Shine (IRE),M. P. Sheehy,0,G. Hassett,14th,1/2 l,4,8-8t,69,True,56,24
Curragh Racing Results | 26th May 2023 19:00,N/A,19:00,Good (Good To Firm In Places),7f,Big Baby Bull (IRE),S. D. Bowen,7,Denis Hogan,13th,Head,7,9-6t,81,True,56,24
Curragh Racing Results | 26th May 2023 19:00,N/A,19:00,Good (Good To Firm In Places),7f,Might And Mercy,C. T. Keane,0,Noel Meade,12th,4 3/4 l,4,9-5p,80,True,56,24
Curragh Racing Results | 26th May 2023 19:00,N/A,19:00,Good (Good To Firm In Places),7f,Bells on Her Toes (IRE),A. J. Slattery,0,A. Slattery,11th,1/2 l,4,8-12v,73,True,56,24
Curragh Racing Results | 26th May 2023 19:00,N/A,19:00,Good (Good To Firm In Places),7f,Hightimeyouwon,C. J. MacRedmond,5,Adrian McGuinness,10th,1 1/4 l,7,9-3b,78,True,56,24
Curragh Racing Results | 26th May 2023 19:00,N/A,19:00,Good (Good To Firm In Places),7f,Toriangel (IRE),R. C. Colgan,0,Ms Sheila Lavery,9th,3/4 l,4,8-13,74,True,56,24
Curragh Racing Results | 26th May 2023 19:00,N/A,19:00,Good (Good To Firm In Places),7f,Touching Clouds (USA),C. D. Hayes,0,D. K. Weld,8th,Short Head,4,9-1,76,True,56,24
Curragh Racing Results | 26th May 2023 19:00,N/A,19:00,Good (Good To Firm In Places),7f,Half Nutz (IRE),R. P. Whelan,0,Adrian McGuinness,7th,Short Head,6,9-4,79,True,56,24
Curragh Racing Results | 26th May 2023 19:00,N/A,19:00,Good (Good To Firm In Places),7f,Exquisite Acclaim (IRE),Adam Caffrey,7,Adrian McGuinness,6th,Nose,4,9-12p,87,True,56,24
Curragh Racing Results | 26th May 2023 19:00,N/A,19:00,Good (Good To Firm In Places),7f,No Niki No (IRE),Declan McDonogh,0,E. J. O'Neill,5th,1 3/4 l,7,9-4b,79,True,56,24
Curragh Racing Results | 26th May 2023 19:00,N/A,19:00,Good (Good To Firm In Places),7f,Jered Maddox,J. A. Powell,5,David Marnane,4th,Neck,7,8-9,70,True,56,24
Curragh Racing Results | 26th May 2023 19:00,N/A,19:00,Good (Good To Firm In Places),7f,Midnight Fire (IRE),L. F. Roche,0,Eddie & Patrick Harty,3rd,Nose,6,8-10t,71,True,56,24
Curragh Racing Results | 26th May 2023 19:00,N/A,19:00,Good (Good To Firm In Places),7f,Ice Cold In Alex (IRE),N. G. McCullagh,0,K. J. Condon,2nd,2 1/2 l,9,9-10t,85,True,56,24
Curragh Racing Results | 26th May 2023 19:00,N/A,19:00,Good (Good To Firm In Places),7f,Verhoyen,William James Lee,0,M. C. Grassick,1st,N/A,8,9-6b,81,True,56,24
Curragh Racing Results | 26th May 2023 19:00,N/A,19:00,Good (Good To Firm In Places),7f,Shanghai Dragon (IRE),L. T. McAteer,3,Patrick T. Foley,17th,17 l,4,9-10v,85,True,56,24
Curragh Racing Results | 26th May 2023 19:00,N/A,19:00,Good (Good To Firm In Places),7f,She's In the Game (IRE),Neve Bennett,7,W. T. Farrell,16th,1 1/4 l,6,9-12,87,True,56,24
Curragh Racing Results | 26th May 2023 19:00,N/A,19:00,Good (Good To Firm In Places),7f,Miramis (IRE),C. Stone-Walsh,7,Joseph Patrick O'Brien,15th,Neck,5,10-0,89,True,56,24
Curragh Racing Results | 26th May 2023 19:00,N/A,19:00,Good (Good To Firm In Places),7f,Maid To Shine (IRE),M. P. Sheehy,0,G. Hassett,14th,1/2 l,4,8-8t,69,True,56,24
Curragh Racing Results | 26th May 2023 19:00,N/A,19:00,Good (Good To Firm In Places),7f,Big Baby Bull (IRE),S. D. Bowen,7,Denis Hogan,13th,Head,7,9-6t,81,True,56,24
Curragh Racing Results | 26th May 2023 19:00,N/A,19:00,Good (Good To Firm In Places),7f,Might And Mercy,C. T. Keane,0,Noel Meade,12th,4 3/4 l,4,9-5p,80,True,56,24
Curragh Racing Results | 26th May 2023 19:00,N/A,19:00,Good (Good To Firm In Places),7f,Bells on Her Toes (IRE),A. J. Slattery,0,A. Slattery,11th,1/2 l,4,8-12v,73,True,56,24
Curragh Racing Results | 26th May 2023 19:00,N/A,19:00,Good (Good To Firm In Places),7f,Hightimeyouwon,C. J. MacRedmond,5,Adrian McGuinness,10th,1 1/4 l,7,9-3b,78,True,56,24
Curragh Racing Results | 26th May 2023 19:00,N/A,19:00,Good (Good To Firm In Places),7f,Toriangel (IRE),R. C. Colgan,0,Ms Sheila Lavery,9th,3/4 l,4,8-13,74,True,56,24
Curragh Racing Results | 26th May 2023 19:00,N/A,19:00,Good (Good To Firm In Places),7f,Touching Clouds (USA),C. D. Hayes,0,D. K. Weld,8th,Short Head,4,9-1,76,True,56,24
Curragh Racing Results | 26th May 2023 19:00,N/A,19:00,Good (Good To Firm In Places),7f,Half Nutz (IRE),R. P. Whelan,0,Adrian McGuinness,7th,Short Head,6,9-4,79,True,56,24
Curragh Racing Results | 26th May 2023 19:00,N/A,19:00,Good (Good To Firm In Places),7f,Exquisite Acclaim (IRE),Adam Caffrey,7,Adrian McGuinness,6th,Nose,4,9-12p,87,True,56,24
Curragh Racing Results | 26th May 2023 19:00,N/A,19:00,Good (Good To Firm In Places),7f,No Niki No (IRE),Declan McDonogh,0,E. J. O'Neill,5th,1 3/4 l,7,9-4b,79,True,56,24
Curragh Racing Results | 26th May 2023 19:00,N/A,19:00,Good (Good To Firm In Places),7f,Jered Maddox,J. A. Powell,5,David Marnane,4th,Neck,7,8-9,70,True,56,24
Curragh Racing Results | 26th May 2023 19:00,N/A,19:00,Good (Good To Firm In Places),7f,Midnight Fire (IRE),L. F. Roche,0,Eddie & Patrick Harty,3rd,Nose,6,8-10t,71,True,56,24
Curragh Racing Results | 26th May 2023 19:00,N/A,19:00,Good (Good To Firm In Places),7f,Ice Cold In Alex (IRE),N. G. McCullagh,0,K. J. Condon,2nd,2 1/2 l,9,9-10t,85,True,56,24
Curragh Racing Results | 26th May 2023 19:00,N/A,19:00,Good (Good To Firm In Places),7f,Verhoyen,William James Lee,0,M. C. Grassick,1st,N/A,8,9-6b,81,True,56,24
Curragh Racing Results | 26th May 2023 19:30,N/A,19:30,Good (Good To Firm In Places),1m,Loingseoir (IRE),Siobhan Rutledge,5,M. C. Grassick,20th,6 1/2 l,7,8-8t,84,True,56,25
Curragh Racing Results | 26th May 2023 19:30,N/A,19:30,Good (Good To Firm In Places),1m,Point Gellibrand (IRE),D. B. McMonagle,0,Joseph Patrick O'Brien,19th,1/2 l,4,9-6,96,True,56,25
Curragh Racing Results | 26th May 2023 19:30,N/A,19:30,Good (Good To Firm In Places),1m,I Am Superman (IRE),C. T. Keane,0,M. D. O'Callaghan,18th,1 1/2 l,7,10-0,104,True,56,25
Curragh Racing Results | 26th May 2023 19:30,N/A,19:30,Good (Good To Firm In Places),1m,All Lies Ahead (IRE),William James Lee,0,W. McCreery,17th,2 1/2 l,5,9-1,91,True,56,25
Curragh Racing Results | 26th May 2023 19:30,N/A,19:30,Good (Good To Firm In Places),1m,Earls (IRE),G. F. Carroll,0,Gavin Patrick Cromwell,16th,Neck,6,9-2t,92,True,56,25
Curragh Racing Results | 26th May 2023 19:30,N/A,19:30,Good (Good To Firm In Places),1m,Pierre Lapin (IRE),Shane Foley,0,Adrian McGuinness,15th,Neck,6,8-12p,88,True,56,25
Curragh Racing Results | 26th May 2023 19:30,N/A,19:30,Good (Good To Firm In Places),1m,San Aer (IRE),N. M. Crosse,0,Thomas Mullins,14th,1 l,5,8-10t,86,True,56,25
Curragh Racing Results | 26th May 2023 19:30,N/A,19:30,Good (Good To Firm In Places),1m,Vocal Studies (IRE),R. P. Cleary,0,J. S. Bolger,13th,Nose,4,8-7,83,True,56,25
Curragh Racing Results | 26th May 2023 19:30,N/A,19:30,Good (Good To Firm In Places),1m,Coins Cross (IRE),C. D. Hayes,0,Eddie & Patrick Harty,12th,Short Head,5,8-7,83,True,56,25
Curragh Racing Results | 26th May 2023 19:30,N/A,19:30,Good (Good To Firm In Places),1m,Tosen Wish (IRE),C. J. MacRedmond,5,Adrian McGuinness,11th,1/2 l,4,8-13t,89,True,56,25
Curragh Racing Results | 26th May 2023 19:30,N/A,19:30,Good (Good To Firm In Places),1m,Howyoulikethat (IRE),M. A. Enright,0,Miss Hilary McLoughlin,10th,1 l,6,9-2,92,True,56,25
Curragh Racing Results | 26th May 2023 19:30,N/A,19:30,Good (Good To Firm In Places),1m,Flame Of Eire (IRE),A. J. Slattery,0,A. Slattery,9th,Head,4,9-8,98,True,56,25
Curragh Racing Results | 26th May 2023 19:30,N/A,19:30,Good (Good To Firm In Places),1m,Saltonstall,Adam Caffrey,7,Adrian McGuinness,8th,3/4 l,9,9-13tp,103,True,56,25
Curragh Racing Results | 26th May 2023 19:30,N/A,19:30,Good (Good To Firm In Places),1m,Final Voyage (IRE),S. B. Kelly,0,John Patrick Murtagh,7th,Head,5,9-3,93,True,56,25
Curragh Racing Results | 26th May 2023 19:30,N/A,19:30,Good (Good To Firm In Places),1m,Gambe Veloci (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,6th,Head,4,8-8,84,True,56,25
Curragh Racing Results | 26th May 2023 19:30,N/A,19:30,Good (Good To Firm In Places),1m,Current Option (IRE),D. W. O'Connor,0,Adrian McGuinness,5th,Neck,7,9-8,98,True,56,25
Curragh Racing Results | 26th May 2023 19:30,N/A,19:30,Good (Good To Firm In Places),1m,No More Porter (IRE),R. P. Whelan,0,Adrian McGuinness,4th,2 1/4 l,5,8-9p,85,True,56,25
Curragh Racing Results | 26th May 2023 19:30,N/A,19:30,Good (Good To Firm In Places),1m,Adelaise (IRE),M. P. Sheehy,0,Joseph Patrick O'Brien,3rd,1/2 l,4,8-9h1,85,True,56,25
Curragh Racing Results | 26th May 2023 19:30,N/A,19:30,Good (Good To Firm In Places),1m,Dunum (IRE),W. M. Lordan,0,Miss Natalia Lupini,2nd,Short Head,5,9-3,93,True,56,25
Curragh Racing Results | 26th May 2023 19:30,N/A,19:30,Good (Good To Firm In Places),1m,Rahmi (IRE),D. E. Sheehy,3,John Patrick Murtagh,1st,N/A,4,8-11,87,True,56,25
Curragh Racing Results | 26th May 2023 19:30,N/A,19:30,Good (Good To Firm In Places),1m,Loingseoir (IRE),Siobhan Rutledge,5,M. C. Grassick,20th,6 1/2 l,7,8-8t,84,True,56,25
Curragh Racing Results | 26th May 2023 19:30,N/A,19:30,Good (Good To Firm In Places),1m,Point Gellibrand (IRE),D. B. McMonagle,0,Joseph Patrick O'Brien,19th,1/2 l,4,9-6,96,True,56,25
Curragh Racing Results | 26th May 2023 19:30,N/A,19:30,Good (Good To Firm In Places),1m,I Am Superman (IRE),C. T. Keane,0,M. D. O'Callaghan,18th,1 1/2 l,7,10-0,104,True,56,25
Curragh Racing Results | 26th May 2023 19:30,N/A,19:30,Good (Good To Firm In Places),1m,All Lies Ahead (IRE),William James Lee,0,W. McCreery,17th,2 1/2 l,5,9-1,91,True,56,25
Curragh Racing Results | 26th May 2023 19:30,N/A,19:30,Good (Good To Firm In Places),1m,Earls (IRE),G. F. Carroll,0,Gavin Patrick Cromwell,16th,Neck,6,9-2t,92,True,56,25
Curragh Racing Results | 26th May 2023 19:30,N/A,19:30,Good (Good To Firm In Places),1m,Pierre Lapin (IRE),Shane Foley,0,Adrian McGuinness,15th,Neck,6,8-12p,88,True,56,25
Curragh Racing Results | 26th May 2023 19:30,N/A,19:30,Good (Good To Firm In Places),1m,San Aer (IRE),N. M. Crosse,0,Thomas Mullins,14th,1 l,5,8-10t,86,True,56,25
Curragh Racing Results | 26th May 2023 19:30,N/A,19:30,Good (Good To Firm In Places),1m,Vocal Studies (IRE),R. P. Cleary,0,J. S. Bolger,13th,Nose,4,8-7,83,True,56,25
Curragh Racing Results | 26th May 2023 19:30,N/A,19:30,Good (Good To Firm In Places),1m,Coins Cross (IRE),C. D. Hayes,0,Eddie & Patrick Harty,12th,Short Head,5,8-7,83,True,56,25
Curragh Racing Results | 26th May 2023 19:30,N/A,19:30,Good (Good To Firm In Places),1m,Tosen Wish (IRE),C. J. MacRedmond,5,Adrian McGuinness,11th,1/2 l,4,8-13t,89,True,56,25
