track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Naas Racing Results | 7th August 2023 15:25,N/A,15:25,Soft (Yielding In Places),5f 205y,Craft Irish (IRE),G. M. Ryan,0,P. J. F. Murphy,1st,N/A,5,10-0tb,85,True,72,17
Naas Racing Results | 7th August 2023 15:25,N/A,15:25,Soft (Yielding In Places),5f 205y,Shimmerz (IRE),Siobhan Rutledge,3,Charles O'Brien,7th,1 1/2 l,5,8-7h1,61,True,72,17
Naas Racing Results | 7th August 2023 15:25,N/A,15:25,Soft (Yielding In Places),5f 205y,Arthur's Victory (IRE),Seamie Heffernan,0,James A. Nash,6th,3 1/4 l,5,8-13,70,True,72,17
Naas Racing Results | 7th August 2023 15:25,N/A,15:25,Soft (Yielding In Places),5f 205y,Ostraka (IRE),R. P. Whelan,0,M. Halford & T. Collins,5th,2 1/2 l,3,9-12,86,True,72,17
Naas Racing Results | 7th August 2023 15:25,N/A,15:25,Soft (Yielding In Places),5f 205y,Siesta Beach,L. F. Roche,0,M. D. O'Callaghan,4th,Short Head,4,9-1b,72,True,72,17
Naas Racing Results | 7th August 2023 15:25,N/A,15:25,Soft (Yielding In Places),5f 205y,Sioux Spirit (IRE),William James Lee,0,K. J. Condon,3rd,1/2 l,3,9-13v,87,True,72,17
Naas Racing Results | 7th August 2023 15:25,N/A,15:25,Soft (Yielding In Places),5f 205y,Wave Machine (FR),Wesley Joyce,7,John Patrick Murtagh,2nd,3 l,3,9-9p,83,True,72,17
Naas Racing Results | 7th August 2023 15:25,N/A,15:25,Soft (Yielding In Places),5f 205y,Craft Irish (IRE),G. M. Ryan,0,P. J. F. Murphy,1st,N/A,5,10-0tb,85,True,72,17
Naas Racing Results | 7th August 2023 16:00,N/A,16:00,Soft (Yielding In Places),1m,Star of Freya (IRE),S. B. Kelly,0,Michael Fenton,14th,19 l,4,9-10,-,True,72,18
Naas Racing Results | 7th August 2023 16:00,N/A,16:00,Soft (Yielding In Places),1m,Perfect Mirage,Ben Martin Coen,0,E. J. O'Neill,13th,Short Head,3,9-3,-,True,72,18
Naas Racing Results | 7th August 2023 16:00,N/A,16:00,Soft (Yielding In Places),1m,Vivezza (IRE),L. F. Roche,0,Ross O'Sullivan,12th,1/2 l,3,9-3,-,True,72,18
Naas Racing Results | 7th August 2023 16:00,N/A,16:00,Soft (Yielding In Places),1m,Nancy Angel (IRE),Nicole Weir,10,John McConnell,11th,1 3/4 l,3,9-3,-,True,72,18
Naas Racing Results | 7th August 2023 16:00,N/A,16:00,Soft (Yielding In Places),1m,Wantoplantatree,J. M. Sheridan,0,E. D. Delany,10th,1 1/2 l,3,9-3,-,True,72,18
Naas Racing Results | 7th August 2023 16:00,N/A,16:00,Soft (Yielding In Places),1m,Beauparc (IRE),G. F. Carroll,0,Gerard Keane,9th,2 3/4 l,3,9-3,-,True,72,18
Naas Racing Results | 7th August 2023 16:00,N/A,16:00,Soft (Yielding In Places),1m,Emotivo (IRE),William James Lee,0,Henry de Bromhead,8th,1 3/4 l,3,9-3,-,True,72,18
Naas Racing Results | 7th August 2023 16:00,N/A,16:00,Soft (Yielding In Places),1m,Irish Rumour (IRE),Seamie Heffernan,0,Miss Jennifer Anne Lynch,7th,Neck,3,9-3,-,True,72,18
Naas Racing Results | 7th August 2023 16:00,N/A,16:00,Soft (Yielding In Places),1m,Indigo Five (IRE),H. J. Horgan,7,J. J. Feane,6th,2 1/4 l,4,9-10,-,True,72,18
Naas Racing Results | 7th August 2023 16:00,N/A,16:00,Soft (Yielding In Places),1m,Fiver Friday (IRE),Shane Foley,0,Paul Traynor,5th,Nose,3,9-3,-,True,72,18
Naas Racing Results | 7th August 2023 16:00,N/A,16:00,Soft (Yielding In Places),1m,Awqaat (IRE),D. W. O'Connor,0,John McConnell,4th,3 1/4 l,4,9-10,-,True,72,18
Naas Racing Results | 7th August 2023 16:00,N/A,16:00,Soft (Yielding In Places),1m,Dumb Love (IRE),C. T. Keane,0,G. M. Lyons,3rd,Head,3,9-3,-,True,72,18
Naas Racing Results | 7th August 2023 16:00,N/A,16:00,Soft (Yielding In Places),1m,Water Nymph (IRE),Ryan Moore,0,Aidan O'Brien,2nd,1 1/2 l,3,9-3p,-,True,72,18
Naas Racing Results | 7th August 2023 16:00,N/A,16:00,Soft (Yielding In Places),1m,Katola (IRE),C. D. Hayes,0,D. K. Weld,1st,N/A,3,9-3,-,True,72,18
Naas Racing Results | 7th August 2023 16:00,N/A,16:00,Soft (Yielding In Places),1m,Star of Freya (IRE),S. B. Kelly,0,Michael Fenton,14th,19 l,4,9-10,-,True,72,18
Naas Racing Results | 7th August 2023 16:00,N/A,16:00,Soft (Yielding In Places),1m,Perfect Mirage,Ben Martin Coen,0,E. J. O'Neill,13th,Short Head,3,9-3,-,True,72,18
Naas Racing Results | 7th August 2023 16:00,N/A,16:00,Soft (Yielding In Places),1m,Vivezza (IRE),L. F. Roche,0,Ross O'Sullivan,12th,1/2 l,3,9-3,-,True,72,18
Naas Racing Results | 7th August 2023 16:00,N/A,16:00,Soft (Yielding In Places),1m,Nancy Angel (IRE),Nicole Weir,10,John McConnell,11th,1 3/4 l,3,9-3,-,True,72,18
Naas Racing Results | 7th August 2023 16:00,N/A,16:00,Soft (Yielding In Places),1m,Wantoplantatree,J. M. Sheridan,0,E. D. Delany,10th,1 1/2 l,3,9-3,-,True,72,18
Naas Racing Results | 7th August 2023 16:00,N/A,16:00,Soft (Yielding In Places),1m,Beauparc (IRE),G. F. Carroll,0,Gerard Keane,9th,2 3/4 l,3,9-3,-,True,72,18
Naas Racing Results | 7th August 2023 16:00,N/A,16:00,Soft (Yielding In Places),1m,Emotivo (IRE),William James Lee,0,Henry de Bromhead,8th,1 3/4 l,3,9-3,-,True,72,18
Naas Racing Results | 7th August 2023 16:00,N/A,16:00,Soft (Yielding In Places),1m,Irish Rumour (IRE),Seamie Heffernan,0,Miss Jennifer Anne Lynch,7th,Neck,3,9-3,-,True,72,18
Naas Racing Results | 7th August 2023 16:00,N/A,16:00,Soft (Yielding In Places),1m,Indigo Five (IRE),H. J. Horgan,7,J. J. Feane,6th,2 1/4 l,4,9-10,-,True,72,18
Naas Racing Results | 7th August 2023 16:00,N/A,16:00,Soft (Yielding In Places),1m,Fiver Friday (IRE),Shane Foley,0,Paul Traynor,5th,Nose,3,9-3,-,True,72,18
Naas Racing Results | 7th August 2023 16:00,N/A,16:00,Soft (Yielding In Places),1m,Awqaat (IRE),D. W. O'Connor,0,John McConnell,4th,3 1/4 l,4,9-10,-,True,72,18
Naas Racing Results | 7th August 2023 16:00,N/A,16:00,Soft (Yielding In Places),1m,Dumb Love (IRE),C. T. Keane,0,G. M. Lyons,3rd,Head,3,9-3,-,True,72,18
Naas Racing Results | 7th August 2023 16:00,N/A,16:00,Soft (Yielding In Places),1m,Water Nymph (IRE),Ryan Moore,0,Aidan O'Brien,2nd,1 1/2 l,3,9-3p,-,True,72,18
Naas Racing Results | 7th August 2023 16:00,N/A,16:00,Soft (Yielding In Places),1m,Katola (IRE),C. D. Hayes,0,D. K. Weld,1st,N/A,3,9-3,-,True,72,18
Naas Racing Results | 7th August 2023 16:35,N/A,16:35,Soft (Yielding In Places),1m 3f 202y,Gooloogong (IRE),Seamie Heffernan,0,Aidan O'Brien,8th,8 1/2 l,3,8-13,-,True,72,19
Naas Racing Results | 7th August 2023 16:35,N/A,16:35,Soft (Yielding In Places),1m 3f 202y,Safecracker,Ben Martin Coen,0,John Patrick Murtagh,7th,Short Head,5,9-9ht,-,True,72,19
Naas Racing Results | 7th August 2023 16:35,N/A,16:35,Soft (Yielding In Places),1m 3f 202y,Pivotal Trigger,Shane Foley,0,Mrs J. Harrington,6th,Short Head,3,8-13,-,True,72,19
Naas Racing Results | 7th August 2023 16:35,N/A,16:35,Soft (Yielding In Places),1m 3f 202y,Sunchart,Andrew Joseph Slattery,0,A. Slattery,5th,1 1/4 l,6,9-9,-,True,72,19
Naas Racing Results | 7th August 2023 16:35,N/A,16:35,Soft (Yielding In Places),1m 3f 202y,Layfayette (IRE),C. D. Hayes,0,Noel Meade,4th,1 l,6,9-9,-,True,72,19
Naas Racing Results | 7th August 2023 16:35,N/A,16:35,Soft (Yielding In Places),1m 3f 202y,Peking Opera (IRE),Ryan Moore,0,Aidan O'Brien,3rd,4 1/2 l,3,8-13,-,True,72,19
Naas Racing Results | 7th August 2023 16:35,N/A,16:35,Soft (Yielding In Places),1m 3f 202y,Valiant King,D. B. McMonagle,0,Joseph Patrick O'Brien,2nd,1 1/2 l,3,8-13,-,True,72,19
Naas Racing Results | 7th August 2023 16:35,N/A,16:35,Soft (Yielding In Places),1m 3f 202y,Vauban (FR),C. T. Keane,0,W. P. Mullins,1st,N/A,5,9-9t,-,True,72,19
Naas Racing Results | 7th August 2023 16:35,N/A,16:35,Soft (Yielding In Places),1m 3f 202y,Gooloogong (IRE),Seamie Heffernan,0,Aidan O'Brien,8th,8 1/2 l,3,8-13,-,True,72,19
Naas Racing Results | 7th August 2023 16:35,N/A,16:35,Soft (Yielding In Places),1m 3f 202y,Safecracker,Ben Martin Coen,0,John Patrick Murtagh,7th,Short Head,5,9-9ht,-,True,72,19
Naas Racing Results | 7th August 2023 16:35,N/A,16:35,Soft (Yielding In Places),1m 3f 202y,Pivotal Trigger,Shane Foley,0,Mrs J. Harrington,6th,Short Head,3,8-13,-,True,72,19
Naas Racing Results | 7th August 2023 16:35,N/A,16:35,Soft (Yielding In Places),1m 3f 202y,Sunchart,Andrew Joseph Slattery,0,A. Slattery,5th,1 1/4 l,6,9-9,-,True,72,19
Naas Racing Results | 7th August 2023 16:35,N/A,16:35,Soft (Yielding In Places),1m 3f 202y,Layfayette (IRE),C. D. Hayes,0,Noel Meade,4th,1 l,6,9-9,-,True,72,19
Naas Racing Results | 7th August 2023 16:35,N/A,16:35,Soft (Yielding In Places),1m 3f 202y,Peking Opera (IRE),Ryan Moore,0,Aidan O'Brien,3rd,4 1/2 l,3,8-13,-,True,72,19
Naas Racing Results | 7th August 2023 16:35,N/A,16:35,Soft (Yielding In Places),1m 3f 202y,Valiant King,D. B. McMonagle,0,Joseph Patrick O'Brien,2nd,1 1/2 l,3,8-13,-,True,72,19
Naas Racing Results | 7th August 2023 16:35,N/A,16:35,Soft (Yielding In Places),1m 3f 202y,Vauban (FR),C. T. Keane,0,W. P. Mullins,1st,N/A,5,9-9t,-,True,72,19
Naas Racing Results | 7th August 2023 17:10,N/A,17:10,Soft (Yielding In Places),5f 205y,Little Miss Peppi (IRE),Siobhan Rutledge,0,John McConnell,20th,1 1/2 l,2,8-13,-,True,72,20
Naas Racing Results | 7th August 2023 17:10,N/A,17:10,Soft (Yielding In Places),5f 205y,Glamorously (IRE),Shane Foley,0,Mrs J. Harrington,19th,4 1/4 l,2,9-3,-,True,72,20
Naas Racing Results | 7th August 2023 17:10,N/A,17:10,Soft (Yielding In Places),5f 205y,Badda Bing (IRE),Andrew Joseph Slattery,0,A. Slattery,18th,1 1/4 l,2,9-6,-,True,72,20
Naas Racing Results | 7th August 2023 17:10,N/A,17:10,Soft (Yielding In Places),5f 205y,Gold Coast Galleon (FR),Declan McDonogh,0,Joseph Patrick O'Brien,17th,1 1/2 l,2,9-4,-,True,72,20
Naas Racing Results | 7th August 2023 17:10,N/A,17:10,Soft (Yielding In Places),5f 205y,Au Lait (IRE),N. M. Crosse,0,W. McCreery,16th,1 1/4 l,2,8-9,-,True,72,20
Naas Racing Results | 7th August 2023 17:10,N/A,17:10,Soft (Yielding In Places),5f 205y,Lightening Army,G. P. Halpin,0,Adrian Murray,15th,Short Head,2,9-2t,-,True,72,20
Naas Racing Results | 7th August 2023 17:10,N/A,17:10,Soft (Yielding In Places),5f 205y,That's For Sure (IRE),Sam James,0,K. R. Burke,13th,Dead Heat,2,9-0,-,True,72,20
Naas Racing Results | 7th August 2023 17:10,N/A,17:10,Soft (Yielding In Places),5f 205y,Simplexity (IRE),C. T. Keane,0,G. M. Lyons,13th,Neck,2,9-4,-,True,72,20
Naas Racing Results | 7th August 2023 17:10,N/A,17:10,Soft (Yielding In Places),5f 205y,Brighter (FR),Ryan Moore,0,Aidan O'Brien,12th,1/2 l,2,8-13,-,True,72,20
Naas Racing Results | 7th August 2023 17:10,N/A,17:10,Soft (Yielding In Places),5f 205y,Janzoor (IRE),N. G. McCullagh,0,Darren Bunyan,11th,1 1/2 l,2,9-4,-,True,72,20
Naas Racing Results | 7th August 2023 17:10,N/A,17:10,Soft (Yielding In Places),5f 205y,Shayekh (IRE),C. D. Hayes,0,Alice Haynes,10th,1 1/4 l,2,9-8v1,-,True,72,20
Naas Racing Results | 7th August 2023 17:10,N/A,17:10,Soft (Yielding In Places),5f 205y,Vestigia (IRE),R. P. Cleary,0,Ms Sheila Lavery,9th,1 1/2 l,2,9-2,-,True,72,20
Naas Racing Results | 7th August 2023 17:10,N/A,17:10,Soft (Yielding In Places),5f 205y,Ragga Bomb (IRE),G. F. Carroll,0,G. M. Lyons,8th,3/4 l,2,9-4,-,True,72,20
Naas Racing Results | 7th August 2023 17:10,N/A,17:10,Soft (Yielding In Places),5f 205y,Vanity Pays,William James Lee,0,P. Twomey,7th,3/4 l,2,9-3v1,-,True,72,20
Naas Racing Results | 7th August 2023 17:10,N/A,17:10,Soft (Yielding In Places),5f 205y,Innvincible Friend (IRE),Seamie Heffernan,0,Tom Dascombe,6th,3/4 l,2,9-2p1,-,True,72,20
Naas Racing Results | 7th August 2023 17:10,N/A,17:10,Soft (Yielding In Places),5f 205y,Kortez Bay (IRE),R. C. Colgan,0,Ms Sheila Lavery,5th,Neck,2,9-6,-,True,72,20
Naas Racing Results | 7th August 2023 17:10,N/A,17:10,Soft (Yielding In Places),5f 205y,Glamora (IRE),R. P. Whelan,0,Ms Sheila Lavery,4th,3/4 l,2,8-13,-,True,72,20
Naas Racing Results | 7th August 2023 17:10,N/A,17:10,Soft (Yielding In Places),5f 205y,Bright Stripes (IRE),D. B. McMonagle,0,Andrew Oliver,3rd,Head,2,9-8,-,True,72,20
Naas Racing Results | 7th August 2023 17:10,N/A,17:10,Soft (Yielding In Places),5f 205y,Jungle Mate (IRE),Shane Gray,0,Kevin Ryan,2nd,1/2 l,2,9-0,-,True,72,20
Naas Racing Results | 7th August 2023 17:10,N/A,17:10,Soft (Yielding In Places),5f 205y,Golden Trick (IRE),Ben Martin Coen,0,Hugo Palmer,1st,N/A,2,9-0,-,True,72,20
Naas Racing Results | 7th August 2023 17:10,N/A,17:10,Soft (Yielding In Places),5f 205y,Little Miss Peppi (IRE),Siobhan Rutledge,0,John McConnell,20th,1 1/2 l,2,8-13,-,True,72,20
Naas Racing Results | 7th August 2023 17:10,N/A,17:10,Soft (Yielding In Places),5f 205y,Glamorously (IRE),Shane Foley,0,Mrs J. Harrington,19th,4 1/4 l,2,9-3,-,True,72,20
Naas Racing Results | 7th August 2023 17:10,N/A,17:10,Soft (Yielding In Places),5f 205y,Badda Bing (IRE),Andrew Joseph Slattery,0,A. Slattery,18th,1 1/4 l,2,9-6,-,True,72,20
Naas Racing Results | 7th August 2023 17:10,N/A,17:10,Soft (Yielding In Places),5f 205y,Gold Coast Galleon (FR),Declan McDonogh,0,Joseph Patrick O'Brien,17th,1 1/2 l,2,9-4,-,True,72,20
Naas Racing Results | 7th August 2023 17:10,N/A,17:10,Soft (Yielding In Places),5f 205y,Au Lait (IRE),N. M. Crosse,0,W. McCreery,16th,1 1/4 l,2,8-9,-,True,72,20
Naas Racing Results | 7th August 2023 17:10,N/A,17:10,Soft (Yielding In Places),5f 205y,Lightening Army,G. P. Halpin,0,Adrian Murray,15th,Short Head,2,9-2t,-,True,72,20
Naas Racing Results | 7th August 2023 17:10,N/A,17:10,Soft (Yielding In Places),5f 205y,That's For Sure (IRE),Sam James,0,K. R. Burke,13th,Dead Heat,2,9-0,-,True,72,20
Naas Racing Results | 7th August 2023 17:10,N/A,17:10,Soft (Yielding In Places),5f 205y,Simplexity (IRE),C. T. Keane,0,G. M. Lyons,13th,Neck,2,9-4,-,True,72,20
Naas Racing Results | 7th August 2023 17:10,N/A,17:10,Soft (Yielding In Places),5f 205y,Brighter (FR),Ryan Moore,0,Aidan O'Brien,12th,1/2 l,2,8-13,-,True,72,20
Naas Racing Results | 7th August 2023 17:10,N/A,17:10,Soft (Yielding In Places),5f 205y,Janzoor (IRE),N. G. McCullagh,0,Darren Bunyan,11th,1 1/2 l,2,9-4,-,True,72,20
Naas Racing Results | 7th August 2023 17:10,N/A,17:10,Soft (Yielding In Places),5f 205y,Shayekh (IRE),C. D. Hayes,0,Alice Haynes,10th,1 1/4 l,2,9-8v1,-,True,72,20
Naas Racing Results | 7th August 2023 17:10,N/A,17:10,Soft (Yielding In Places),5f 205y,Vestigia (IRE),R. P. Cleary,0,Ms Sheila Lavery,9th,1 1/2 l,2,9-2,-,True,72,20
Naas Racing Results | 7th August 2023 17:10,N/A,17:10,Soft (Yielding In Places),5f 205y,Ragga Bomb (IRE),G. F. Carroll,0,G. M. Lyons,8th,3/4 l,2,9-4,-,True,72,20
Naas Racing Results | 7th August 2023 17:10,N/A,17:10,Soft (Yielding In Places),5f 205y,Vanity Pays,William James Lee,0,P. Twomey,7th,3/4 l,2,9-3v1,-,True,72,20
Naas Racing Results | 7th August 2023 17:10,N/A,17:10,Soft (Yielding In Places),5f 205y,Innvincible Friend (IRE),Seamie Heffernan,0,Tom Dascombe,6th,3/4 l,2,9-2p1,-,True,72,20
Naas Racing Results | 7th August 2023 17:10,N/A,17:10,Soft (Yielding In Places),5f 205y,Kortez Bay (IRE),R. C. Colgan,0,Ms Sheila Lavery,5th,Neck,2,9-6,-,True,72,20
Naas Racing Results | 7th August 2023 17:10,N/A,17:10,Soft (Yielding In Places),5f 205y,Glamora (IRE),R. P. Whelan,0,Ms Sheila Lavery,4th,3/4 l,2,8-13,-,True,72,20
Naas Racing Results | 7th August 2023 17:10,N/A,17:10,Soft (Yielding In Places),5f 205y,Bright Stripes (IRE),D. B. McMonagle,0,Andrew Oliver,3rd,Head,2,9-8,-,True,72,20
Naas Racing Results | 7th August 2023 17:10,N/A,17:10,Soft (Yielding In Places),5f 205y,Jungle Mate (IRE),Shane Gray,0,Kevin Ryan,2nd,1/2 l,2,9-0,-,True,72,20
Naas Racing Results | 7th August 2023 17:10,N/A,17:10,Soft (Yielding In Places),5f 205y,Golden Trick (IRE),Ben Martin Coen,0,Hugo Palmer,1st,N/A,2,9-0,-,True,72,20
Naas Racing Results | 7th August 2023 17:45,N/A,17:45,Soft (Yielding In Places),1m 2f 110y,Moon Over Claddagh,Ben Martin Coen,0,Henry de Bromhead,16th,45 l,5,9-1,65,True,72,21
Naas Racing Results | 7th August 2023 17:45,N/A,17:45,Soft (Yielding In Places),1m 2f 110y,Fairytale Princess (IRE),L. F. Roche,0,G. M. Lyons,15th,Head,3,8-7,65,True,72,21
Naas Racing Results | 7th August 2023 17:45,N/A,17:45,Soft (Yielding In Places),1m 2f 110y,Chilean,N. M. Crosse,0,Luke Comer,14th,Nose,8,8-8tp,58,True,72,21
Naas Racing Results | 7th August 2023 17:45,N/A,17:45,Soft (Yielding In Places),1m 2f 110y,Kodiac Prince (IRE),Adam Caffrey,5,Thomas Cleary,13th,Neck,6,9-12p,76,True,72,21
Naas Racing Results | 7th August 2023 17:45,N/A,17:45,Soft (Yielding In Places),1m 2f 110y,Team Of Firsts,C. T. Keane,0,Patrick J. Flynn,12th,1 1/4 l,5,9-11,75,True,72,21
Naas Racing Results | 7th August 2023 17:45,N/A,17:45,Soft (Yielding In Places),1m 2f 110y,Spring Evening (IRE),Shane Foley,0,Yvonne Latta,11th,2 3/4 l,3,8-10,68,True,72,21
Naas Racing Results | 7th August 2023 17:45,N/A,17:45,Soft (Yielding In Places),1m 2f 110y,Mr Mills (IRE),G. M. Ryan,0,Christopher David Timmons,10th,Neck,5,8-12,62,True,72,21
Naas Racing Results | 7th August 2023 17:45,N/A,17:45,Soft (Yielding In Places),1m 2f 110y,Church Mountain (IRE),J. M. Sheridan,0,M. D. O'Callaghan,9th,1/2 l,5,9-13t,77,True,72,21
Naas Racing Results | 7th August 2023 17:45,N/A,17:45,Soft (Yielding In Places),1m 2f 110y,Global Energy,R. C. Colgan,0,Ms Sheila Lavery,8th,Neck,4,9-7,71,True,72,21
Naas Racing Results | 7th August 2023 17:45,N/A,17:45,Soft (Yielding In Places),1m 2f 110y,Je T'ai Porte (IRE),G. F. Carroll,0,Gavin Patrick Cromwell,7th,1 l,5,9-8h,72,True,72,21
Naas Racing Results | 7th August 2023 17:45,N/A,17:45,Soft (Yielding In Places),1m 2f 110y,Any Dream Will Do (IRE),William James Lee,0,W. McCreery,6th,1 1/4 l,4,10-0p,78,True,72,21
Naas Racing Results | 7th August 2023 17:45,N/A,17:45,Soft (Yielding In Places),1m 2f 110y,Kitty Mcfee (IRE),R. P. Whelan,0,John S. O'Donoghue,5th,3/4 l,3,8-13,71,True,72,21
Naas Racing Results | 7th August 2023 17:45,N/A,17:45,Soft (Yielding In Places),1m 2f 110y,Magic Charm (IRE),M. W. Hassett,7,Martin Hassett,4th,1 1/2 l,7,8-7,50,True,72,21
Naas Racing Results | 7th August 2023 17:45,N/A,17:45,Soft (Yielding In Places),1m 2f 110y,Luke Short,C. D. Hayes,0,Noel Meade,3rd,Neck,6,9-8,72,True,72,21
Naas Racing Results | 7th August 2023 17:45,N/A,17:45,Soft (Yielding In Places),1m 2f 110y,Turbulence (IRE),D. B. McMonagle,0,Ross O'Sullivan,2nd,Short Head,6,9-8,72,True,72,21
Naas Racing Results | 7th August 2023 17:45,N/A,17:45,Soft (Yielding In Places),1m 2f 110y,Golden Spangle (IRE),R. P. Cleary,0,J. S. Bolger,1st,N/A,3,9-3tp1,75,True,72,21
Naas Racing Results | 7th August 2023 17:45,N/A,17:45,Soft (Yielding In Places),1m 2f 110y,Moon Over Claddagh,Ben Martin Coen,0,Henry de Bromhead,16th,45 l,5,9-1,65,True,72,21
Naas Racing Results | 7th August 2023 17:45,N/A,17:45,Soft (Yielding In Places),1m 2f 110y,Fairytale Princess (IRE),L. F. Roche,0,G. M. Lyons,15th,Head,3,8-7,65,True,72,21
Naas Racing Results | 7th August 2023 17:45,N/A,17:45,Soft (Yielding In Places),1m 2f 110y,Chilean,N. M. Crosse,0,Luke Comer,14th,Nose,8,8-8tp,58,True,72,21
Naas Racing Results | 7th August 2023 17:45,N/A,17:45,Soft (Yielding In Places),1m 2f 110y,Kodiac Prince (IRE),Adam Caffrey,5,Thomas Cleary,13th,Neck,6,9-12p,76,True,72,21
Naas Racing Results | 7th August 2023 17:45,N/A,17:45,Soft (Yielding In Places),1m 2f 110y,Team Of Firsts,C. T. Keane,0,Patrick J. Flynn,12th,1 1/4 l,5,9-11,75,True,72,21
Naas Racing Results | 7th August 2023 17:45,N/A,17:45,Soft (Yielding In Places),1m 2f 110y,Spring Evening (IRE),Shane Foley,0,Yvonne Latta,11th,2 3/4 l,3,8-10,68,True,72,21
Naas Racing Results | 7th August 2023 17:45,N/A,17:45,Soft (Yielding In Places),1m 2f 110y,Mr Mills (IRE),G. M. Ryan,0,Christopher David Timmons,10th,Neck,5,8-12,62,True,72,21
Naas Racing Results | 7th August 2023 17:45,N/A,17:45,Soft (Yielding In Places),1m 2f 110y,Church Mountain (IRE),J. M. Sheridan,0,M. D. O'Callaghan,9th,1/2 l,5,9-13t,77,True,72,21
Naas Racing Results | 7th August 2023 17:45,N/A,17:45,Soft (Yielding In Places),1m 2f 110y,Global Energy,R. C. Colgan,0,Ms Sheila Lavery,8th,Neck,4,9-7,71,True,72,21
Naas Racing Results | 7th August 2023 17:45,N/A,17:45,Soft (Yielding In Places),1m 2f 110y,Je T'ai Porte (IRE),G. F. Carroll,0,Gavin Patrick Cromwell,7th,1 l,5,9-8h,72,True,72,21
Naas Racing Results | 7th August 2023 17:45,N/A,17:45,Soft (Yielding In Places),1m 2f 110y,Any Dream Will Do (IRE),William James Lee,0,W. McCreery,6th,1 1/4 l,4,10-0p,78,True,72,21
Naas Racing Results | 7th August 2023 17:45,N/A,17:45,Soft (Yielding In Places),1m 2f 110y,Kitty Mcfee (IRE),R. P. Whelan,0,John S. O'Donoghue,5th,3/4 l,3,8-13,71,True,72,21
Naas Racing Results | 7th August 2023 17:45,N/A,17:45,Soft (Yielding In Places),1m 2f 110y,Magic Charm (IRE),M. W. Hassett,7,Martin Hassett,4th,1 1/2 l,7,8-7,50,True,72,21
Naas Racing Results | 7th August 2023 17:45,N/A,17:45,Soft (Yielding In Places),1m 2f 110y,Luke Short,C. D. Hayes,0,Noel Meade,3rd,Neck,6,9-8,72,True,72,21
Naas Racing Results | 7th August 2023 17:45,N/A,17:45,Soft (Yielding In Places),1m 2f 110y,Turbulence (IRE),D. B. McMonagle,0,Ross O'Sullivan,2nd,Short Head,6,9-8,72,True,72,21
Naas Racing Results | 7th August 2023 17:45,N/A,17:45,Soft (Yielding In Places),1m 2f 110y,Golden Spangle (IRE),R. P. Cleary,0,J. S. Bolger,1st,N/A,3,9-3tp1,75,True,72,21
Roscommon Racing Results | 8th August 2023 17:30,N/A,17:30,Yielding,2m 3f 185y,Hardy Buck (IRE),J. S. McGarvey,0,John Joseph Hanlon,16th,14 l,5,11-12,-,True,72,22
Roscommon Racing Results | 8th August 2023 17:30,N/A,17:30,Yielding,2m 3f 185y,Tullybawn (IRE),E. Walsh,3,John Joseph Hanlon,15th,8 1/2 l,5,11-12t,-,True,72,22
Roscommon Racing Results | 8th August 2023 17:30,N/A,17:30,Yielding,2m 3f 185y,Great Rainbow (FR),Phillip Enright,0,Brian M. McMahon,14th,4 1/2 l,5,11-12,-,True,72,22
Roscommon Racing Results | 8th August 2023 17:30,N/A,17:30,Yielding,2m 3f 185y,Road To The Weir (IRE),M. J. M. O'Sullivan,0,John Neilan,13th,2 1/4 l,7,11-12,-,True,72,22
Roscommon Racing Results | 8th August 2023 17:30,N/A,17:30,Yielding,2m 3f 185y,Mo Chruinne (IRE),C. M. Quirke,5,Charles Byrnes,12th,Short Head,6,11-12,-,True,72,22
Roscommon Racing Results | 8th August 2023 17:30,N/A,17:30,Yielding,2m 3f 185y,Lady Lilly (IRE),Donagh Meyler,0,David M. O'Brien,11th,2 1/4 l,8,11-5,-,True,72,22
Roscommon Racing Results | 8th August 2023 17:30,N/A,17:30,Yielding,2m 3f 185y,Suile Ban (IRE),D. King,5,Denis Hogan,10th,3 1/2 l,4,11-8,-,True,72,22
Roscommon Racing Results | 8th August 2023 17:30,N/A,17:30,Yielding,2m 3f 185y,Dolly Watkins (IRE),S. D. Torrens,0,Aidan Anthony Howard,9th,1 1/4 l,4,11-1,-,True,72,22
