track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Tipperary Racing Results | 23rd April 2024 16:10,N/A,16:10,Yielding To Soft,2m 4f,Nine Graces,M J M O'Sullivan,0,B Connell,5th,2 l,7,11-0t,-,True,109,28
Tipperary Racing Results | 23rd April 2024 16:10,N/A,16:10,Yielding To Soft,2m 4f,Summer Tide (IRE),P Byrnes,3,C Byrnes,4th,4 l,9,11-5,-,True,109,28
Tipperary Racing Results | 23rd April 2024 16:10,N/A,16:10,Yielding To Soft,2m 4f,Varna Gold (IRE),J G Gilligan,7,P J Gilligan,3rd,1/2 l,7,11-0,-,True,109,28
Tipperary Racing Results | 23rd April 2024 16:10,N/A,16:10,Yielding To Soft,2m 4f,So Des Flos (FR),J W Kennedy,0,G Elliott,2nd,4 l,7,11-10p,-,True,109,28
Tipperary Racing Results | 23rd April 2024 16:10,N/A,16:10,Yielding To Soft,2m 4f,Music Of Tara,Rachael Blackmore,0,H De Bromhead,1st,N/A,7,11-0t,-,True,109,28
Tipperary Racing Results | 23rd April 2024 16:10,N/A,16:10,Yielding To Soft,2m 4f,Nine Graces,M J M O'Sullivan,0,B Connell,5th,2 l,7,11-0t,-,True,109,28
Tipperary Racing Results | 23rd April 2024 16:10,N/A,16:10,Yielding To Soft,2m 4f,Summer Tide (IRE),P Byrnes,3,C Byrnes,4th,4 l,9,11-5,-,True,109,28
Tipperary Racing Results | 23rd April 2024 16:10,N/A,16:10,Yielding To Soft,2m 4f,Varna Gold (IRE),J G Gilligan,7,P J Gilligan,3rd,1/2 l,7,11-0,-,True,109,28
Tipperary Racing Results | 23rd April 2024 16:10,N/A,16:10,Yielding To Soft,2m 4f,So Des Flos (FR),J W Kennedy,0,G Elliott,2nd,4 l,7,11-10p,-,True,109,28
Tipperary Racing Results | 23rd April 2024 16:10,N/A,16:10,Yielding To Soft,2m 4f,Music Of Tara,Rachael Blackmore,0,H De Bromhead,1st,N/A,7,11-0t,-,True,109,28
Tipperary Racing Results | 23rd April 2024 16:45,N/A,16:45,Yielding To Soft,2m 7f 80y,Joe's Turn (IRE),S F O'Keeffe,0,R P Rath,NR,N/A,8,10-2p,80,True,109,29
Tipperary Racing Results | 23rd April 2024 16:45,N/A,16:45,Yielding To Soft,2m 7f 80y,Made In Muckross (IRE),B W Harvey,0,Eamon Courtney,NR,N/A,9,10-10p1,88,True,109,29
Tipperary Racing Results | 23rd April 2024 16:45,N/A,16:45,Yielding To Soft,2m 7f 80y,Greenhill Damsel (IRE),J J Slevin,0,G J Power,NR,N/A,9,10-9p1,87,True,109,29
Tipperary Racing Results | 23rd April 2024 16:45,N/A,16:45,Yielding To Soft,2m 7f 80y,Weihnachts (IRE),S D Torrens,0,P J Rothwell,NR,N/A,10,11-12p,104,True,109,29
Tipperary Racing Results | 23rd April 2024 16:45,N/A,16:45,Yielding To Soft,2m 7f 80y,Amenon (FR),Mr T O'Connor,7,T O'Connor,PU,N/A,9,11-8t,100,True,109,29
Tipperary Racing Results | 23rd April 2024 16:45,N/A,16:45,Yielding To Soft,2m 7f 80y,Soldier Of Honour (IRE),G B Noonan,5,E McCarthy,PU,N/A,7,11-2p,94,True,109,29
Tipperary Racing Results | 23rd April 2024 16:45,N/A,16:45,Yielding To Soft,2m 7f 80y,Another Nightmare (IRE),J S McGarvey,0,J J Hanlon,PU,N/A,6,11-1,93,True,109,29
Tipperary Racing Results | 23rd April 2024 16:45,N/A,16:45,Yielding To Soft,2m 7f 80y,Tangental (IRE),B Hayes,0,Colm Murphy,F,N/A,8,10-7,85,True,109,29
Tipperary Racing Results | 23rd April 2024 16:45,N/A,16:45,Yielding To Soft,2m 7f 80y,Centurion Steel (IRE),S Fitzgerald,0,D Queally,8th,12 l,9,11-11ht1,103,True,109,29
Tipperary Racing Results | 23rd April 2024 16:45,N/A,16:45,Yielding To Soft,2m 7f 80y,Starlight Cato (IRE),D J Gilligan,5,D Howard,7th,6 1/2 l,7,10-7,85,True,109,29
Tipperary Racing Results | 23rd April 2024 16:45,N/A,16:45,Yielding To Soft,2m 7f 80y,Ardaghs Choice (IRE),K C Sexton,0,E Sheehy,6th,17 l,9,11-9b,101,True,109,29
Tipperary Racing Results | 23rd April 2024 16:45,N/A,16:45,Yielding To Soft,2m 7f 80y,Made In The Woods (IRE),J W Kennedy,0,N Lee,5th,1 1/4 l,7,11-2,94,True,109,29
Tipperary Racing Results | 23rd April 2024 16:45,N/A,16:45,Yielding To Soft,2m 7f 80y,He Fitz In (IRE),S O'Callaghan,5,D E Fitzgerald,4th,3 l,8,11-9v,101,True,109,29
Tipperary Racing Results | 23rd April 2024 16:45,N/A,16:45,Yielding To Soft,2m 7f 80y,Nazine (IRE),C M Quirke,5,M J McDonagh,3rd,8 l,7,11-1,93,True,109,29
Tipperary Racing Results | 23rd April 2024 16:45,N/A,16:45,Yielding To Soft,2m 7f 80y,Fox Le Bel (FR),A P Kelly,5,Liz Doyle,2nd,1/2 l,9,10-7b,85,True,109,29
Tipperary Racing Results | 23rd April 2024 16:45,N/A,16:45,Yielding To Soft,2m 7f 80y,Lady Kate (IRE),L Quinlan,5,R Hackett,1st,N/A,7,11-1,93,True,109,29
Tipperary Racing Results | 23rd April 2024 16:45,N/A,16:45,Yielding To Soft,2m 7f 80y,Joe's Turn (IRE),S F O'Keeffe,0,R P Rath,NR,N/A,8,10-2p,80,True,109,29
Tipperary Racing Results | 23rd April 2024 16:45,N/A,16:45,Yielding To Soft,2m 7f 80y,Made In Muckross (IRE),B W Harvey,0,Eamon Courtney,NR,N/A,9,10-10p1,88,True,109,29
Tipperary Racing Results | 23rd April 2024 16:45,N/A,16:45,Yielding To Soft,2m 7f 80y,Greenhill Damsel (IRE),J J Slevin,0,G J Power,NR,N/A,9,10-9p1,87,True,109,29
Tipperary Racing Results | 23rd April 2024 16:45,N/A,16:45,Yielding To Soft,2m 7f 80y,Weihnachts (IRE),S D Torrens,0,P J Rothwell,NR,N/A,10,11-12p,104,True,109,29
Tipperary Racing Results | 23rd April 2024 16:45,N/A,16:45,Yielding To Soft,2m 7f 80y,Amenon (FR),Mr T O'Connor,7,T O'Connor,PU,N/A,9,11-8t,100,True,109,29
Tipperary Racing Results | 23rd April 2024 16:45,N/A,16:45,Yielding To Soft,2m 7f 80y,Soldier Of Honour (IRE),G B Noonan,5,E McCarthy,PU,N/A,7,11-2p,94,True,109,29
Tipperary Racing Results | 23rd April 2024 16:45,N/A,16:45,Yielding To Soft,2m 7f 80y,Another Nightmare (IRE),J S McGarvey,0,J J Hanlon,PU,N/A,6,11-1,93,True,109,29
Tipperary Racing Results | 23rd April 2024 16:45,N/A,16:45,Yielding To Soft,2m 7f 80y,Tangental (IRE),B Hayes,0,Colm Murphy,F,N/A,8,10-7,85,True,109,29
Tipperary Racing Results | 23rd April 2024 16:45,N/A,16:45,Yielding To Soft,2m 7f 80y,Centurion Steel (IRE),S Fitzgerald,0,D Queally,8th,12 l,9,11-11ht1,103,True,109,29
Tipperary Racing Results | 23rd April 2024 16:45,N/A,16:45,Yielding To Soft,2m 7f 80y,Starlight Cato (IRE),D J Gilligan,5,D Howard,7th,6 1/2 l,7,10-7,85,True,109,29
Tipperary Racing Results | 23rd April 2024 16:45,N/A,16:45,Yielding To Soft,2m 7f 80y,Ardaghs Choice (IRE),K C Sexton,0,E Sheehy,6th,17 l,9,11-9b,101,True,109,29
Tipperary Racing Results | 23rd April 2024 16:45,N/A,16:45,Yielding To Soft,2m 7f 80y,Made In The Woods (IRE),J W Kennedy,0,N Lee,5th,1 1/4 l,7,11-2,94,True,109,29
Tipperary Racing Results | 23rd April 2024 16:45,N/A,16:45,Yielding To Soft,2m 7f 80y,He Fitz In (IRE),S O'Callaghan,5,D E Fitzgerald,4th,3 l,8,11-9v,101,True,109,29
Tipperary Racing Results | 23rd April 2024 16:45,N/A,16:45,Yielding To Soft,2m 7f 80y,Nazine (IRE),C M Quirke,5,M J McDonagh,3rd,8 l,7,11-1,93,True,109,29
Tipperary Racing Results | 23rd April 2024 16:45,N/A,16:45,Yielding To Soft,2m 7f 80y,Fox Le Bel (FR),A P Kelly,5,Liz Doyle,2nd,1/2 l,9,10-7b,85,True,109,29
Tipperary Racing Results | 23rd April 2024 16:45,N/A,16:45,Yielding To Soft,2m 7f 80y,Lady Kate (IRE),L Quinlan,5,R Hackett,1st,N/A,7,11-1,93,True,109,29
Tipperary Racing Results | 23rd April 2024 17:20,N/A,17:20,Yielding,2m 4f,Sweet Rapture (IRE),Mr J Mulvihill,7,Miss J M Lee,12th,27 l,8,11-11,-,True,109,30
Tipperary Racing Results | 23rd April 2024 17:20,N/A,17:20,Yielding,2m 4f,Blue Pearl Bay (IRE),Miss A B O'Connor,3,W J McLernon,11th,1 1/2 l,7,11-11h1,-,True,109,30
Tipperary Racing Results | 23rd April 2024 17:20,N/A,17:20,Yielding,2m 4f,Doyen Og (IRE),Mr C Lamon,7,A Sexton,10th,4 l,5,11-11,-,True,109,30
Tipperary Racing Results | 23rd April 2024 17:20,N/A,17:20,Yielding,2m 4f,Fix It For Me (IRE),Mr J P O'Rourke,7,Colm Murphy,9th,7 1/2 l,5,11-11,-,True,109,30
Tipperary Racing Results | 23rd April 2024 17:20,N/A,17:20,Yielding,2m 4f,Deise Bella (IRE),Mr P J Cody,7,David J Phelan,8th,2 l,6,11-11,-,True,109,30
Tipperary Racing Results | 23rd April 2024 17:20,N/A,17:20,Yielding,2m 4f,Shantou Princess (IRE),Mr B M Coonan,7,Miss Ellmarie Holden,7th,5 1/2 l,5,11-11,-,True,109,30
Tipperary Racing Results | 23rd April 2024 17:20,N/A,17:20,Yielding,2m 4f,Laravie (IRE),Mr P A O'Donnell,7,K F O'Donnell,6th,1/2 l,5,11-11,-,True,109,30
Tipperary Racing Results | 23rd April 2024 17:20,N/A,17:20,Yielding,2m 4f,Mountrivers Lass (IRE),Mr D Kiely,7,R Murphy,5th,1 l,5,11-11,-,True,109,30
Tipperary Racing Results | 23rd April 2024 17:20,N/A,17:20,Yielding,2m 4f,Dansanttothetune (IRE),Ms J E Grant,7,D M O'Brien,4th,4 1/4 l,6,11-11,-,True,109,30
Tipperary Racing Results | 23rd April 2024 17:20,N/A,17:20,Yielding,2m 4f,Shannon Bank (IRE),Mr T Hamilton,0,S Fahey,3rd,2 3/4 l,5,11-11,-,True,109,30
Tipperary Racing Results | 23rd April 2024 17:20,N/A,17:20,Yielding,2m 4f,Nothing Hectic (IRE),Mr J C Barry,3,Miss H McLoughlin,2nd,4 1/4 l,5,11-11,-,True,109,30
Tipperary Racing Results | 23rd April 2024 17:20,N/A,17:20,Yielding,2m 4f,Not Negotiable (FR),Mr P W Mullins,0,W P Mullins,1st,N/A,5,11-11,-,True,109,30
Tipperary Racing Results | 23rd April 2024 17:20,N/A,17:20,Yielding,2m 4f,Sweet Rapture (IRE),Mr J Mulvihill,7,Miss J M Lee,12th,27 l,8,11-11,-,True,109,30
Tipperary Racing Results | 23rd April 2024 17:20,N/A,17:20,Yielding,2m 4f,Blue Pearl Bay (IRE),Miss A B O'Connor,3,W J McLernon,11th,1 1/2 l,7,11-11h1,-,True,109,30
Tipperary Racing Results | 23rd April 2024 17:20,N/A,17:20,Yielding,2m 4f,Doyen Og (IRE),Mr C Lamon,7,A Sexton,10th,4 l,5,11-11,-,True,109,30
Tipperary Racing Results | 23rd April 2024 17:20,N/A,17:20,Yielding,2m 4f,Fix It For Me (IRE),Mr J P O'Rourke,7,Colm Murphy,9th,7 1/2 l,5,11-11,-,True,109,30
Tipperary Racing Results | 23rd April 2024 17:20,N/A,17:20,Yielding,2m 4f,Deise Bella (IRE),Mr P J Cody,7,David J Phelan,8th,2 l,6,11-11,-,True,109,30
Tipperary Racing Results | 23rd April 2024 17:20,N/A,17:20,Yielding,2m 4f,Shantou Princess (IRE),Mr B M Coonan,7,Miss Ellmarie Holden,7th,5 1/2 l,5,11-11,-,True,109,30
Tipperary Racing Results | 23rd April 2024 17:20,N/A,17:20,Yielding,2m 4f,Laravie (IRE),Mr P A O'Donnell,7,K F O'Donnell,6th,1/2 l,5,11-11,-,True,109,30
Tipperary Racing Results | 23rd April 2024 17:20,N/A,17:20,Yielding,2m 4f,Mountrivers Lass (IRE),Mr D Kiely,7,R Murphy,5th,1 l,5,11-11,-,True,109,30
Tipperary Racing Results | 23rd April 2024 17:20,N/A,17:20,Yielding,2m 4f,Dansanttothetune (IRE),Ms J E Grant,7,D M O'Brien,4th,4 1/4 l,6,11-11,-,True,109,30
Tipperary Racing Results | 23rd April 2024 17:20,N/A,17:20,Yielding,2m 4f,Shannon Bank (IRE),Mr T Hamilton,0,S Fahey,3rd,2 3/4 l,5,11-11,-,True,109,30
Tipperary Racing Results | 23rd April 2024 17:20,N/A,17:20,Yielding,2m 4f,Nothing Hectic (IRE),Mr J C Barry,3,Miss H McLoughlin,2nd,4 1/4 l,5,11-11,-,True,109,30
Tipperary Racing Results | 23rd April 2024 17:20,N/A,17:20,Yielding,2m 4f,Not Negotiable (FR),Mr P W Mullins,0,W P Mullins,1st,N/A,5,11-11,-,True,109,30
N/A,N/A,16:00,Soft,7f,Babich (IRE),G F Carroll,0,G P Cromwell,NR,N/A,3,9-8,-,True,109,31
N/A,N/A,16:00,Soft,7f,Storm Tracker (FR),A C Persse,7,Liam G O'brien,8th,11 l,3,9-8,-,True,109,31
N/A,N/A,16:00,Soft,7f,Magic Defense (IRE),J A Heffernan,0,K Purcell,7th,4 3/4 l,3,9-8,-,True,109,31
N/A,N/A,16:00,Soft,7f,Gandolfo (IRE),C T Keane,0,N Meade,6th,1 1/4 l,3,9-8b1,-,True,109,31
N/A,N/A,16:00,Soft,7f,You Done Well (IRE),C Horgan,7,K Purcell,5th,5 l,3,9-8,-,True,109,31
N/A,N/A,16:00,Soft,7f,It'sonlyjustbegun (IRE),S Foley,0,Mrs J Harrington,4th,6 1/2 l,3,9-3,-,True,109,31
N/A,N/A,16:00,Soft,7f,Miss Tapley (IRE),D McMonagle,0,J P O'Brien,3rd,1 1/4 l,3,9-3,-,True,109,31
N/A,N/A,16:00,Soft,7f,Solomon Coop (IRE),W M Lordan,0,N Lupini,2nd,2 1/4 l,3,9-8,-,True,109,31
N/A,N/A,16:00,Soft,7f,Buttermere Ridge (IRE),W J Lee,0,W McCreery,1st,N/A,3,9-8,-,True,109,31
N/A,N/A,16:00,Soft,7f,Babich (IRE),G F Carroll,0,G P Cromwell,NR,N/A,3,9-8,-,True,109,31
N/A,N/A,16:00,Soft,7f,Storm Tracker (FR),A C Persse,7,Liam G O'brien,8th,11 l,3,9-8,-,True,109,31
N/A,N/A,16:00,Soft,7f,Magic Defense (IRE),J A Heffernan,0,K Purcell,7th,4 3/4 l,3,9-8,-,True,109,31
N/A,N/A,16:00,Soft,7f,Gandolfo (IRE),C T Keane,0,N Meade,6th,1 1/4 l,3,9-8b1,-,True,109,31
N/A,N/A,16:00,Soft,7f,You Done Well (IRE),C Horgan,7,K Purcell,5th,5 l,3,9-8,-,True,109,31
N/A,N/A,16:00,Soft,7f,It'sonlyjustbegun (IRE),S Foley,0,Mrs J Harrington,4th,6 1/2 l,3,9-3,-,True,109,31
N/A,N/A,16:00,Soft,7f,Miss Tapley (IRE),D McMonagle,0,J P O'Brien,3rd,1 1/4 l,3,9-3,-,True,109,31
N/A,N/A,16:00,Soft,7f,Solomon Coop (IRE),W M Lordan,0,N Lupini,2nd,2 1/4 l,3,9-8,-,True,109,31
N/A,N/A,16:00,Soft,7f,Buttermere Ridge (IRE),W J Lee,0,W McCreery,1st,N/A,3,9-8,-,True,109,31
N/A,N/A,16:35,Soft,7f,Nemonte (IRE),M W Hassett,7,J P O'Brien,5th,1/2 l,3,9-7,-,True,109,32
N/A,N/A,16:35,Soft,7f,Vassula Ryden (IRE),W J Lee,0,W McCreery,4th,1/2 l,3,9-4v1,-,True,109,32
N/A,N/A,16:35,Soft,7f,Ribchestina (IRE),R C Colgan,0,S Lavery,3rd,3 1/4 l,3,9-4,-,True,109,32
N/A,N/A,16:35,Soft,7f,Shelaka (IRE),C D Hayes,0,D K Weld,2nd,2 1/2 l,3,9-4,-,True,109,32
N/A,N/A,16:35,Soft,7f,Norwalk Havoc,S Foley,0,Mrs J Harrington,1st,N/A,3,9-9,-,True,109,32
N/A,N/A,16:35,Soft,7f,Nemonte (IRE),M W Hassett,7,J P O'Brien,5th,1/2 l,3,9-7,-,True,109,32
N/A,N/A,16:35,Soft,7f,Vassula Ryden (IRE),W J Lee,0,W McCreery,4th,1/2 l,3,9-4v1,-,True,109,32
N/A,N/A,16:35,Soft,7f,Ribchestina (IRE),R C Colgan,0,S Lavery,3rd,3 1/4 l,3,9-4,-,True,109,32
N/A,N/A,16:35,Soft,7f,Shelaka (IRE),C D Hayes,0,D K Weld,2nd,2 1/2 l,3,9-4,-,True,109,32
N/A,N/A,16:35,Soft,7f,Norwalk Havoc,S Foley,0,Mrs J Harrington,1st,N/A,3,9-9,-,True,109,32
N/A,N/A,17:10,Soft,1m,Siege Of Troy,B M Coen,0,J P Murtagh,NR,N/A,3,9-2,-,True,109,33
N/A,N/A,17:10,Soft,1m,Sure Spirit (IRE),J M Sheridan,0,P F O'Donnell,12th,Short Head,4,10-2,-,True,109,33
N/A,N/A,17:10,Soft,1m,Eirinn Rua (IRE),C D Maxwell,0,D A McLoughlin,11th,5 1/2 l,4,10-2t,-,True,109,33
N/A,N/A,17:10,Soft,1m,Barrogstown Girl (IRE),L F Roche,0,J P Fahey,10th,2 3/4 l,4,10-2,-,True,109,33
N/A,N/A,17:10,Soft,1m,The World's Astage (IRE),G M Ryan,0,D Dias,9th,5 l,4,10-2,-,True,109,33
N/A,N/A,17:10,Soft,1m,Our Lil,J A Heffernan,0,M Kelly,8th,1 l,3,9-2h,-,True,109,33
N/A,N/A,17:10,Soft,1m,Boskill Carmel (IRE),R P Whelan,0,J P Fahey,7th,3 1/4 l,3,9-2,-,True,109,33
N/A,N/A,17:10,Soft,1m,Bella Mistiko (IRE),L T McAteer,0,Barry J Fitzgerald,6th,1 l,3,9-2,-,True,109,33
N/A,N/A,17:10,Soft,1m,Nativity Square (IRE),D P McDonogh,0,J S Bolger,5th,1/2 l,3,9-2,-,True,109,33
N/A,N/A,17:10,Soft,1m,Gushing (USA),W M Lordan,0,A P O'Brien,4th,3 3/4 l,3,9-2,-,True,109,33
N/A,N/A,17:10,Soft,1m,Campari Soda (IRE),C D Hayes,0,D K Weld,3rd,1 1/4 l,3,9-2,-,True,109,33
N/A,N/A,17:10,Soft,1m,Quatrain (IRE),W J Lee,0,H De Bromhead,2nd,3 3/4 l,3,9-2,-,True,109,33
N/A,N/A,17:10,Soft,1m,Mataariki (FR),D McMonagle,0,J P O'Brien,1st,N/A,3,9-2t1,-,True,109,33
N/A,N/A,17:10,Soft,1m,Siege Of Troy,B M Coen,0,J P Murtagh,NR,N/A,3,9-2,-,True,109,33
N/A,N/A,17:10,Soft,1m,Sure Spirit (IRE),J M Sheridan,0,P F O'Donnell,12th,Short Head,4,10-2,-,True,109,33
N/A,N/A,17:10,Soft,1m,Eirinn Rua (IRE),C D Maxwell,0,D A McLoughlin,11th,5 1/2 l,4,10-2t,-,True,109,33
N/A,N/A,17:10,Soft,1m,Barrogstown Girl (IRE),L F Roche,0,J P Fahey,10th,2 3/4 l,4,10-2,-,True,109,33
N/A,N/A,17:10,Soft,1m,The World's Astage (IRE),G M Ryan,0,D Dias,9th,5 l,4,10-2,-,True,109,33
N/A,N/A,17:10,Soft,1m,Our Lil,J A Heffernan,0,M Kelly,8th,1 l,3,9-2h,-,True,109,33
N/A,N/A,17:10,Soft,1m,Boskill Carmel (IRE),R P Whelan,0,J P Fahey,7th,3 1/4 l,3,9-2,-,True,109,33
N/A,N/A,17:10,Soft,1m,Bella Mistiko (IRE),L T McAteer,0,Barry J Fitzgerald,6th,1 l,3,9-2,-,True,109,33
N/A,N/A,17:10,Soft,1m,Nativity Square (IRE),D P McDonogh,0,J S Bolger,5th,1/2 l,3,9-2,-,True,109,33
N/A,N/A,17:10,Soft,1m,Gushing (USA),W M Lordan,0,A P O'Brien,4th,3 3/4 l,3,9-2,-,True,109,33
N/A,N/A,17:10,Soft,1m,Campari Soda (IRE),C D Hayes,0,D K Weld,3rd,1 1/4 l,3,9-2,-,True,109,33
N/A,N/A,17:10,Soft,1m,Quatrain (IRE),W J Lee,0,H De Bromhead,2nd,3 3/4 l,3,9-2,-,True,109,33
N/A,N/A,17:10,Soft,1m,Mataariki (FR),D McMonagle,0,J P O'Brien,1st,N/A,3,9-2t1,-,True,109,33
N/A,N/A,17:45,Soft,1m 1f 100y,Sportingsilvermine (IRE),J M Sheridan,0,D Hogan,8th,7 l,3,9-4,72,True,109,34
N/A,N/A,17:45,Soft,1m 1f 100y,I'll Rise (IRE),G F Carroll,0,A McNamara,7th,1 3/4 l,3,9-1h,69,True,109,34
N/A,N/A,17:45,Soft,1m 1f 100y,Ringside Timing (IRE),Gabriella Adela Hill,10,J S Bolger,6th,2 1/4 l,3,9-4,72,True,109,34
N/A,N/A,17:45,Soft,1m 1f 100y,Nika Pika (IRE),C T Keane,0,P Magee,5th,Head,3,9-3,71,True,109,34
N/A,N/A,17:45,Soft,1m 1f 100y,Kisiyra (IRE),B M Coen,0,J P Murtagh,4th,1/2 l,3,9-11p1,79,True,109,34
N/A,N/A,17:45,Soft,1m 1f 100y,Surfers Paradise (IRE),D McMonagle,0,J P O'Brien,3rd,1/2 l,3,9-12t,80,True,109,34
N/A,N/A,17:45,Soft,1m 1f 100y,Cloud Seeker,A J Slattery,0,A Slattery,2nd,2 3/4 l,3,8-7,61,True,109,34
N/A,N/A,17:45,Soft,1m 1f 100y,Camelot Alexander (IRE),S Foley,0,Mrs J Harrington,1st,N/A,3,9-7,75,True,109,34
N/A,N/A,17:45,Soft,1m 1f 100y,Sportingsilvermine (IRE),J M Sheridan,0,D Hogan,8th,7 l,3,9-4,72,True,109,34
N/A,N/A,17:45,Soft,1m 1f 100y,I'll Rise (IRE),G F Carroll,0,A McNamara,7th,1 3/4 l,3,9-1h,69,True,109,34
N/A,N/A,17:45,Soft,1m 1f 100y,Ringside Timing (IRE),Gabriella Adela Hill,10,J S Bolger,6th,2 1/4 l,3,9-4,72,True,109,34
N/A,N/A,17:45,Soft,1m 1f 100y,Nika Pika (IRE),C T Keane,0,P Magee,5th,Head,3,9-3,71,True,109,34
N/A,N/A,17:45,Soft,1m 1f 100y,Kisiyra (IRE),B M Coen,0,J P Murtagh,4th,1/2 l,3,9-11p1,79,True,109,34
N/A,N/A,17:45,Soft,1m 1f 100y,Surfers Paradise (IRE),D McMonagle,0,J P O'Brien,3rd,1/2 l,3,9-12t,80,True,109,34
N/A,N/A,17:45,Soft,1m 1f 100y,Cloud Seeker,A J Slattery,0,A Slattery,2nd,2 3/4 l,3,8-7,61,True,109,34
N/A,N/A,17:45,Soft,1m 1f 100y,Camelot Alexander (IRE),S Foley,0,Mrs J Harrington,1st,N/A,3,9-7,75,True,109,34
N/A,N/A,18:15,Soft,1m 1f 100y,Quantum Light (IRE),A J Slattery,0,A Slattery,UR,N/A,4,9-12p1,68,True,109,35
N/A,N/A,18:15,Soft,1m 1f 100y,One Boss,R P Whelan,0,F J Flood,16th,3 1/2 l,4,9-13p,69,True,109,35
N/A,N/A,18:15,Soft,1m 1f 100y,Young Lucy (IRE),S Foley,0,A J Martin,15th,17 l,5,9-8t,64,True,109,35
N/A,N/A,18:15,Soft,1m 1f 100y,Mulgrave (IRE),D W O'Connor,0,J C McConnell,14th,1 3/4 l,6,9-10ht,66,True,109,35
N/A,N/A,18:15,Soft,1m 1f 100y,Roderick,S D Bowen,5,D Hogan,13th,1/2 l,8,10-0tp,70,True,109,35
N/A,N/A,18:15,Soft,1m 1f 100y,Evolving,L T McAteer,0,A Kinirons,12th,3/4 l,4,9-13,69,True,109,35
N/A,N/A,18:15,Soft,1m 1f 100y,Givemehoperosa (IRE),J J G Ryan,5,J Davison,11th,1 1/4 l,4,10-2,72,True,109,35
N/A,N/A,18:15,Soft,1m 1f 100y,Bear Profit (IRE),S T McCullagh,3,Gerard O'Leary,10th,1 3/4 l,5,9-12,68,True,109,35
