track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Thurles Racing Results | 3rd November 2022 14:50,N/A,14:50,Yielding To Soft,1m 7f 188y,Paddy Rocket (IRE),Sam Ewing,0,Eoin Christopher McCarthy,11th,20 l,5,11-3p1,84,True,29,29
Thurles Racing Results | 3rd November 2022 14:50,N/A,14:50,Yielding To Soft,1m 7f 188y,Blackstone Cliff (IRE),D. J. O'Keeffe,0,T. Gibney,10th,1 1/4 l,6,11-9,90,True,29,29
Thurles Racing Results | 3rd November 2022 14:50,N/A,14:50,Yielding To Soft,1m 7f 188y,Nusra (IRE),M. J. M. O'Sullivan,5,G. Ahern,9th,3 1/2 l,5,11-8p,89,True,29,29
Thurles Racing Results | 3rd November 2022 14:50,N/A,14:50,Yielding To Soft,1m 7f 188y,Mater Matuta (IRE),Jordan Colin Gainford,0,E. D. Delany,8th,1 1/4 l,6,11-11tp,92,True,29,29
Thurles Racing Results | 3rd November 2022 14:50,N/A,14:50,Yielding To Soft,1m 7f 188y,Stander (IRE),C. P. O'Shea,7,R. K. Watson,7th,3 l,8,11-2tb1,83,True,29,29
Thurles Racing Results | 3rd November 2022 14:50,N/A,14:50,Yielding To Soft,1m 7f 188y,Caridadi (IRE),K. E. Buckley,5,J. Morrison,6th,2 1/2 l,11,11-1,82,True,29,29
Thurles Racing Results | 3rd November 2022 14:50,N/A,14:50,Yielding To Soft,1m 7f 188y,Will You Win (IRE),R. J. Condon,5,Oliver McKiernan,5th,8 1/2 l,7,11-12tb,93,True,29,29
Thurles Racing Results | 3rd November 2022 14:50,N/A,14:50,Yielding To Soft,1m 7f 188y,Silent Flight (IRE),B. Hayes,0,Philip Michael Byrne,4th,6 l,6,11-6,87,True,29,29
Thurles Racing Results | 3rd November 2022 14:50,N/A,14:50,Yielding To Soft,1m 7f 188y,O Mio Babbino (IRE),Mr A. Burke-Ott,7,Patrick Cronin,3rd,2 1/2 l,6,11-0,81,True,29,29
Thurles Racing Results | 3rd November 2022 14:50,N/A,14:50,Yielding To Soft,1m 7f 188y,Ucandoit (IRE),C. G. O'Dwyer,0,Philip Michael Byrne,2nd,3 1/4 l,5,11-2p,83,True,29,29
Thurles Racing Results | 3rd November 2022 14:50,N/A,14:50,Yielding To Soft,1m 7f 188y,Light Parade (IRE),Phillip Enright,0,W. J. Burke,1st,N/A,5,11-6,87,True,29,29
Thurles Racing Results | 3rd November 2022 15:22,N/A,15:22,Yielding To Soft,2m 4f 84y,Romella (IRE),Phillip Enright,0,John J. Walsh,PU,N/A,8,10-4t,101,True,29,30
Thurles Racing Results | 3rd November 2022 15:22,N/A,15:22,Yielding To Soft,2m 4f 84y,Annie Pender (IRE),Denis O'Regan,0,John Queally,9th,34 l,6,10-7h,104,True,29,30
Thurles Racing Results | 3rd November 2022 15:22,N/A,15:22,Yielding To Soft,2m 4f 84y,Hope Des Blins (FR),M. J. M. O'Sullivan,5,John Patrick Ryan,8th,13 l,5,10-12,109,True,29,30
Thurles Racing Results | 3rd November 2022 15:22,N/A,15:22,Yielding To Soft,2m 4f 84y,Aprils Joy (IRE),L. P. Dempsey,0,Gavin Patrick Cromwell,7th,1 1/4 l,7,10-8t,105,True,29,30
Thurles Racing Results | 3rd November 2022 15:22,N/A,15:22,Yielding To Soft,2m 4f 84y,First Dare (IRE),S. F. O'Keeffe,0,Miss Elizabeth Doyle,6th,Neck,4,10-4h,102,True,29,30
Thurles Racing Results | 3rd November 2022 15:22,N/A,15:22,Yielding To Soft,2m 4f 84y,Irregularheartbeat (IRE),Jordan Colin Gainford,0,Terence O'Brien,5th,1 3/4 l,9,10-10,107,True,29,30
Thurles Racing Results | 3rd November 2022 15:22,N/A,15:22,Yielding To Soft,2m 4f 84y,Must Be Dreaming (IRE),C. M. Quirke,7,G. Ahern,4th,3 1/2 l,5,10-2,99,True,29,30
Thurles Racing Results | 3rd November 2022 15:22,N/A,15:22,Yielding To Soft,2m 4f 84y,Game And Glory (IRE),Rachael Blackmore,0,P. J. Rothwell,3rd,1/2 l,6,10-0,97,True,29,30
Thurles Racing Results | 3rd November 2022 15:22,N/A,15:22,Yielding To Soft,2m 4f 84y,Rebel Early (IRE),D. J. O'Keeffe,0,W. J. Burke,2nd,8 l,8,11-9,120,True,29,30
Thurles Racing Results | 3rd November 2022 15:22,N/A,15:22,Yielding To Soft,2m 4f 84y,Global Equity (IRE),Richard Deegan,0,Joseph Patrick O'Brien,1st,N/A,7,11-12p,123,True,29,30
Thurles Racing Results | 3rd November 2022 15:22,N/A,15:22,Yielding To Soft,2m 4f 84y,Romella (IRE),Phillip Enright,0,John J. Walsh,PU,N/A,8,10-4t,101,True,29,30
Thurles Racing Results | 3rd November 2022 15:22,N/A,15:22,Yielding To Soft,2m 4f 84y,Annie Pender (IRE),Denis O'Regan,0,John Queally,9th,34 l,6,10-7h,104,True,29,30
Thurles Racing Results | 3rd November 2022 15:22,N/A,15:22,Yielding To Soft,2m 4f 84y,Hope Des Blins (FR),M. J. M. O'Sullivan,5,John Patrick Ryan,8th,13 l,5,10-12,109,True,29,30
Thurles Racing Results | 3rd November 2022 15:22,N/A,15:22,Yielding To Soft,2m 4f 84y,Aprils Joy (IRE),L. P. Dempsey,0,Gavin Patrick Cromwell,7th,1 1/4 l,7,10-8t,105,True,29,30
Thurles Racing Results | 3rd November 2022 15:22,N/A,15:22,Yielding To Soft,2m 4f 84y,First Dare (IRE),S. F. O'Keeffe,0,Miss Elizabeth Doyle,6th,Neck,4,10-4h,102,True,29,30
Thurles Racing Results | 3rd November 2022 15:22,N/A,15:22,Yielding To Soft,2m 4f 84y,Irregularheartbeat (IRE),Jordan Colin Gainford,0,Terence O'Brien,5th,1 3/4 l,9,10-10,107,True,29,30
Thurles Racing Results | 3rd November 2022 15:22,N/A,15:22,Yielding To Soft,2m 4f 84y,Must Be Dreaming (IRE),C. M. Quirke,7,G. Ahern,4th,3 1/2 l,5,10-2,99,True,29,30
Thurles Racing Results | 3rd November 2022 15:22,N/A,15:22,Yielding To Soft,2m 4f 84y,Game And Glory (IRE),Rachael Blackmore,0,P. J. Rothwell,3rd,1/2 l,6,10-0,97,True,29,30
Thurles Racing Results | 3rd November 2022 15:22,N/A,15:22,Yielding To Soft,2m 4f 84y,Rebel Early (IRE),D. J. O'Keeffe,0,W. J. Burke,2nd,8 l,8,11-9,120,True,29,30
Thurles Racing Results | 3rd November 2022 15:22,N/A,15:22,Yielding To Soft,2m 4f 84y,Global Equity (IRE),Richard Deegan,0,Joseph Patrick O'Brien,1st,N/A,7,11-12p,123,True,29,30
Thurles Racing Results | 3rd November 2022 15:55,N/A,15:55,Yielding To Soft,2m 7f 66y,De Skutty Wren (IRE),D. J. O'Keeffe,0,T. Gibney,9th,19 l,7,10-11,-,True,29,31
Thurles Racing Results | 3rd November 2022 15:55,N/A,15:55,Yielding To Soft,2m 7f 66y,Howaya C D And E (IRE),R. A. Doyle,0,Gerard Keane,8th,21 l,7,11-5t,-,True,29,31
Thurles Racing Results | 3rd November 2022 15:55,N/A,15:55,Yielding To Soft,2m 7f 66y,Tipp For Mac (IRE),B. J. Cooper,0,Thomas Cooper,7th,1 1/4 l,5,11-4p1,-,True,29,31
Thurles Racing Results | 3rd November 2022 15:55,N/A,15:55,Yielding To Soft,2m 7f 66y,Dina Leen (FR),P. Townend,0,W. P. Mullins,6th,2 l,5,10-11,-,True,29,31
Thurles Racing Results | 3rd November 2022 15:55,N/A,15:55,Yielding To Soft,2m 7f 66y,Song For My Father (IRE),C. A. Landers,0,Ross O'Sullivan,5th,5 l,5,11-4,-,True,29,31
Thurles Racing Results | 3rd November 2022 15:55,N/A,15:55,Yielding To Soft,2m 7f 66y,Kottayam (IRE),D. E. Mullins,0,W. P. Mullins,4th,3 1/2 l,7,11-12,-,True,29,31
Thurles Racing Results | 3rd November 2022 15:55,N/A,15:55,Yielding To Soft,2m 7f 66y,Glendars Mahler (IRE),G. B. Noonan,7,James Andrew Fahey,3rd,4 l,6,10-11,-,True,29,31
Thurles Racing Results | 3rd November 2022 15:55,N/A,15:55,Yielding To Soft,2m 7f 66y,Silver Gazette (IRE),M. M. McDonagh,5,John Patrick Ryan,2nd,3 3/4 l,5,11-4,-,True,29,31
Thurles Racing Results | 3rd November 2022 15:55,N/A,15:55,Yielding To Soft,2m 7f 66y,Favori De Champdou (FR),J. W. Kennedy,0,Gordon Elliott,1st,N/A,7,11-12,-,True,29,31
Thurles Racing Results | 3rd November 2022 15:55,N/A,15:55,Yielding To Soft,2m 7f 66y,De Skutty Wren (IRE),D. J. O'Keeffe,0,T. Gibney,9th,19 l,7,10-11,-,True,29,31
Thurles Racing Results | 3rd November 2022 15:55,N/A,15:55,Yielding To Soft,2m 7f 66y,Howaya C D And E (IRE),R. A. Doyle,0,Gerard Keane,8th,21 l,7,11-5t,-,True,29,31
Thurles Racing Results | 3rd November 2022 15:55,N/A,15:55,Yielding To Soft,2m 7f 66y,Tipp For Mac (IRE),B. J. Cooper,0,Thomas Cooper,7th,1 1/4 l,5,11-4p1,-,True,29,31
Thurles Racing Results | 3rd November 2022 15:55,N/A,15:55,Yielding To Soft,2m 7f 66y,Dina Leen (FR),P. Townend,0,W. P. Mullins,6th,2 l,5,10-11,-,True,29,31
Thurles Racing Results | 3rd November 2022 15:55,N/A,15:55,Yielding To Soft,2m 7f 66y,Song For My Father (IRE),C. A. Landers,0,Ross O'Sullivan,5th,5 l,5,11-4,-,True,29,31
Thurles Racing Results | 3rd November 2022 15:55,N/A,15:55,Yielding To Soft,2m 7f 66y,Kottayam (IRE),D. E. Mullins,0,W. P. Mullins,4th,3 1/2 l,7,11-12,-,True,29,31
Thurles Racing Results | 3rd November 2022 15:55,N/A,15:55,Yielding To Soft,2m 7f 66y,Glendars Mahler (IRE),G. B. Noonan,7,James Andrew Fahey,3rd,4 l,6,10-11,-,True,29,31
Thurles Racing Results | 3rd November 2022 15:55,N/A,15:55,Yielding To Soft,2m 7f 66y,Silver Gazette (IRE),M. M. McDonagh,5,John Patrick Ryan,2nd,3 3/4 l,5,11-4,-,True,29,31
Thurles Racing Results | 3rd November 2022 15:55,N/A,15:55,Yielding To Soft,2m 7f 66y,Favori De Champdou (FR),J. W. Kennedy,0,Gordon Elliott,1st,N/A,7,11-12,-,True,29,31
Thurles Racing Results | 3rd November 2022 16:25,N/A,16:25,Yielding To Soft,1m 7f 188y,Knockwilliambridge (IRE),Mr C. J. Byrne,7,John Joseph Hanlon,10th,1 l,7,12-0tp,-,True,29,32
Thurles Racing Results | 3rd November 2022 16:25,N/A,16:25,Yielding To Soft,1m 7f 188y,March to Victory (IRE),Mr D. G. Lavery,0,Patrick Eugene Turley,9th,34 l,4,12-0,-,True,29,32
Thurles Racing Results | 3rd November 2022 16:25,N/A,16:25,Yielding To Soft,1m 7f 188y,Always Handy (IRE),Mr B. T. Stone,7,Brian Jordan,8th,1 3/4 l,4,11-10,-,True,29,32
Thurles Racing Results | 3rd November 2022 16:25,N/A,16:25,Yielding To Soft,1m 7f 188y,Just Another Day (IRE),Mr H. C. Swan,7,Ciaran Murphy,7th,18 l,4,12-0h,-,True,29,32
Thurles Racing Results | 3rd November 2022 16:25,N/A,16:25,Yielding To Soft,1m 7f 188y,Lakefield Flyer (IRE),Mr T. Hamilton,0,John Joseph Hanlon,6th,8 l,4,11-10t,-,True,29,32
Thurles Racing Results | 3rd November 2022 16:25,N/A,16:25,Yielding To Soft,1m 7f 188y,Fine Margin (IRE),Mr P. W. Mullins,0,Matthew A. Daly,5th,2 1/4 l,5,11-12,-,True,29,32
Thurles Racing Results | 3rd November 2022 16:25,N/A,16:25,Yielding To Soft,1m 7f 188y,Housemartin (IRE),Mr Pat Taaffe,7,E. J. O'Grady,4th,2 3/4 l,5,12-0,-,True,29,32
Thurles Racing Results | 3rd November 2022 16:25,N/A,16:25,Yielding To Soft,1m 7f 188y,Ik's Man (FR),Mr D. Allen,7,Terence O'Brien,3rd,3 1/2 l,6,11-10,-,True,29,32
Thurles Racing Results | 3rd November 2022 16:25,N/A,16:25,Yielding To Soft,1m 7f 188y,Spitalfield (IRE),Mr B. O'Neill,0,David Henry Bergin,2nd,2 1/2 l,4,11-10,-,True,29,32
Thurles Racing Results | 3rd November 2022 16:25,N/A,16:25,Yielding To Soft,1m 7f 188y,Demandrivingdouvan (IRE),Mr J. J. Codd,0,Gordon Elliott,1st,N/A,5,12-0,-,True,29,32
Thurles Racing Results | 3rd November 2022 16:25,N/A,16:25,Yielding To Soft,1m 7f 188y,Knockwilliambridge (IRE),Mr C. J. Byrne,7,John Joseph Hanlon,10th,1 l,7,12-0tp,-,True,29,32
Thurles Racing Results | 3rd November 2022 16:25,N/A,16:25,Yielding To Soft,1m 7f 188y,March to Victory (IRE),Mr D. G. Lavery,0,Patrick Eugene Turley,9th,34 l,4,12-0,-,True,29,32
Thurles Racing Results | 3rd November 2022 16:25,N/A,16:25,Yielding To Soft,1m 7f 188y,Always Handy (IRE),Mr B. T. Stone,7,Brian Jordan,8th,1 3/4 l,4,11-10,-,True,29,32
Thurles Racing Results | 3rd November 2022 16:25,N/A,16:25,Yielding To Soft,1m 7f 188y,Just Another Day (IRE),Mr H. C. Swan,7,Ciaran Murphy,7th,18 l,4,12-0h,-,True,29,32
Thurles Racing Results | 3rd November 2022 16:25,N/A,16:25,Yielding To Soft,1m 7f 188y,Lakefield Flyer (IRE),Mr T. Hamilton,0,John Joseph Hanlon,6th,8 l,4,11-10t,-,True,29,32
Thurles Racing Results | 3rd November 2022 16:25,N/A,16:25,Yielding To Soft,1m 7f 188y,Fine Margin (IRE),Mr P. W. Mullins,0,Matthew A. Daly,5th,2 1/4 l,5,11-12,-,True,29,32
Thurles Racing Results | 3rd November 2022 16:25,N/A,16:25,Yielding To Soft,1m 7f 188y,Housemartin (IRE),Mr Pat Taaffe,7,E. J. O'Grady,4th,2 3/4 l,5,12-0,-,True,29,32
Thurles Racing Results | 3rd November 2022 16:25,N/A,16:25,Yielding To Soft,1m 7f 188y,Ik's Man (FR),Mr D. Allen,7,Terence O'Brien,3rd,3 1/2 l,6,11-10,-,True,29,32
Thurles Racing Results | 3rd November 2022 16:25,N/A,16:25,Yielding To Soft,1m 7f 188y,Spitalfield (IRE),Mr B. O'Neill,0,David Henry Bergin,2nd,2 1/2 l,4,11-10,-,True,29,32
Thurles Racing Results | 3rd November 2022 16:25,N/A,16:25,Yielding To Soft,1m 7f 188y,Demandrivingdouvan (IRE),Mr J. J. Codd,0,Gordon Elliott,1st,N/A,5,12-0,-,True,29,32
N/A,N/A,12:20,Soft,2m 6f 110y,Thunder Down Under (IRE),Davy Russell,0,Gordon Elliott,PU,N/A,8,11-12,-,True,29,33
N/A,N/A,12:20,Soft,2m 6f 110y,Gill's Supreme (IRE),S. O'Callaghan,7,Ross O'Sullivan,7th,29 l,5,11-5,-,True,29,33
N/A,N/A,12:20,Soft,2m 6f 110y,Wee Jerry (IRE),Mr B. Dunleavy,7,Neill McCluskey,6th,13 l,6,11-12,-,True,29,33
N/A,N/A,12:20,Soft,2m 6f 110y,Jimli's Glory,Jonathan Moore,0,R. K. Watson,5th,2 l,5,11-12h1,-,True,29,33
N/A,N/A,12:20,Soft,2m 6f 110y,Yolande Court (IRE),D. J. O'Keeffe,0,David Christie,4th,4 l,5,11-5,-,True,29,33
N/A,N/A,12:20,Soft,2m 6f 110y,Cocoplum (IRE),Denis O'Regan,0,Colin A. McBratney,3rd,28 l,5,11-5,-,True,29,33
N/A,N/A,12:20,Soft,2m 6f 110y,Letsbeclearaboutit (IRE),Keith Donoghue,0,Gavin Patrick Cromwell,2nd,6 1/2 l,7,11-12,-,True,29,33
N/A,N/A,12:20,Soft,2m 6f 110y,American Mike (IRE),J. W. Kennedy,0,Gordon Elliott,1st,N/A,5,11-12,-,True,29,33
N/A,N/A,12:20,Soft,2m 6f 110y,Thunder Down Under (IRE),Davy Russell,0,Gordon Elliott,PU,N/A,8,11-12,-,True,29,33
N/A,N/A,12:20,Soft,2m 6f 110y,Gill's Supreme (IRE),S. O'Callaghan,7,Ross O'Sullivan,7th,29 l,5,11-5,-,True,29,33
N/A,N/A,12:20,Soft,2m 6f 110y,Wee Jerry (IRE),Mr B. Dunleavy,7,Neill McCluskey,6th,13 l,6,11-12,-,True,29,33
N/A,N/A,12:20,Soft,2m 6f 110y,Jimli's Glory,Jonathan Moore,0,R. K. Watson,5th,2 l,5,11-12h1,-,True,29,33
N/A,N/A,12:20,Soft,2m 6f 110y,Yolande Court (IRE),D. J. O'Keeffe,0,David Christie,4th,4 l,5,11-5,-,True,29,33
N/A,N/A,12:20,Soft,2m 6f 110y,Cocoplum (IRE),Denis O'Regan,0,Colin A. McBratney,3rd,28 l,5,11-5,-,True,29,33
N/A,N/A,12:20,Soft,2m 6f 110y,Letsbeclearaboutit (IRE),Keith Donoghue,0,Gavin Patrick Cromwell,2nd,6 1/2 l,7,11-12,-,True,29,33
N/A,N/A,12:20,Soft,2m 6f 110y,American Mike (IRE),J. W. Kennedy,0,Gordon Elliott,1st,N/A,5,11-12,-,True,29,33
N/A,N/A,12:55,Soft,3m 30y,Carrig Carol (IRE),R. J. Condon,0,Peter Croke,UR,N/A,5,11-7,95,True,29,34
N/A,N/A,12:55,Soft,3m 30y,Fizzlestick (IRE),S. D. Torrens,0,Conor O'Dwyer,PU,N/A,9,11-7tv1,95,True,29,34
N/A,N/A,12:55,Soft,3m 30y,I Can't Remember (IRE),S. O'Callaghan,7,Colin A. McBratney,PU,N/A,5,10-6t,80,True,29,34
N/A,N/A,12:55,Soft,3m 30y,Crossgaleschicflic (IRE),C. G. O'Dwyer,7,Conor O'Dwyer,F,N/A,5,11-2,90,True,29,34
N/A,N/A,12:55,Soft,3m 30y,Kinnegad Lad (IRE),Daire McConville,7,S. McConville,15th,29 l,6,10-12,86,True,29,34
N/A,N/A,12:55,Soft,3m 30y,Penthouse Poppet (IRE),Gavin Peter Brouder,5,Colin A. McBratney,14th,3 1/2 l,5,10-12,86,True,29,34
N/A,N/A,12:55,Soft,3m 30y,Golas Tiep (FR),D. E. Mullins,0,Colin A. McBratney,13th,4 1/2 l,6,12-0b,102,True,29,34
N/A,N/A,12:55,Soft,3m 30y,Serpolette (IRE),E. Walsh,5,E. D. Delany,12th,Short Head,7,11-11t,99,True,29,34
N/A,N/A,12:55,Soft,3m 30y,Magic Sea (IRE),Jonathan Moore,0,Mrs Sarah Dawson,11th,Neck,7,11-9,97,True,29,34
N/A,N/A,12:55,Soft,3m 30y,True Destiny (USA),B. Hayes,0,J. J. Lambe,10th,2 l,7,12-0,102,True,29,34
N/A,N/A,12:55,Soft,3m 30y,Battle of Benburb (IRE),K. E. Buckley,5,John McConnell,9th,7 l,5,11-7t,95,True,29,34
N/A,N/A,12:55,Soft,3m 30y,Chosen Diamond (IRE),B. J. Cooper,0,Edward Cawley,8th,4 1/2 l,6,11-11,99,True,29,34
N/A,N/A,12:55,Soft,3m 30y,Gamigin (IRE),Sam Ewing,0,Noel C. Kelly,7th,6 1/2 l,4,11-6,96,True,29,34
N/A,N/A,12:55,Soft,3m 30y,Spancil Hill (IRE),D. J. O'Keeffe,0,T. G. McCourt,6th,2 3/4 l,12,10-11,85,True,29,34
N/A,N/A,12:55,Soft,3m 30y,Menindee (IRE),Mr B. W. Harvey,5,David Christie,5th,1 3/4 l,6,11-9,97,True,29,34
N/A,N/A,12:55,Soft,3m 30y,Tyre Kicker (FR),Keith Donoghue,0,Gavin Patrick Cromwell,4th,1/2 l,5,11-8t1,96,True,29,34
N/A,N/A,12:55,Soft,3m 30y,Walking The Walk (IRE),J. W. Kennedy,0,Gordon Elliott,3rd,8 1/2 l,7,10-10tp,84,True,29,34
N/A,N/A,12:55,Soft,3m 30y,Rebellious Gale (IRE),Peter Carberry,0,A. J. Martin,2nd,3 3/4 l,6,11-13t,101,True,29,34
N/A,N/A,12:55,Soft,3m 30y,Jungle Prose (IRE),Davy Russell,0,Gordon Elliott,1st,N/A,7,11-9p,97,True,29,34
N/A,N/A,12:55,Soft,3m 30y,Carrig Carol (IRE),R. J. Condon,0,Peter Croke,UR,N/A,5,11-7,95,True,29,34
N/A,N/A,12:55,Soft,3m 30y,Fizzlestick (IRE),S. D. Torrens,0,Conor O'Dwyer,PU,N/A,9,11-7tv1,95,True,29,34
N/A,N/A,12:55,Soft,3m 30y,I Can't Remember (IRE),S. O'Callaghan,7,Colin A. McBratney,PU,N/A,5,10-6t,80,True,29,34
N/A,N/A,12:55,Soft,3m 30y,Crossgaleschicflic (IRE),C. G. O'Dwyer,7,Conor O'Dwyer,F,N/A,5,11-2,90,True,29,34
N/A,N/A,12:55,Soft,3m 30y,Kinnegad Lad (IRE),Daire McConville,7,S. McConville,15th,29 l,6,10-12,86,True,29,34
N/A,N/A,12:55,Soft,3m 30y,Penthouse Poppet (IRE),Gavin Peter Brouder,5,Colin A. McBratney,14th,3 1/2 l,5,10-12,86,True,29,34
N/A,N/A,12:55,Soft,3m 30y,Golas Tiep (FR),D. E. Mullins,0,Colin A. McBratney,13th,4 1/2 l,6,12-0b,102,True,29,34
N/A,N/A,12:55,Soft,3m 30y,Serpolette (IRE),E. Walsh,5,E. D. Delany,12th,Short Head,7,11-11t,99,True,29,34
N/A,N/A,12:55,Soft,3m 30y,Magic Sea (IRE),Jonathan Moore,0,Mrs Sarah Dawson,11th,Neck,7,11-9,97,True,29,34
N/A,N/A,12:55,Soft,3m 30y,True Destiny (USA),B. Hayes,0,J. J. Lambe,10th,2 l,7,12-0,102,True,29,34
N/A,N/A,12:55,Soft,3m 30y,Battle of Benburb (IRE),K. E. Buckley,5,John McConnell,9th,7 l,5,11-7t,95,True,29,34
N/A,N/A,12:55,Soft,3m 30y,Chosen Diamond (IRE),B. J. Cooper,0,Edward Cawley,8th,4 1/2 l,6,11-11,99,True,29,34
N/A,N/A,12:55,Soft,3m 30y,Gamigin (IRE),Sam Ewing,0,Noel C. Kelly,7th,6 1/2 l,4,11-6,96,True,29,34
N/A,N/A,12:55,Soft,3m 30y,Spancil Hill (IRE),D. J. O'Keeffe,0,T. G. McCourt,6th,2 3/4 l,12,10-11,85,True,29,34
N/A,N/A,12:55,Soft,3m 30y,Menindee (IRE),Mr B. W. Harvey,5,David Christie,5th,1 3/4 l,6,11-9,97,True,29,34
N/A,N/A,12:55,Soft,3m 30y,Tyre Kicker (FR),Keith Donoghue,0,Gavin Patrick Cromwell,4th,1/2 l,5,11-8t1,96,True,29,34
N/A,N/A,12:55,Soft,3m 30y,Walking The Walk (IRE),J. W. Kennedy,0,Gordon Elliott,3rd,8 1/2 l,7,10-10tp,84,True,29,34
N/A,N/A,12:55,Soft,3m 30y,Rebellious Gale (IRE),Peter Carberry,0,A. J. Martin,2nd,3 3/4 l,6,11-13t,101,True,29,34
N/A,N/A,12:55,Soft,3m 30y,Jungle Prose (IRE),Davy Russell,0,Gordon Elliott,1st,N/A,7,11-9p,97,True,29,34
N/A,N/A,13:30,Soft,2m 190y,Champagne Problem (IRE),Mr Pat Taaffe,0,W. P. Mullins,10th,14 l,5,11-0h,-,True,29,35
N/A,N/A,13:30,Soft,2m 190y,Paidi's Passion (IRE),Sam Ewing,0,David Christie,9th,2 1/4 l,6,10-10,-,True,29,35
N/A,N/A,13:30,Soft,2m 190y,Doyenna (IRE),K. E. Buckley,0,Mrs Lorna Fowler,8th,1/2 l,5,10-10t,-,True,29,35
N/A,N/A,13:30,Soft,2m 190y,Carrigmoorna Queen (IRE),B. Hayes,0,W. P. Mullins,7th,2 1/4 l,5,10-10,-,True,29,35
N/A,N/A,13:30,Soft,2m 190y,Liberty Dance (IRE),J. W. Kennedy,0,Gordon Elliott,6th,3 l,5,10-10,-,True,29,35
N/A,N/A,13:30,Soft,2m 190y,Saylavee (IRE),D. E. Mullins,0,W. P. Mullins,5th,1/2 l,5,10-10,-,True,29,35
N/A,N/A,13:30,Soft,2m 190y,Rioga Choice (IRE),Rachael Blackmore,0,Henry de Bromhead,4th,3/4 l,5,10-10,-,True,29,35
N/A,N/A,13:30,Soft,2m 190y,The Model Kingdom (IRE),B. J. Cooper,0,Noel Meade,3rd,3 1/2 l,5,10-10,-,True,29,35
N/A,N/A,13:30,Soft,2m 190y,Nikini (IRE),P. Townend,0,W. P. Mullins,2nd,1 l,5,11-0,-,True,29,35
N/A,N/A,13:30,Soft,2m 190y,Magical Zoe (IRE),A. P. Heskin,0,Henry de Bromhead,1st,N/A,4,10-10,-,True,29,35
N/A,N/A,13:30,Soft,2m 190y,Champagne Problem (IRE),Mr Pat Taaffe,0,W. P. Mullins,10th,14 l,5,11-0h,-,True,29,35
N/A,N/A,13:30,Soft,2m 190y,Paidi's Passion (IRE),Sam Ewing,0,David Christie,9th,2 1/4 l,6,10-10,-,True,29,35
N/A,N/A,13:30,Soft,2m 190y,Doyenna (IRE),K. E. Buckley,0,Mrs Lorna Fowler,8th,1/2 l,5,10-10t,-,True,29,35
N/A,N/A,13:30,Soft,2m 190y,Carrigmoorna Queen (IRE),B. Hayes,0,W. P. Mullins,7th,2 1/4 l,5,10-10,-,True,29,35
N/A,N/A,13:30,Soft,2m 190y,Liberty Dance (IRE),J. W. Kennedy,0,Gordon Elliott,6th,3 l,5,10-10,-,True,29,35
N/A,N/A,13:30,Soft,2m 190y,Saylavee (IRE),D. E. Mullins,0,W. P. Mullins,5th,1/2 l,5,10-10,-,True,29,35
N/A,N/A,13:30,Soft,2m 190y,Rioga Choice (IRE),Rachael Blackmore,0,Henry de Bromhead,4th,3/4 l,5,10-10,-,True,29,35
N/A,N/A,13:30,Soft,2m 190y,The Model Kingdom (IRE),B. J. Cooper,0,Noel Meade,3rd,3 1/2 l,5,10-10,-,True,29,35
N/A,N/A,13:30,Soft,2m 190y,Nikini (IRE),P. Townend,0,W. P. Mullins,2nd,1 l,5,11-0,-,True,29,35
N/A,N/A,13:30,Soft,2m 190y,Magical Zoe (IRE),A. P. Heskin,0,Henry de Bromhead,1st,N/A,4,10-10,-,True,29,35
N/A,N/A,14:05,Yielding To Soft (Soft In Places),2m 190y,Bonarc (IRE),D. E. Mullins,0,John Patrick Ryan,4th,15 l,8,10-11,-,True,29,36
N/A,N/A,14:05,Yielding To Soft (Soft In Places),2m 190y,Gaelic Arc (IRE),B. J. Cooper,0,John Patrick Ryan,3rd,4 1/4 l,6,11-0,-,True,29,36
N/A,N/A,14:05,Yielding To Soft (Soft In Places),2m 190y,David Garrick (IRE),Rachael Blackmore,0,Eddie & Patrick Harty,2nd,3 1/4 l,5,11-0t,-,True,29,36
N/A,N/A,14:05,Yielding To Soft (Soft In Places),2m 190y,Pied Piper,J. W. Kennedy,0,Gordon Elliott,1st,N/A,4,11-10t,-,True,29,36
N/A,N/A,14:05,Yielding To Soft (Soft In Places),2m 190y,Bonarc (IRE),D. E. Mullins,0,John Patrick Ryan,4th,15 l,8,10-11,-,True,29,36
N/A,N/A,14:05,Yielding To Soft (Soft In Places),2m 190y,Gaelic Arc (IRE),B. J. Cooper,0,John Patrick Ryan,3rd,4 1/4 l,6,11-0,-,True,29,36
N/A,N/A,14:05,Yielding To Soft (Soft In Places),2m 190y,David Garrick (IRE),Rachael Blackmore,0,Eddie & Patrick Harty,2nd,3 1/4 l,5,11-0t,-,True,29,36
N/A,N/A,14:05,Yielding To Soft (Soft In Places),2m 190y,Pied Piper,J. W. Kennedy,0,Gordon Elliott,1st,N/A,4,11-10t,-,True,29,36
N/A,N/A,14:40,Yielding To Soft (Soft In Places),2m 100y,Downthecellar (IRE),M. J. M. O'Sullivan,5,E. J. O'Grady,F,N/A,8,11-4tp,122,True,29,37
